,Time,k_covid
0,2019.875,1.0
1,2020.125,1.0
2,2020.375,0.4883501369780485
3,2020.625,0.5308084750307576
4,2020.875,0.5424521228049729
5,2021.125,0.6449056102247194
6,2021.375,0.4166206843668154
7,2021.625,0.61275195134622
8,2021.875,0.5164845082850256
9,2022.125,0.54491722239426
10,2022.375,0.6259208165369274
11,2022.625,0.26286789554251333
