Time,IncR_apx,MorR_apx,CNR_apx,AcfR,AcfRAsym,CumInc,CumMor,CumACF,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key
2020.125,0.0015749481528183045,0.00020380710909484657,0.0009194470131078575,0.0,0.0,863151943.0036285,104365944.83512858,0.0,0.00039364246509961706,5.077874136515202e-05,0.00020465909518976698,0.000232229061750541,0.3389506706027694,0.7950538553089317,0.002382245328118991,0.0012208747539943303,0.0004356650163069493,0.0003421653016979909,0
2020.375,0.0015554842328530975,0.0002058988644296767,0.0007236038323022338,0.0,0.0,863695007.0219543,104436897.59570631,0.0,0.0003887244733287204,5.143800551746282e-05,0.0001484559920591447,0.0001758452604321488,0.33774977324834343,0.7931411563691272,0.0023758696829841936,0.0012035713213818747,0.0005089851491351727,0.00034056562019168124,0
2020.625,0.0015422440839739438,0.00021082924616984845,0.0008545224196693825,0.0,0.0,864233713.6047406,104509385.31937698,0.0,0.00038548956753316075,5.2737234642857e-05,0.00017236645177229877,0.00021138709606725482,0.33659997003507686,0.7922073547788412,0.0023972324256530376,0.001187814703100041,0.0005741702146909375,0.0003513727530229864,0
2020.875,0.0015326659182231992,0.00021508835564262817,0.0010191517626925715,0.0,0.0,864769829.0178168,104583699.55670744,0.0,0.0003831503540889978,5.380697749092668e-05,0.00020714702486625633,0.00026281546088285625,0.3354950115336907,0.7917408603963472,0.0024231388798289025,0.0011742306372244196,0.0005922372767948308,0.0003709415024933903,0
2021.125,0.001524497356540803,0.00021839287448514497,0.0009606883506481058,0.0,0.0,865304135.5041783,104659434.9783622,0.0,0.00038106793818875625,5.451616092159902e-05,0.00017200711643032118,0.00022431947782589683,0.3344169181489325,0.7913685292862914,0.002442052492121265,0.0011626716104128961,0.0006090877767009416,0.0003859195734653982,0
2021.375,0.0015183147648175559,0.00022197781798638348,0.0010082577309365693,0.0,0.0,865837180.7629927,104736578.79294041,0.0,0.00037953716014954076,5.5559258622010324e-05,0.00017770201723017574,0.00023873814534128204,0.3333698763877108,0.7912983117426479,0.0024623763716046195,0.0011529155533506908,0.0006382090957813378,0.0003970190617258394,0
2021.625,0.0015132576043524262,0.00022442913534698747,0.001141544197252557,0.0,0.0,866369575.0129194,104815030.70003253,0.0,0.0003783470904779054,5.611926536080881e-05,0.0002169138950084302,0.0002980011466714195,0.3323490330352625,0.7913895600573065,0.0024795578943998158,0.0011448177390561804,0.0006360561384102371,0.0004119700950292659,0
2021.875,0.0015075055059907776,0.00022537589892934463,0.0011017658283218328,0.0,0.0,866901350.084616,104894244.0803171,0.0,0.0003768815366963119,5.637926656660775e-05,0.0001939688037289267,0.00027233727690061663,0.33133553900174406,0.7912663454421541,0.002485148242954872,0.0011379238125035843,0.0006278313377618917,0.0004225676532744688,0
2022.125,0.0015011253611063625,0.00022557978601757707,0.0012353661473474636,0.0,0.0,867432224.9476764,104973847.48205745,0.0,0.00037531209253181976,5.641003946212488e-05,0.00022474784823483743,0.0003214861737180387,0.3303232390413202,0.7910510690540535,0.002485228506098655,0.0011317191953682934,0.000617131679776668,0.00042982098626425866,0
2022.375,0.0014936203214609672,0.0002253997566528978,0.0009505421770511616,0.0,0.0,867961844.9082835,105053510.62323298,0.0,0.0003733662066971403,5.6202809708840194e-05,0.00017183471318666922,0.0002493874966339339,0.3293035411084244,0.7905913244002928,0.002478944240588689,0.0011257992736066883,0.0006228763990725908,0.00043072918523350467,0
