,Unnamed: 0,beta,rr_sus_slat,rr_sus_rec,r_clear,r_sc,adr,rr_inf_asym,rr_inf_cs,r_lat,p_primary,r_stab,r_react,r_relapse,r_relapse_td,r_relapse_tc,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,cas,k_covid
87,87,7.78257929736372,0.4372109523268086,0.264832782583446,0.0366954057080062,0.1517060649144066,0.0080197368114797,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.120 -> 3.058(45%) -> 4.680(45%)),0.7876210783313832
88,88,8.242907970270487,0.4864409078804458,0.2078569810392947,0.0376547073520682,0.2452815404637773,0.0089474918375279,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.175 -> 3.576(45%) -> 4.215(45%)),0.7876210783313832
89,89,8.7229176009034,0.4496320276669284,0.1754768787701719,0.0268138236305586,0.2474338456880311,0.042316711892491,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.175 -> 3.705(45%) -> 3.745(45%)),0.7876210783313832
90,90,8.399061081169274,0.6010533004173799,0.2156354934031707,0.0262034352972112,0.2199933965075545,0.0497360282622673,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.123 -> 3.732(45%) -> 3.852(45%)),0.7876210783313832
91,91,8.252666514554985,0.4560395297279291,0.2148604091625552,0.0359261018686311,0.2404031460250229,0.0086825401974923,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.261 -> 3.146(45%) -> 4.112(45%)),0.7876210783313832
92,92,9.076006649822071,0.2782084534348731,0.2210990798016482,0.0343798347875946,0.1569943625348182,0.0274090944195289,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.294 -> 3.600(45%) -> 3.636(45%)),0.7876210783313832
93,93,7.422747708302716,0.643936782731267,0.1741043896952738,0.0344303263796114,0.1765751272139788,0.0152680811934886,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.260 -> 3.334(45%) -> 4.344(45%)),0.7876210783313832
94,94,7.666376269694318,0.4211820111848268,0.1929720721311893,0.0331103524138786,0.185717509335459,0.0146131700790091,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.162 -> 3.611(45%) -> 3.907(45%)),0.7876210783313832
95,95,9.067015220691898,0.2368525678030386,0.1990834996605731,0.0354146511033483,0.2041779840008142,0.0243210489535188,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.209 -> 3.357(45%) -> 4.345(45%)),0.7876210783313832
96,96,8.952129903309357,0.3294538273571582,0.21441322304976,0.0302731362435423,0.1508236958710055,0.0395713067529557,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.181 -> 3.657(45%) -> 3.816(45%)),0.7876210783313832
97,97,7.860280607172803,0.708960551018324,0.2189313757734039,0.0327881614853752,0.2472247797099102,0.0165292718693373,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.049 -> 3.863(45%) -> 4.164(45%)),0.7876210783313832
98,98,9.282978075010858,0.255364027857545,0.2128890955668057,0.0335120975962627,0.1766134852295425,0.0291795440177101,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.167 -> 3.399(45%) -> 4.063(45%)),0.7876210783313832
99,99,8.25915840993046,0.3532870788775412,0.2238055438341407,0.0368766572816771,0.1753754899884755,0.0234501608719222,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.146 -> 3.372(45%) -> 4.333(45%)),0.7876210783313832
100,100,8.504394229815178,0.3406816199272305,0.1913513265785137,0.0373129835189766,0.1603173880256516,0.043964514291179,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.254 -> 3.386(45%) -> 3.906(45%)),0.7876210783313832
101,101,8.033916240824912,0.3899160611925144,0.2420136587195242,0.0315670190606383,0.1870777433286753,0.0039035171727224,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.223 -> 3.224(45%) -> 3.781(45%)),0.7876210783313832
102,102,8.156537762643808,0.3381586923736495,0.2638173365551189,0.0229923012118534,0.1627120250449347,0.0039425173389081,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.228 -> 3.416(45%) -> 3.813(45%)),0.7876210783313832
103,103,8.134814926978029,0.4665195513077756,0.2422474310674678,0.0323546704484758,0.194024511660588,0.0372359660911399,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.223 -> 3.116(45%) -> 4.395(45%)),0.7876210783313832
104,104,7.599306051837997,0.7354286733002457,0.2327194190464982,0.0305643248207756,0.2039684573017704,0.0375836010577141,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.139 -> 3.557(45%) -> 4.137(45%)),0.7876210783313832
105,105,9.04098780041684,0.3548472231370149,0.2670367559522483,0.0240818390330714,0.1797243045754706,0.0451564267899271,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.202 -> 3.058(45%) -> 4.260(45%)),0.7876210783313832
106,106,8.294416339902929,0.4251381358273591,0.2849050867832787,0.0302481740737066,0.1982821503111951,0.02757637603919,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.149 -> 3.472(45%) -> 4.367(45%)),0.7876210783313832
107,107,8.140474007022869,0.4502741819144403,0.2221183227374666,0.0307185081240904,0.2103269648185934,0.0077971026787695,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.212 -> 3.366(45%) -> 3.715(45%)),0.7876210783313832
108,108,8.435900570955086,0.2487615899351731,0.2365289839336732,0.0362954535007516,0.1794329016299594,0.0192974113248574,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.216 -> 3.093(45%) -> 4.430(45%)),0.7876210783313832
109,109,9.132529012975589,0.3322897560976524,0.1947778382717766,0.0356767433347147,0.2404454404009219,0.0314224501163511,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.263 -> 2.948(45%) -> 4.615(45%)),0.7876210783313832
110,110,6.971532491245399,0.7892643378173438,0.1966542888101221,0.0342079874925354,0.1916736149551415,0.0297244556884873,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.219 -> 3.142(45%) -> 4.007(45%)),0.7876210783313832
111,111,8.477206193252462,0.3672517875464486,0.3089583127761995,0.0307724104303018,0.2039401261363035,0.0103830955352061,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.130 -> 3.448(45%) -> 4.085(45%)),0.7876210783313832
112,112,9.37866834402882,0.2131235430261571,0.2720605435789884,0.0337786217226904,0.2232239705184,0.023131159084523,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.212 -> 3.478(45%) -> 3.459(45%)),0.7876210783313832
113,113,9.799231225436277,0.2654726216827989,0.2033466956925722,0.0229168513434203,0.2081243361654045,0.0298046945673549,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.191 -> 3.580(45%) -> 4.953(45%)),0.7876210783313832
114,114,8.242907970270487,0.4864409078804458,0.2078569810392947,0.0376547073520682,0.2452815404637773,0.0089474918375279,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.229 -> 3.327(45%) -> 4.017(45%)),0.7876210783313832
115,115,8.417961261954957,0.4844558454741995,0.184220486768165,0.021309804686232,0.1564256080404796,0.0427501640517828,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.184 -> 3.310(45%) -> 3.934(45%)),0.7876210783313832
116,116,8.279209975678762,0.5083343645928564,0.2775769210342917,0.0314288461617475,0.1670905635907522,0.0401687005011993,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.203 -> 3.280(45%) -> 4.556(45%)),0.7876210783313832
117,117,9.02561834579224,0.2721359746237045,0.1850860574896661,0.0290587345400372,0.2499249516594507,0.0118579067908851,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.167 -> 3.643(45%) -> 3.907(45%)),0.7876210783313832
118,118,8.294416339902929,0.4251381358273591,0.2849050867832787,0.0302481740737066,0.1982821503111951,0.02757637603919,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.196 -> 3.577(45%) -> 3.926(45%)),0.7876210783313832
119,119,7.30051116781134,0.7911269050109369,0.217842116260513,0.0319517948789673,0.1958671711401167,0.0441198514021958,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.181 -> 3.512(45%) -> 3.526(45%)),0.7876210783313832
120,120,8.873081500682849,0.2389532873766486,0.2339753451053448,0.0279168355040375,0.1541372775636139,0.0111650951494339,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.173 -> 3.169(45%) -> 4.389(45%)),0.7876210783313832
121,121,9.327660729797143,0.2672542252041506,0.2127644361169509,0.0263163153144805,0.2198714033371704,0.0351977856221806,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.228 -> 3.151(45%) -> 4.379(45%)),0.7876210783313832
122,122,9.97570517125567,0.3039813753578229,0.2587896336895143,0.0203274552808247,0.2397881664196661,0.0379774318236781,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.254 -> 3.260(45%) -> 4.242(45%)),0.7876210783313832
123,123,7.146642796763215,0.7725058011583589,0.1899676204140063,0.0399878823676351,0.1805694892253118,0.0190234270963638,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.169 -> 3.103(45%) -> 4.632(45%)),0.7876210783313832
124,124,9.282978075010858,0.255364027857545,0.2128890955668057,0.0335120975962627,0.1766134852295425,0.0291795440177101,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.231 -> 3.154(45%) -> 3.961(45%)),0.7876210783313832
125,125,9.1798189677879,0.3020508013201172,0.20998876443275,0.0216404065627516,0.1757748708963776,0.0329175887197582,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.175 -> 3.263(45%) -> 4.052(45%)),0.7876210783313832
126,126,9.067015220691898,0.2368525678030386,0.1990834996605731,0.0354146511033483,0.2041779840008142,0.0243210489535188,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.227 -> 3.625(45%) -> 3.959(45%)),0.7876210783313832
127,127,7.683675270228995,0.5127253134236813,0.2101726190177293,0.0371559051389725,0.2013163238047941,0.0019083415547653,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.175 -> 3.252(45%) -> 4.178(45%)),0.7876210783313832
128,128,8.855955004670069,0.424576281741052,0.2579635488189931,0.0222860109221378,0.1927240640940491,0.0246769785895171,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.222 -> 3.810(45%) -> 3.661(45%)),0.7876210783313832
129,129,9.60477930464203,0.2131583877029846,0.2909471646924397,0.0305246840143283,0.1800278884648455,0.0147213991146584,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.153 -> 3.262(45%) -> 4.240(45%)),0.7876210783313832
130,130,7.816771245249122,0.5920708595001312,0.2332534425109184,0.0268305932950409,0.1901646451083182,0.0368743181999553,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.180 -> 3.165(45%) -> 4.935(45%)),0.7876210783313832
131,131,10.0214314828958,0.2413680869134322,0.2699437419268842,0.0289251324231738,0.1954036502854609,0.0333416503363035,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.226 -> 3.454(45%) -> 3.773(45%)),0.7876210783313832
132,132,8.919440464218361,0.3232132798461685,0.2790768631287888,0.0323785524825838,0.2026824573497737,0.0123392936351073,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.156 -> 3.587(45%) -> 3.714(45%)),0.7876210783313832
133,133,8.049414211284027,0.4993458143769861,0.2689267602337155,0.027039361196427,0.1846785435300978,0.0222471421616506,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.149 -> 3.738(45%) -> 4.220(45%)),0.7876210783313832
134,134,8.952129903309357,0.3294538273571582,0.21441322304976,0.0302731362435423,0.1508236958710055,0.0395713067529557,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.202 -> 3.475(45%) -> 3.954(45%)),0.7876210783313832
135,135,8.319042865811442,0.3313885146711752,0.2828953567353328,0.0236474293343842,0.1921180847840616,0.0147523050696172,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.173 -> 3.708(45%) -> 3.895(45%)),0.7876210783313832
136,136,8.603254281985299,0.4072493751369912,0.2473709790080492,0.0304941061270592,0.166332048409975,0.0433224992883904,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.162 -> 3.611(45%) -> 3.907(45%)),0.7876210783313832
137,137,8.929370136922106,0.3845052132099119,0.2089447111524622,0.0265745533570841,0.2233208099508321,0.039855586912056,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.067 -> 3.659(45%) -> 4.762(45%)),0.7876210783313832
138,138,8.900801091960703,0.4701557547906899,0.2053799111368023,0.0212190306439881,0.2254390222484425,0.0361443727172304,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.174 -> 3.550(45%) -> 3.897(45%)),0.7876210783313832
139,139,8.206135475415845,0.4218696488517038,0.2635308657499141,0.0346870395716488,0.1932815027058212,0.0412382034962345,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.155 -> 3.511(45%) -> 3.935(45%)),0.7876210783313832
140,140,8.53771437931854,0.2434244547051235,0.1959152465739796,0.0329578989483789,0.2106961018113278,0.0068052421639673,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.195 -> 3.183(45%) -> 4.341(45%)),0.7876210783313832
141,141,7.696420164935834,0.5604608051594054,0.2028995419328534,0.0362286182867281,0.1881632844332769,0.0277130276278608,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.234 -> 2.905(45%) -> 3.694(45%)),0.7876210783313832
142,142,7.883023676527522,0.543281965637642,0.1892004212009817,0.024426817303017,0.1845115604999159,0.0375321634233299,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.099 -> 3.434(45%) -> 5.050(45%)),0.7876210783313832
143,143,8.147693598791832,0.4522510420440227,0.2878542838323497,0.0308466531947144,0.1684605220766916,0.0413631952019267,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.176 -> 3.256(45%) -> 4.807(45%)),0.7876210783313832
144,144,9.555929230143636,0.2092311085281346,0.1687319509908607,0.029475909203888,0.225438280432848,0.0024242265876657,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.123 -> 3.206(45%) -> 4.770(45%)),0.7876210783313832
145,145,9.54636452583507,0.2230806134837308,0.1572452875543825,0.0360264872505472,0.1634627980824507,0.0417685267722276,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.049 -> 3.863(45%) -> 4.164(45%)),0.7876210783313832
146,146,9.936220996734509,0.2167135939102204,0.2323014274963551,0.0264453040127386,0.172153806225763,0.0307606356315516,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.213 -> 3.401(45%) -> 3.982(45%)),0.7876210783313832
147,147,9.137705240970018,0.2595125775771785,0.2035774033444317,0.0315956370920076,0.1659591911995865,0.0269699745312301,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.203 -> 3.394(45%) -> 4.368(45%)),0.7876210783313832
148,148,8.50843594804269,0.2050644632461008,0.249342157055404,0.0398013999114677,0.1686620751095456,0.0126947114332416,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.087 -> 3.420(45%) -> 4.663(45%)),0.7876210783313832
149,149,9.362875688232236,0.2474726156480957,0.2082239371296954,0.0292438289714937,0.2057479525381377,0.0157602009673723,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.129 -> 3.412(45%) -> 4.161(45%)),0.7876210783313832
150,150,8.044857830528867,0.5426674399450742,0.2410302001262319,0.0212461437301019,0.1783427098838155,0.041748657469485,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.209 -> 3.196(45%) -> 3.729(45%)),0.7876210783313832
151,151,7.78257929736372,0.4372109523268086,0.264832782583446,0.0366954057080062,0.1517060649144066,0.0080197368114797,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.217 -> 3.145(45%) -> 4.383(45%)),0.7876210783313832
152,152,7.304793047027741,0.7059672607536824,0.1759517613244257,0.0340063974536476,0.1655157492770596,0.0299821032486693,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.126 -> 3.528(45%) -> 4.339(45%)),0.7876210783313832
153,153,8.453307877344919,0.3585592218489344,0.3045658943540895,0.0258801167140003,0.1772232763592725,0.0220256568422376,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.148 -> 3.326(45%) -> 4.554(45%)),0.7876210783313832
154,154,9.569060268858657,0.3504802093080134,0.3011312520957922,0.0253936914576716,0.2259282065035934,0.0377330461941315,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.119 -> 3.736(45%) -> 3.918(45%)),0.7876210783313832
155,155,7.579835153573198,0.5150347959436207,0.1528312778602716,0.031684738889787,0.1881290185915566,0.0015933166007686,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.228 -> 2.928(45%) -> 4.032(45%)),0.7876210783313832
156,156,9.569060268858657,0.3504802093080134,0.3011312520957922,0.0253936914576716,0.2259282065035934,0.0377330461941315,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.203 -> 2.952(45%) -> 4.642(45%)),0.7876210783313832
157,157,9.555929230143636,0.2092311085281346,0.1687319509908607,0.029475909203888,0.225438280432848,0.0024242265876657,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.172 -> 3.131(45%) -> 3.673(45%)),0.7876210783313832
158,158,9.08782836032706,0.3465246707032664,0.2181982077166498,0.0344045326420699,0.1591864997323592,0.0363257785368105,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.187 -> 3.194(45%) -> 4.276(45%)),0.7876210783313832
159,159,6.971532491245399,0.7892643378173438,0.1966542888101221,0.0342079874925354,0.1916736149551415,0.0297244556884873,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.128 -> 3.544(45%) -> 4.014(45%)),0.7876210783313832
160,160,8.710002042715496,0.2682462976449326,0.1848044439290854,0.0398670940919443,0.1544602451906729,0.0245130891568341,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.173 -> 3.378(45%) -> 3.913(45%)),0.7876210783313832
161,161,9.418525405465182,0.3521714391486709,0.2290825268084749,0.0374059794123849,0.2185172761773259,0.0346011683224622,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.110 -> 4.098(45%) -> 4.367(45%)),0.7876210783313832
162,162,7.63972167583656,0.599554562711736,0.2317902341384352,0.0253340894199966,0.2247770968394448,0.0096349764395762,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.165 -> 3.727(45%) -> 3.735(45%)),0.7876210783313832
163,163,9.759967292185754,0.3028456301178809,0.1942363156321367,0.0255471477588747,0.2333843461476045,0.0363472155422951,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.098 -> 3.685(45%) -> 4.381(45%)),0.7876210783313832
164,164,9.936220996734509,0.2167135939102204,0.2323014274963551,0.0264453040127386,0.172153806225763,0.0307606356315516,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.177 -> 3.299(45%) -> 3.934(45%)),0.7876210783313832
165,165,9.299473662620024,0.2002418769305156,0.2745297558369975,0.0321318066139172,0.1925118319398701,0.0402751560522078,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.242 -> 3.051(45%) -> 3.769(45%)),0.7876210783313832
166,166,8.421734468820928,0.4015789254648405,0.2704305165390572,0.0349755079898321,0.1900190952047518,0.0374487893286361,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.243 -> 3.822(45%) -> 4.090(45%)),0.7876210783313832
167,167,8.605145052161975,0.3201034431938036,0.2462752041632531,0.0333615589118554,0.1841734957480248,0.0161040063802836,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.224 -> 3.608(45%) -> 3.713(45%)),0.7876210783313832
168,168,8.61429338817137,0.3102700486704863,0.2274440342628318,0.037424657870577,0.2263085944910214,0.0107170035574985,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.157 -> 2.897(45%) -> 4.300(45%)),0.7876210783313832
169,169,10.182107761045964,0.2200121357319472,0.2323277685890207,0.021731947030081,0.2070345046038765,0.0249477650845939,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.122 -> 3.641(45%) -> 4.287(45%)),0.7876210783313832
170,170,9.076006649822071,0.2782084534348731,0.2210990798016482,0.0343798347875946,0.1569943625348182,0.0274090944195289,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.174 -> 3.459(45%) -> 3.897(45%)),0.7876210783313832
171,171,7.8130980294254915,0.512735853494267,0.2266949148099285,0.0285438459389449,0.1897541782877593,0.0221565847931279,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.169 -> 3.871(45%) -> 4.026(45%)),0.7876210783313832
172,172,9.569060268858657,0.3504802093080134,0.3011312520957922,0.0253936914576716,0.2259282065035934,0.0377330461941315,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.133 -> 3.444(45%) -> 4.626(45%)),0.7876210783313832
173,173,8.975254036341793,0.410497034173927,0.176652278892146,0.0299739920747282,0.224457139402278,0.0297936831428263,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.179 -> 3.171(45%) -> 4.240(45%)),0.7876210783313832
