,beta,rr_sus_slat,rr_sus_rec,r_clear,r_sc,adr,rr_inf_asym,rr_inf_cs,r_lat,p_primary,r_stab,r_react,r_relapse,r_relapse_td,r_relapse_tc,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,cas
0,13.616038053029156,0.5564945426028094,0.18039094374412923,0.03197455958272834,0.16338996573122158,0.0939405788125929,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.546 -> 2.446(0%) -> 3.379(100%))
1,14.445686818421963,0.4071897721307679,0.1912842250968646,0.026821282018644435,0.22075078307640067,0.036362138016972315,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.317 -> 2.964(0%) -> 3.788(100%))
2,18.789570055653165,0.3152274360806409,0.2937235617909457,0.022770043385760278,0.18757182745101386,0.09083507096601305,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.216 -> 2.790(0%) -> 3.894(100%))
3,15.938685714294234,0.5991610699500483,0.1649813193304296,0.03397311225353764,0.20128359614903849,0.08580456986948508,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.515 -> 3.170(0%) -> 4.961(100%))
4,11.372891062837487,0.63215630476747,0.2908193179710857,0.03480972365532841,0.17712816944059648,0.05077592093642005,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.538 -> 2.238(0%) -> 4.786(100%))
5,13.462805121983346,0.675082294873846,0.273917261027734,0.02535294749727331,0.17717895518742205,0.09364622760585269,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.407 -> 3.254(0%) -> 4.138(100%))
6,13.206633689144535,0.48661282039109915,0.1580145973985681,0.03879473317295258,0.23727360478843149,0.027776105547859115,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.283 -> 3.157(0%) -> 4.833(100%))
7,15.526552825904293,0.4064264287967617,0.2919848239881895,0.026192870964906963,0.16663262204876086,0.05222843350354285,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.620 -> 2.331(0%) -> 4.219(100%))
8,14.475826058449075,0.47842577484924087,0.2626864173044501,0.027285918659715566,0.21477951822639513,0.0703043909186787,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.313 -> 2.406(0%) -> 5.145(100%))
9,13.969809307628203,0.4385110696151807,0.2022243128744573,0.031232168030501477,0.2115765399265127,0.04765463338355911,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.394 -> 3.166(0%) -> 4.269(100%))
10,12.989086884219025,0.6891393242995558,0.15991980304073877,0.020926851905344455,0.2287315938664444,0.08851243178463801,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.310 -> 2.551(0%) -> 4.661(100%))
11,13.494622588704377,0.675702719151722,0.1838535147936286,0.03329363168574888,0.2012319153679524,0.08319107621600728,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.406 -> 3.569(0%) -> 3.706(100%))
12,18.16566279793699,0.33677037308890756,0.27655901680332334,0.03312009717475776,0.19381299711186328,0.08713366040872156,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.333 -> 3.245(0%) -> 3.702(100%))
13,19.878263477088495,0.23541455456171165,0.23093602521813875,0.030516910810022,0.17423601244590428,0.039376571408823564,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.510 -> 2.718(0%) -> 5.461(100%))
14,11.554380995523132,0.6352215502254001,0.19269484496169795,0.029308131827397478,0.15438877617770633,0.06772142413757375,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.155 -> 3.090(0%) -> 4.939(100%))
15,10.648752611312378,0.648532489552134,0.30893022182716057,0.039673780821959256,0.1624941164976141,0.04610204289311852,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.432 -> 2.787(0%) -> 4.637(100%))
16,19.45359768871887,0.362677199453446,0.2234431833938056,0.03387706557665609,0.18228443927985827,0.09878166660149518,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.424 -> 2.623(0%) -> 5.735(100%))
17,16.972341464080273,0.47109029607024294,0.2759731517866628,0.03244496931289328,0.16934442764328236,0.09305483540237325,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.650 -> 2.657(0%) -> 4.552(100%))
18,12.976250881967099,0.47148959923409695,0.25498163109850247,0.0250113489915007,0.1644697049515716,0.037559840304761824,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.418 -> 2.895(0%) -> 4.737(100%))
19,18.67672100581164,0.314583180341656,0.2852174856097399,0.038612687417153894,0.21073027283251922,0.05970386571460553,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.570 -> 3.198(0%) -> 4.206(100%))
20,12.296155239133011,0.5870591969121306,0.2479839581229404,0.031574416757135834,0.18858945563532672,0.069100309301966,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.348 -> 2.418(0%) -> 5.162(100%))
21,18.08387727982042,0.36350378960122576,0.20326094824570937,0.0253793623079396,0.2128313037232867,0.04765244100650942,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.370 -> 3.136(0%) -> 5.628(100%))
22,28.114470546075445,0.2430822790968983,0.20022351698010957,0.032616885183541514,0.19466182520227332,0.09497990850025043,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.629 -> 2.511(0%) -> 5.054(100%))
23,20.070983411323954,0.20955340292592084,0.23005769613835253,0.030389962097773726,0.2086334119844931,0.028754085069223195,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.408 -> 2.767(0%) -> 4.176(100%))
24,26.269039346777376,0.2704335938341096,0.2826322597062125,0.025045460587010647,0.16954266987563973,0.0786567093107702,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.575 -> 2.968(0%) -> 5.789(100%))
25,13.0565642136454,0.659276809597714,0.2454808600584797,0.023688182222115432,0.23206501560323078,0.06389535762316044,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.407 -> 3.254(0%) -> 4.138(100%))
26,12.84746426312861,0.5618447947328998,0.27885845572966383,0.03229184800098726,0.15954085197702428,0.09020060367830823,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.307 -> 3.210(0%) -> 3.627(100%))
27,16.93138728188896,0.36237821788352814,0.2293494028610714,0.02585292067579019,0.2193956707660618,0.04542289261588468,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.538 -> 2.846(0%) -> 4.314(100%))
28,20.729666102263,0.27918723942564083,0.2671246661461939,0.030059654272842105,0.1876484358297525,0.056678679642704,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.573 -> 2.483(0%) -> 5.316(100%))
29,11.880315625853987,0.5785060157468922,0.23225731427885077,0.031045443853035683,0.1714125819808668,0.04392419505166144,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.228 -> 3.109(0%) -> 5.245(100%))
30,13.88604137172574,0.4193261381349852,0.20835109263275114,0.021703627903125088,0.19892877925385571,0.027359452325774226,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.308 -> 2.689(0%) -> 5.821(100%))
31,21.84218793705179,0.24153605210739262,0.23491099823783687,0.035823146315714205,0.20636592138910861,0.08270234448915922,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.302 -> 3.124(0%) -> 4.658(100%))
32,15.91672791526382,0.5123214519887298,0.17408531946793862,0.021981525762143232,0.17531119333226472,0.08587229429206059,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.377 -> 3.017(0%) -> 5.468(100%))
33,13.969809307628203,0.4385110696151807,0.2022243128744573,0.031232168030501477,0.2115765399265127,0.04765463338355911,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.394 -> 3.166(0%) -> 4.269(100%))
34,16.530019785124498,0.32769500856951944,0.25569050573398394,0.023404701623420194,0.21401217618706317,0.040726729669964476,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.350 -> 2.961(0%) -> 4.838(100%))
35,15.855958599682259,0.33558375351090164,0.26216109656414444,0.020214291927289105,0.17619094857050688,0.0366360721608982,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.308 -> 3.087(0%) -> 3.791(100%))
36,19.727274732084904,0.31788864233317926,0.20997058634015045,0.03480304522803918,0.17359376571686227,0.08074728181327737,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.405 -> 2.979(0%) -> 3.904(100%))
37,15.854196193545814,0.5625587762120938,0.2201396541521956,0.03576554809906974,0.22030741673924048,0.0848612187414006,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.503 -> 2.627(0%) -> 5.761(100%))
38,15.775587331381693,0.46610419370432393,0.15618083400956695,0.03908896545316359,0.20393304760734562,0.08153652681988184,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.369 -> 2.968(0%) -> 3.747(100%))
39,19.237608986410635,0.4345480648233815,0.14589545520996994,0.03861352847021081,0.1931047360126473,0.09054099708663399,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.617 -> 2.834(0%) -> 5.073(100%))
40,16.16042695713058,0.33088639345919274,0.25159273217779027,0.03967336625015141,0.19149727516105397,0.05420472228011775,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.228 -> 3.109(0%) -> 5.245(100%))
41,11.851836903187188,0.7119879729854922,0.22757201172989278,0.027102588827688158,0.2411671163757474,0.0897700170678999,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.449 -> 2.403(0%) -> 4.020(100%))
42,13.88604137172574,0.4193261381349852,0.20835109263275114,0.021703627903125088,0.19892877925385571,0.027359452325774226,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.308 -> 2.689(0%) -> 5.821(100%))
43,15.043883917804823,0.49887182479333475,0.2958870032351375,0.030793441680863058,0.18878882897951907,0.08583355084038384,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.422 -> 3.352(0%) -> 3.747(100%))
44,15.641869675075549,0.2509805969507179,0.28440273463750887,0.03906368998094109,0.23701783522998524,0.02817263460696455,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.513 -> 2.555(0%) -> 3.830(100%))
45,20.356741329976774,0.23034285767495472,0.21174349841592588,0.03978651664102765,0.23681389029013256,0.05264286560121283,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.329 -> 2.902(0%) -> 4.366(100%))
46,19.62818952269709,0.30577689944341646,0.29243075317224393,0.022061085126557467,0.23808159555718245,0.061068916885449936,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.525 -> 2.500(0%) -> 5.439(100%))
47,13.774896047881375,0.39667042140716036,0.2650896634765511,0.024211061859189545,0.20420699824160482,0.04951451892745596,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.268 -> 2.881(0%) -> 4.211(100%))
48,19.63894523315998,0.2804975238710706,0.21696352545378478,0.03935118280796873,0.18852421020605759,0.08853094537596899,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.315 -> 2.723(0%) -> 4.196(100%))
49,12.976250881967099,0.47148959923409695,0.25498163109850247,0.0250113489915007,0.1644697049515716,0.037559840304761824,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.418 -> 2.895(0%) -> 4.737(100%))
50,17.574127159031924,0.3948635630633637,0.15373139113343462,0.031510983909540304,0.1906644258642166,0.08075079891833231,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.298 -> 3.510(0%) -> 5.483(100%))
51,14.156555960723722,0.45746051875974825,0.20626866656098705,0.03909501417023262,0.1863226396557719,0.06378461164330797,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.333 -> 2.860(0%) -> 3.729(100%))
52,13.154335879324073,0.491741758852011,0.22269323297053736,0.029694667559944907,0.2095053315913018,0.03780574922306026,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.366 -> 2.469(0%) -> 5.634(100%))
53,20.65349857131062,0.2892407637198632,0.26911685623717546,0.02175465592684677,0.20018539881704556,0.08563359016759269,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.152 -> 3.214(0%) -> 4.995(100%))
54,19.988680848904476,0.24415277996907309,0.21168853715035238,0.03957884795959939,0.2287908701329599,0.043492702099552985,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.447 -> 2.695(0%) -> 4.996(100%))
55,13.416917617072274,0.5372946742915052,0.19996329811632096,0.028147961136136306,0.17152405311480803,0.0917109960270307,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.485 -> 2.238(0%) -> 4.143(100%))
56,19.45359768871887,0.362677199453446,0.2234431833938056,0.03387706557665609,0.18228443927985827,0.09878166660149518,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.424 -> 2.623(0%) -> 5.735(100%))
57,12.896454112955231,0.519143419411117,0.3040816495907756,0.022978624012486567,0.17377566117355156,0.028231416050733284,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.425 -> 2.597(0%) -> 6.274(100%))
58,11.805708767022223,0.5319024519678435,0.170185593976002,0.03536921342695108,0.23147367612957254,0.03587983870241201,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.406 -> 2.447(0%) -> 4.088(100%))
59,15.044059083645717,0.5272631218284107,0.2466318250686875,0.032282599140553814,0.16818004760210134,0.09332423477025581,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.424 -> 2.623(0%) -> 5.735(100%))
60,18.896075113984203,0.2275189961467963,0.20787375452986642,0.03501151744533531,0.21230102831940872,0.05940920992349391,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.346 -> 2.659(0%) -> 4.086(100%))
61,21.419527668451092,0.29893635173584016,0.20627712327123315,0.02457287058343532,0.19089438141066778,0.06419115973536021,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.632 -> 3.080(0%) -> 3.775(100%))
62,19.114363051433873,0.33301801778723344,0.2923914357637535,0.03009029692244451,0.18203183612071536,0.07571819625881769,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.292 -> 3.502(0%) -> 4.113(100%))
63,13.740126144898372,0.4352962083451134,0.1896281413469565,0.036387903192744736,0.20253875451299025,0.03667599441925227,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.349 -> 2.766(0%) -> 4.669(100%))
64,18.17760921111089,0.3111347524647634,0.17698196200078667,0.03780702870506612,0.19160801555834747,0.06411332326959854,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.08139534883720931,Cascade(1.510 -> 3.108(0%) -> 3.687(100%))
