Time,IncR_apx,MorR_apx,CNR_apx,CumInc,CumMor,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key
2014.0,0.009046708330013885,0.0015666508417639447,0.006000405807096269,191462966.01120192,30348263.700536918,0.009047950436336882,0.0015675178378653154,0.007239510512437452,0.006014752226029649,0.7031737379592123,0.9294745213145428,0.011641331755600564,0.004781853190497589,0.0027921474091824744,0.0011722930756103659,0
2015.0,0.007969122008783233,0.0014061963455060307,0.005386451705712856,191933479.03823626,30430508.59193264,0.007966000205216496,0.0014062829352903673,0.0064921612952467895,0.005393837267761064,0.688850390233148,0.9203160857349552,0.010425390268439973,0.004253215549054298,0.0024992165627439424,0.0010523454979076746,0
2016.0,0.006912224735509085,0.0012409078795030141,0.0047520647005737555,192350842.62338555,30504789.528783686,0.006905930921828121,0.0012404076326175374,0.005726882408702132,0.004758025926860376,0.6722955418003017,0.9090145781624145,0.009176393525738308,0.00372098497292489,0.002198737501733558,0.0009284059649343785,0
2017.0,0.005915024989888746,0.0010784151128056972,0.004126734880341343,192715538.21583188,30570768.28672655,0.005906727508896197,0.0010774654075247246,0.004968653973331684,0.004128072263328842,0.6537816887837293,0.8952344420427183,0.007955210695224,0.0032083866820875025,0.001905222111964298,0.0008062359248073958,0
2018.0,0.005003389714102087,0.0009244984477730647,0.0035365405505314914,193030073.06001875,30628499.41264722,0.004994011356688705,0.0009232157751132991,0.004257593247393264,0.003537306620149697,0.6336449698726838,0.8785691191807953,0.006805614364930986,0.002731784481495014,0.0016291832710281018,0.0006909302690995186,0
2019.0,0.004191944889601549,0.0007833498013395993,0.002996261365016773,193298359.12615415,30678352.869509578,0.004182303897819152,0.0007818840825424394,0.003601933976564775,0.0029925697830446114,0.6122423247786446,0.8585710911804447,0.005756552015772092,0.0023013681837071383,0.001377491205013615,0.0005853764834995056,0
2014.0,0.008818786224964431,0.0013601274372988534,0.006011305611883172,191175350.323021,26625168.873808775,0.008819389306491609,0.0013611232104364438,0.007287442629653102,0.006010479026331462,0.7047620618513559,0.9270540283618243,0.011994321859889006,0.00559038096725418,0.001984783581853989,0.0015026485632129685,1
2015.0,0.007702283717727744,0.0012142772003206955,0.005361008224729643,191632880.70353907,26696515.44531039,0.007698163994078926,0.0012143871762269468,0.006499814942426081,0.005360865720921516,0.6896690768638722,0.9169281868436971,0.010672597908982642,0.0049434900155651395,0.001763600770931045,0.0013400934549623203,1
2016.0,0.006618797556072848,0.0010646484427072138,0.004692494893032726,192035118.15075815,26760571.10349423,0.0066114581281653245,0.0010642314175669258,0.0056853335112722085,0.0046891041979737905,0.6722992581402312,0.9043553909559441,0.009324132146817729,0.004295033829311042,0.0015387795352800712,0.0011729848994802452,1
2017.0,0.005608192096146136,0.0009183726045154957,0.004041082489730306,192383234.60914147,26817072.004129745,0.0055988449137322534,0.0009174348062139324,0.004896619445042744,0.004038594877522434,0.6529621406979329,0.8889169889895243,0.008016213713120671,0.0036745543032816667,0.0013213652163385102,0.0010101510701792519,1
