prv0,r_death_a,r_death_tx,r_sym,r_aware,r_det,r_sc,rt_report,report0,ppv,r_death_s,r_death_bg,scale_dur,p_tx_die,cap_report,Year0,inc0,adr
0.0030907017855878855,0.03747970360650975,0.10526315789473685,0.9798568250537616,2.802724616683932,2.947803446552123,0.10208344088085959,0.7201940680211878,0.2993653560984432,0.5034885685864415,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.0030009767550148014,0.038050026633942406,0.10526315789473685,1.0317515511996782,2.565381864176966,3.292790767920176,0.10291528639299678,0.7214131419708669,0.29982359685265864,0.5057561644674563,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.0028820760102546586,0.04286183436901204,0.10526315789473685,1.0599397467131393,3.0206676400796226,3.120964354039781,0.10323054896625121,0.7299725312583352,0.2993356372167194,0.5067916070132359,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.003121611685909187,0.03730715711981821,0.10526315789473685,0.9534422001291567,2.57891984971616,3.362954727355276,0.10110529252756488,0.7275579416879502,0.29866096916393087,0.5021310103445196,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.002811435984690176,0.04951922010626395,0.10526315789473685,1.0847621353136359,3.021368735107294,3.1737138746300393,0.10757425977804365,0.7271280694061475,0.29885330554811973,0.5021138688063377,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.002830410316037016,0.04727511570458478,0.10526315789473685,1.078524557662092,3.1347149242648804,2.9439291388115274,0.11247853809152424,0.7197982948297964,0.29986109212316653,0.5002304950393769,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.0030056227248659766,0.04014539447656623,0.10526315789473685,1.0042340200699094,2.6880380672760453,3.2356842216446355,0.10679579029968696,0.7265351567898536,0.29972975563153104,0.5007628271796414,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.002798651989753402,0.045097761112390576,0.10526315789473685,1.1508595546606277,2.7674811656257714,3.0392491558403236,0.11071542720207977,0.7248034880721614,0.2995717072593072,0.5019343405417837,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.002864962822094871,0.04795348070901905,0.10526315789473685,1.0591211046751756,3.324945734815504,2.9272123921758633,0.10033304831631067,0.7256921752541572,0.29972927427922114,0.5086364829715394,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
0.0029748894584265494,0.04104116385146222,0.10526315789473685,1.0259787292057667,3.001372889865521,2.866777193447264,0.10591518194368073,0.7244907616249201,0.29961504831734764,0.5021285081086954,0.12,0.007993553015848316,1,0.05,0.8,2020,0.002071985271441796,0.04123560343118253
