Year,Tag,Index,N,m,eps,error
2019,All,PrevA,322480,0.0019032325287369708,3.007938476804763e-4,0.15804366683459856
2019,All,PrevC,322480,5.735769264686761e-4,1.6435127759861076e-4,0.2865374634409849
2019,All,PrevS,322480,6.294448089169237e-4,1.7055321260233192e-4,0.2709581685101197
