,Unnamed: 0,beta,rr_sus_slat,rr_sus_rec,r_clear,r_sc,adr,rr_inf_asym,rr_inf_cs,r_lat,p_primary,r_stab,r_react,r_relapse,r_relapse_td,r_relapse_tc,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,cas,k_covid_2020,k_covid_2021
171,171,15.616126946510594,0.3581868224520153,0.1850057667960377,0.0399188181238142,0.2118149297580168,0.0690368203467018,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.966 -> 2.955(40%) -> 5.532(70%)),1.0,1.0
172,172,16.402606398747473,0.3699575120762928,0.2431646007561453,0.0225593289501634,0.1847235618083697,0.0651712625413609,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.391 -> 2.690(40%) -> 4.055(70%)),1.0,1.0
173,173,18.60299094697138,0.3006493480328702,0.2911550162683753,0.0337051980551443,0.194498260248338,0.0844714667292104,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.472 -> 3.193(40%) -> 3.420(70%)),1.0,1.0
174,174,13.418989122738068,0.6449875333627872,0.1633816876043183,0.0228089742076306,0.2055789870076765,0.0575564824777113,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.593 -> 3.740(40%) -> 4.912(70%)),1.0,1.0
175,175,11.563994472320548,0.7553976981520553,0.1842574188608796,0.0245572176690278,0.1913764546210561,0.0728755579001693,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.784 -> 2.982(40%) -> 3.367(70%)),1.0,1.0
176,176,12.09864371256862,0.7182330876367432,0.1594998122135973,0.0348501332701106,0.228198854786877,0.085120195960701,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.514 -> 3.934(40%) -> 4.174(70%)),1.0,1.0
177,177,18.871854451399194,0.2115411674648213,0.2850823570057764,0.0285360590313637,0.2244345552505756,0.0519412711856843,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.436 -> 3.511(40%) -> 3.565(70%)),1.0,1.0
178,178,13.031616293969428,0.6446085779975929,0.2227899083936224,0.0329906801936951,0.191442820097564,0.060496492104611,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.367 -> 2.963(40%) -> 5.778(70%)),1.0,1.0
179,179,13.918704742425424,0.445748479498179,0.1835345123332071,0.0386705816498024,0.2195786869259058,0.0621291942663823,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.615 -> 3.106(40%) -> 4.305(70%)),1.0,1.0
180,180,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.531 -> 3.396(40%) -> 5.433(70%)),1.0,1.0
181,181,13.031616293969428,0.6446085779975929,0.2227899083936224,0.0329906801936951,0.191442820097564,0.060496492104611,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.654 -> 3.348(40%) -> 4.974(70%)),1.0,1.0
182,182,23.382048668777514,0.2341704592953762,0.1864695938107085,0.0264412103595731,0.2135339928347227,0.0539107597993077,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.737 -> 2.939(40%) -> 3.202(70%)),1.0,1.0
183,183,16.119901738036205,0.2428454236836328,0.2007597405883672,0.0352254149914016,0.2238675205602056,0.0224725640506886,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.526 -> 3.560(40%) -> 5.048(70%)),1.0,1.0
184,184,15.824856202774535,0.4122702244419433,0.2217428495466725,0.0272312862635961,0.1958775258381092,0.0602912581816424,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.419 -> 2.679(40%) -> 2.710(70%)),1.0,1.0
185,185,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.459 -> 3.426(40%) -> 4.057(70%)),1.0,1.0
186,186,19.326964249365737,0.3463792686189758,0.2841479225145153,0.0243633478473635,0.2480186746548808,0.0735194163543118,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.392 -> 2.988(40%) -> 4.418(70%)),1.0,1.0
187,187,17.54649414999935,0.3234377631480362,0.2581009116635165,0.0214945325197039,0.2173303948392218,0.046854193038855,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.331 -> 4.370(40%) -> 4.822(70%)),1.0,1.0
188,188,20.01231779426344,0.3379406095186776,0.1683305128466469,0.0230860953308648,0.2312941216384989,0.087093062579198,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.474 -> 2.486(40%) -> 3.505(70%)),1.0,1.0
189,189,15.958270189246177,0.3863009051913872,0.2487318784857207,0.0397529290936369,0.2021463276291056,0.0685310576583979,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.430 -> 3.151(40%) -> 3.659(70%)),1.0,1.0
190,190,12.068839792472891,0.6190671018240435,0.2598296677628825,0.033363612442242,0.2380262763861077,0.0625831647177664,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.250 -> 3.151(40%) -> 4.574(70%)),1.0,1.0
191,191,16.16964596266754,0.3824945512632956,0.1648243049749524,0.0278352450814206,0.2170906501999737,0.0513316511084605,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.393 -> 3.094(40%) -> 3.261(70%)),1.0,1.0
192,192,20.18243723098269,0.2022929382059307,0.1472247931740989,0.0276143503289521,0.2036360684519505,0.0327161775529167,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.283 -> 3.186(40%) -> 2.835(70%)),1.0,1.0
193,193,12.531603496342653,0.5400696991299093,0.2721154684099888,0.0378622611070967,0.1562663995691169,0.0538192361687234,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.707 -> 3.192(40%) -> 4.663(70%)),1.0,1.0
194,194,13.852743346023342,0.3506134039060484,0.2080929864934002,0.033469447810613,0.1793934269531955,0.0375278424274216,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.636 -> 3.578(40%) -> 5.563(70%)),1.0,1.0
195,195,18.445301239267177,0.2805647740791885,0.1583695237276309,0.0346194255555686,0.2086172659543422,0.0607683861351897,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.614 -> 2.165(40%) -> 3.531(70%)),1.0,1.0
196,196,11.717703210102288,0.5628122736227075,0.2468989435500566,0.0218043373779249,0.2024809960018597,0.0193145295239057,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.751 -> 2.744(40%) -> 4.587(70%)),1.0,1.0
197,197,17.139781691624158,0.2919878100784513,0.2070742682332794,0.0236317526591989,0.2406035141986799,0.0251764416492081,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.440 -> 4.062(40%) -> 4.397(70%)),1.0,1.0
198,198,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.391 -> 5.193(40%) -> 3.135(70%)),1.0,1.0
199,199,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.412 -> 3.344(40%) -> 5.071(70%)),1.0,1.0
200,200,12.927624349006264,0.5359352558553357,0.1753572092743712,0.027878456647058,0.2294669983185818,0.0509666094936273,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.479 -> 3.701(40%) -> 4.102(70%)),1.0,1.0
201,201,11.91456752189293,0.7321207814301054,0.2979802984143817,0.0353409689851496,0.2174189128190608,0.0649188152958321,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.594 -> 3.514(40%) -> 4.730(70%)),1.0,1.0
202,202,11.234244873948008,0.5968252307848458,0.2856613922550327,0.026556397303651,0.2086671957889137,0.0449296415455915,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.346 -> 3.243(40%) -> 4.004(70%)),1.0,1.0
203,203,12.901804065355682,0.4837951271536269,0.1528918623827606,0.0395942372248405,0.1969696230041704,0.0262833491425965,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.453 -> 2.677(40%) -> 3.966(70%)),1.0,1.0
204,204,14.025500078506823,0.4253317660525743,0.1625660835036184,0.0320919836696078,0.2268608386368506,0.0316141374783495,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.543 -> 3.023(40%) -> 4.630(70%)),1.0,1.0
205,205,15.313515246675353,0.4324061371174201,0.238838283541824,0.0386241553972778,0.2288595082880819,0.0854747097835525,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.699 -> 3.659(40%) -> 3.889(70%)),1.0,1.0
206,206,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.287 -> 2.749(40%) -> 4.332(70%)),1.0,1.0
207,207,20.52702149499222,0.263920607315632,0.16337518462645,0.0243027230868504,0.21649767722391,0.0985351100100711,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.470 -> 3.221(40%) -> 4.417(70%)),1.0,1.0
208,208,16.175489148096013,0.4003846195793679,0.2861285521903294,0.0200032853595556,0.206458013996863,0.047039758949419,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.525 -> 2.889(40%) -> 4.238(70%)),1.0,1.0
209,209,15.313515246675353,0.4324061371174201,0.238838283541824,0.0386241553972778,0.2288595082880819,0.0854747097835525,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.749 -> 3.735(40%) -> 4.244(70%)),1.0,1.0
210,210,13.472940691302767,0.5326942274807562,0.256992813979305,0.0295488634083514,0.161403345459482,0.0439726793514383,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.680 -> 2.877(40%) -> 3.714(70%)),1.0,1.0
211,211,13.779144541439129,0.4523268716028146,0.2460464966840792,0.0301000609397052,0.1898414912287002,0.0691393508135114,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.868 -> 3.007(40%) -> 4.008(70%)),1.0,1.0
212,212,15.054757101614316,0.3716279134166689,0.3023467724461662,0.033758113036199,0.2013766158964443,0.045027659368684,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.401 -> 3.548(40%) -> 4.982(70%)),1.0,1.0
213,213,17.749364838626803,0.3179748869771771,0.1454858820703367,0.0391450767055679,0.1944693274241066,0.062397543309996,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.335 -> 3.224(40%) -> 3.856(70%)),1.0,1.0
214,214,11.717703210102288,0.5628122736227075,0.2468989435500566,0.0218043373779249,0.2024809960018597,0.0193145295239057,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.766 -> 2.162(40%) -> 5.245(70%)),1.0,1.0
215,215,18.737827342941788,0.2905173767467141,0.2446931842592606,0.0375259646464063,0.1910003358299119,0.0921712008333039,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.600 -> 3.025(40%) -> 4.243(70%)),1.0,1.0
216,216,17.016420850929443,0.4051268430672159,0.2563493511233146,0.0386883667356002,0.1975012747288524,0.0849817905421308,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.616 -> 2.916(40%) -> 5.806(70%)),1.0,1.0
217,217,15.958270189246177,0.3863009051913872,0.2487318784857207,0.0397529290936369,0.2021463276291056,0.0685310576583979,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.511 -> 3.372(40%) -> 4.243(70%)),1.0,1.0
218,218,17.54649414999935,0.3234377631480362,0.2581009116635165,0.0214945325197039,0.2173303948392218,0.046854193038855,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.715 -> 2.831(40%) -> 5.569(70%)),1.0,1.0
219,219,17.870240661499622,0.3069540452969134,0.1969123493753962,0.0359504786366732,0.2021687498816724,0.0734720944183426,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.533 -> 2.980(40%) -> 3.330(70%)),1.0,1.0
220,220,18.93507457205531,0.3671241620243888,0.254862647830447,0.0284607259507271,0.2214113383502727,0.0928214665841348,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.497 -> 2.753(40%) -> 3.820(70%)),1.0,1.0
221,221,11.91456752189293,0.7321207814301054,0.2979802984143817,0.0353409689851496,0.2174189128190608,0.0649188152958321,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.523 -> 5.170(40%) -> 3.697(70%)),1.0,1.0
222,222,12.927624349006264,0.5359352558553357,0.1753572092743712,0.027878456647058,0.2294669983185818,0.0509666094936273,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.221 -> 3.542(40%) -> 2.908(70%)),1.0,1.0
223,223,19.12271683932841,0.2875061686355475,0.1748852090640926,0.0256373476092217,0.2342421979236537,0.0592060644199056,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.424 -> 4.145(40%) -> 2.894(70%)),1.0,1.0
224,224,18.49397088674757,0.3554342684269346,0.2621329804075401,0.0269423567468054,0.1646097117695444,0.0850711967880404,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.323 -> 3.208(40%) -> 4.802(70%)),1.0,1.0
225,225,15.850014328310628,0.3808665370543803,0.2864166217354028,0.0217075891478566,0.1747664837051241,0.0657988317247337,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.414 -> 3.020(40%) -> 4.022(70%)),1.0,1.0
226,226,21.311465819053925,0.245695348152083,0.1547983682427557,0.0332108639306691,0.2061719794826839,0.0788314950651944,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.458 -> 3.512(40%) -> 6.092(70%)),1.0,1.0
227,227,18.60299094697138,0.3006493480328702,0.2911550162683753,0.0337051980551443,0.194498260248338,0.0844714667292104,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.438 -> 2.537(40%) -> 3.314(70%)),1.0,1.0
228,228,15.137267747426234,0.4215023338090075,0.2332420159205918,0.0376669679541128,0.1874364619065846,0.0773402613806125,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.355 -> 3.494(40%) -> 3.301(70%)),1.0,1.0
229,229,12.474863434426252,0.7087167997027817,0.2091888180886142,0.0331853046599558,0.1634873068522106,0.0593871593488534,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.615 -> 3.106(40%) -> 4.305(70%)),1.0,1.0
230,230,17.659209962029603,0.3775730045791505,0.1823624028767149,0.0364371763214613,0.2485915858752515,0.0653268123868437,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.461 -> 3.518(40%) -> 3.684(70%)),1.0,1.0
231,231,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.755 -> 3.277(40%) -> 4.212(70%)),1.0,1.0
232,232,20.351313913021706,0.2091421997340578,0.2044755003095543,0.0332175923757643,0.1604490696713719,0.0600081401936431,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.542 -> 3.109(40%) -> 4.634(70%)),1.0,1.0
233,233,13.27099435161579,0.4777429284955604,0.1688211830072609,0.0260361845343724,0.216758903805618,0.0569300704315724,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.529 -> 3.188(40%) -> 4.005(70%)),1.0,1.0
234,234,20.87003011785656,0.2345288771446921,0.1507013593111656,0.0324139652068372,0.19632882512995,0.0519028253363971,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.308 -> 4.239(40%) -> 5.032(70%)),1.0,1.0
235,235,15.78370366955446,0.3517000778171633,0.3044036423554884,0.0204556393796785,0.1663353610363574,0.0333570024325042,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.680 -> 2.742(40%) -> 3.876(70%)),1.0,1.0
236,236,17.624570300525946,0.3087892204525926,0.2871198277498751,0.0226588743218305,0.2212609976324977,0.0537750339517816,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.456 -> 2.677(40%) -> 3.957(70%)),1.0,1.0
237,237,13.779144541439129,0.4523268716028146,0.2460464966840792,0.0301000609397052,0.1898414912287002,0.0691393508135114,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.565 -> 3.470(40%) -> 4.927(70%)),1.0,1.0
238,238,15.902633060920984,0.2937658935313059,0.250984619431164,0.0301565766357925,0.1943234872234677,0.0370802831221982,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.599 -> 2.772(40%) -> 4.114(70%)),1.0,1.0
239,239,13.085535387742324,0.5222968413131719,0.254071400268701,0.0253568138642505,0.1849910877425351,0.04813303062005,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.413 -> 2.417(40%) -> 4.625(70%)),1.0,1.0
240,240,15.313515246675353,0.4324061371174201,0.238838283541824,0.0386241553972778,0.2288595082880819,0.0854747097835525,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.435 -> 3.252(40%) -> 4.093(70%)),1.0,1.0
241,241,16.83049904183857,0.3114683942213824,0.2196382287860065,0.0344862615215692,0.1745663882821287,0.0639752844512979,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.382 -> 2.558(40%) -> 4.708(70%)),1.0,1.0
242,242,17.016420850929443,0.4051268430672159,0.2563493511233146,0.0386883667356002,0.1975012747288524,0.0849817905421308,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.523 -> 3.763(40%) -> 4.742(70%)),1.0,1.0
243,243,12.441727186466393,0.6084495783246046,0.1914687226668253,0.0277310407695766,0.1871067320950569,0.0629442960672118,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.651 -> 4.388(40%) -> 4.090(70%)),1.0,1.0
244,244,19.0021595187885,0.2599480661129906,0.182113495563047,0.0296861193250966,0.2225094498199407,0.0485833558050716,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.350 -> 3.073(40%) -> 4.539(70%)),1.0,1.0
245,245,12.065398607961548,0.4964593192378954,0.1456609770127418,0.0379318988419296,0.153799721657713,0.0789983980820643,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.531 -> 3.418(40%) -> 3.577(70%)),1.0,1.0
246,246,10.802758654924068,0.7669474598269317,0.2835786123052697,0.0232335849810636,0.1933599754410592,0.0619333276676328,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.566 -> 3.117(40%) -> 3.798(70%)),1.0,1.0
247,247,12.531603496342653,0.5400696991299093,0.2721154684099888,0.0378622611070967,0.1562663995691169,0.0538192361687234,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.233 -> 3.628(40%) -> 3.991(70%)),1.0,1.0
248,248,16.22102480948964,0.3632181348259923,0.2605560578542502,0.0222426023837942,0.2066630556887382,0.0876869127602436,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.351 -> 2.952(40%) -> 3.467(70%)),1.0,1.0
249,249,13.145511469908314,0.5259489130908133,0.2503184108949345,0.0286064181452361,0.1963120354703851,0.0809041863104357,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.151 -> 2.993(40%) -> 3.464(70%)),1.0,1.0
250,250,17.545975522459344,0.2883441684812526,0.19015052980961,0.0389717982317799,0.1988420343920164,0.0833460763171689,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.388 -> 3.138(40%) -> 4.448(70%)),1.0,1.0
251,251,22.54003610053596,0.2238751405378079,0.2373670399318492,0.0332313277765942,0.1854213849307573,0.0820310569811993,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.476 -> 3.127(40%) -> 3.910(70%)),1.0,1.0
252,252,20.01231779426344,0.3379406095186776,0.1683305128466469,0.0230860953308648,0.2312941216384989,0.087093062579198,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.381 -> 3.233(40%) -> 5.774(70%)),1.0,1.0
253,253,16.402606398747473,0.3699575120762928,0.2431646007561453,0.0225593289501634,0.1847235618083697,0.0651712625413609,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.606 -> 3.361(40%) -> 3.747(70%)),1.0,1.0
254,254,18.60299094697138,0.3006493480328702,0.2911550162683753,0.0337051980551443,0.194498260248338,0.0844714667292104,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.524 -> 2.550(40%) -> 3.316(70%)),1.0,1.0
255,255,12.239238073806828,0.5891449819713024,0.2404599516238817,0.031959170396838,0.1506941092794688,0.0856351921987618,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.758 -> 3.682(40%) -> 3.062(70%)),1.0,1.0
256,256,18.584015443853247,0.2437716566921174,0.3039070156337574,0.0228962051270323,0.2289368158045052,0.0232416878800329,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.422 -> 3.004(40%) -> 4.105(70%)),1.0,1.0
257,257,14.658159820237431,0.5025948197294894,0.1419807344652912,0.0295078099177828,0.1775363161473178,0.0605266159886177,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.367 -> 3.268(40%) -> 3.128(70%)),1.0,1.0
258,258,16.500040362082615,0.3757665903347206,0.2997630902703699,0.0222971631077092,0.2392985062562455,0.0576520468637345,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.566 -> 3.117(40%) -> 3.798(70%)),1.0,1.0
