,Unnamed: 0,beta,rr_sus_slat,rr_sus_rec,r_clear,r_sc,adr,rr_inf_asym,rr_inf_cs,r_lat,p_primary,r_stab,r_react,r_relapse,r_relapse_td,r_relapse_tc,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,cas,k_covid_2020,k_covid_2021
83,83,21.584922424263297,0.2726259766389602,0.2194661082676665,0.0383405292263635,0.2407176861099615,0.0745356940431059,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.510 -> 2.774(40%) -> 5.002(70%)),1.0,1.0
84,84,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.349 -> 3.198(40%) -> 3.949(70%)),1.0,1.0
85,85,16.90911697744915,0.3014361963231676,0.1964843370557534,0.0386622174399882,0.172254728991798,0.0614116930592498,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.581 -> 3.683(40%) -> 3.630(70%)),1.0,1.0
86,86,11.37556446378166,0.6431190280369693,0.2098158853492195,0.026785909712804,0.1772919734949622,0.0428922045810571,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.317 -> 2.993(40%) -> 4.113(70%)),1.0,1.0
87,87,16.4801667459125,0.3536870896862174,0.1973146994229856,0.0382790847035333,0.1861851830228161,0.0667376253178936,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.489 -> 4.184(40%) -> 3.626(70%)),1.0,1.0
88,88,12.868194285373471,0.5838483247754874,0.2475089959026435,0.0291567186612639,0.1807463322952122,0.0729812882964112,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.533 -> 4.477(40%) -> 4.792(70%)),1.0,1.0
89,89,18.008711789381167,0.2519473203547748,0.216944978983927,0.0363059863369719,0.168171080822284,0.0783951735399265,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.361 -> 4.015(40%) -> 3.129(70%)),1.0,1.0
90,90,17.276469308957374,0.4159212003352184,0.2389383696397948,0.0263502045436225,0.1997097583766864,0.0879762244137703,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.559 -> 4.715(40%) -> 3.319(70%)),1.0,1.0
91,91,18.60299094697138,0.3006493480328702,0.2911550162683753,0.0337051980551443,0.194498260248338,0.0844714667292104,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.544 -> 4.236(40%) -> 3.503(70%)),1.0,1.0
92,92,11.857808136132784,0.3683375166110119,0.1959028598511745,0.0334964233540124,0.1782577236472521,0.0280504016394954,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.514 -> 3.934(40%) -> 4.174(70%)),1.0,1.0
93,93,12.441727186466393,0.6084495783246046,0.1914687226668253,0.0277310407695766,0.1871067320950569,0.0629442960672118,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.647 -> 3.700(40%) -> 3.481(70%)),1.0,1.0
94,94,12.531603496342653,0.5400696991299093,0.2721154684099888,0.0378622611070967,0.1562663995691169,0.0538192361687234,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.509 -> 2.552(40%) -> 3.191(70%)),1.0,1.0
95,95,15.958270189246177,0.3863009051913872,0.2487318784857207,0.0397529290936369,0.2021463276291056,0.0685310576583979,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.384 -> 3.973(40%) -> 3.542(70%)),1.0,1.0
96,96,15.850014328310628,0.3808665370543803,0.2864166217354028,0.0217075891478566,0.1747664837051241,0.0657988317247337,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.391 -> 3.097(40%) -> 3.856(70%)),1.0,1.0
97,97,12.485558209894988,0.4274039314087074,0.2588735757347204,0.0380965163014369,0.1934071470936971,0.0477275083932763,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.726 -> 3.105(40%) -> 3.600(70%)),1.0,1.0
98,98,13.472940691302767,0.5326942274807562,0.256992813979305,0.0295488634083514,0.161403345459482,0.0439726793514383,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.436 -> 3.051(40%) -> 4.416(70%)),1.0,1.0
99,99,18.424837774656066,0.2392061676941881,0.263353375210934,0.0398654233269775,0.1817806672531279,0.0501183078093525,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.418 -> 3.987(40%) -> 4.546(70%)),1.0,1.0
100,100,12.011007245659544,0.7242830854334775,0.2590407361963824,0.0213714836919295,0.2187651785062041,0.0738323200680726,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.461 -> 2.766(40%) -> 3.889(70%)),1.0,1.0
101,101,18.628689963064733,0.3392039684697761,0.1960858766797804,0.0206951914294468,0.2053890646751654,0.0734514259629739,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.720 -> 2.862(40%) -> 3.765(70%)),1.0,1.0
102,102,12.396854518762304,0.7290291183449802,0.2346753482410863,0.0280560049182857,0.2221150394490873,0.0928240686859899,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.504 -> 3.677(40%) -> 5.022(70%)),1.0,1.0
103,103,21.587892384794984,0.2415766406509039,0.1926229384806823,0.0239260192571295,0.1779428787583178,0.0604325544305214,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.661 -> 3.015(40%) -> 2.627(70%)),1.0,1.0
104,104,11.917967598455697,0.6217574549931925,0.2585026670497476,0.0246101692275812,0.2459153220155738,0.081925903337342,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.568 -> 3.571(40%) -> 4.273(70%)),1.0,1.0
105,105,14.16965045276579,0.4402426135577277,0.1611482673437516,0.0310993953500442,0.2318433587433345,0.0458110957165243,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.548 -> 3.446(40%) -> 2.933(70%)),1.0,1.0
106,106,14.967693214007236,0.304988985640153,0.2284031626101251,0.0306624152238552,0.17255462467635,0.042497586777062,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.392 -> 3.668(40%) -> 4.595(70%)),1.0,1.0
107,107,16.119901738036205,0.2428454236836328,0.2007597405883672,0.0352254149914016,0.2238675205602056,0.0224725640506886,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.421 -> 3.632(40%) -> 3.623(70%)),1.0,1.0
108,108,16.97913317458857,0.383213344862679,0.1661263575692451,0.0266097109684446,0.1801662897550235,0.0641305470886772,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.413 -> 3.824(40%) -> 3.479(70%)),1.0,1.0
109,109,17.870240661499622,0.3069540452969134,0.1969123493753962,0.0359504786366732,0.2021687498816724,0.0734720944183426,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.671 -> 3.365(40%) -> 4.400(70%)),1.0,1.0
110,110,12.851547717657796,0.4714608085480193,0.2561751957013503,0.0239043849945249,0.1709520427546868,0.0837034497649661,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.339 -> 3.857(40%) -> 4.700(70%)),1.0,1.0
111,111,14.658159820237431,0.5025948197294894,0.1419807344652912,0.0295078099177828,0.1775363161473178,0.0605266159886177,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.728 -> 2.536(40%) -> 3.582(70%)),1.0,1.0
112,112,14.658159820237431,0.5025948197294894,0.1419807344652912,0.0295078099177828,0.1775363161473178,0.0605266159886177,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.567 -> 2.589(40%) -> 2.859(70%)),1.0,1.0
113,113,12.485558209894988,0.4274039314087074,0.2588735757347204,0.0380965163014369,0.1934071470936971,0.0477275083932763,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.547 -> 3.618(40%) -> 4.890(70%)),1.0,1.0
114,114,18.60299094697138,0.3006493480328702,0.2911550162683753,0.0337051980551443,0.194498260248338,0.0844714667292104,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.439 -> 2.696(40%) -> 3.848(70%)),1.0,1.0
115,115,12.972625922619788,0.5234220293224879,0.2357625056018111,0.0320227308874027,0.1919159873075119,0.0501699347269007,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.525 -> 3.229(40%) -> 3.403(70%)),1.0,1.0
116,116,14.250001730788982,0.426763490467316,0.2048055247702163,0.0367275767567693,0.2051129004952156,0.0648241598506595,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.431 -> 3.557(40%) -> 4.244(70%)),1.0,1.0
117,117,18.796754420350855,0.2864181564008222,0.3011894728522035,0.0321024556433151,0.2164477263579969,0.0681773370887979,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.726 -> 3.105(40%) -> 3.600(70%)),1.0,1.0
118,118,10.659231783045374,0.7973809324556665,0.1789618595736935,0.0260055630331489,0.1971161843718761,0.0416298842184881,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.461 -> 2.766(40%) -> 3.889(70%)),1.0,1.0
119,119,15.313515246675353,0.4324061371174201,0.238838283541824,0.0386241553972778,0.2288595082880819,0.0854747097835525,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.435 -> 4.224(40%) -> 3.466(70%)),1.0,1.0
120,120,14.565213625897853,0.4337416707382989,0.20113911438768,0.0345100320519981,0.186108432649655,0.0706109105316193,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.343 -> 3.325(40%) -> 5.812(70%)),1.0,1.0
121,121,23.073231706309983,0.2156948868721729,0.2317407531234609,0.0294733594433998,0.2219541397394036,0.0618966275926102,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.871 -> 2.849(40%) -> 6.576(70%)),1.0,1.0
122,122,16.15183021729519,0.3026691755017318,0.1912915833273169,0.0374064605863981,0.2341353582541209,0.0424394941504877,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.383 -> 2.969(40%) -> 4.753(70%)),1.0,1.0
123,123,13.27099435161579,0.4777429284955604,0.1688211830072609,0.0260361845343724,0.216758903805618,0.0569300704315724,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.593 -> 3.740(40%) -> 4.912(70%)),1.0,1.0
124,124,16.60002270645681,0.3613783048786999,0.1625815342892503,0.034096927518061,0.2128183819370908,0.0555599998849273,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.780 -> 3.038(40%) -> 4.101(70%)),1.0,1.0
125,125,23.09455402600443,0.2518703199390162,0.2613800082971691,0.0274215807129855,0.2196879524467329,0.0890946423813739,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.547 -> 3.192(40%) -> 3.212(70%)),1.0,1.0
126,126,14.688062888061804,0.532356407162931,0.2283714132856635,0.0249074000905538,0.2227813011847574,0.0923360951439399,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.377 -> 3.816(40%) -> 3.237(70%)),1.0,1.0
127,127,12.051719241359372,0.5400624948096432,0.1516567705947866,0.0287888611101531,0.2317842855892981,0.0526420862163553,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.854 -> 3.104(40%) -> 3.841(70%)),1.0,1.0
128,128,13.031616293969428,0.6446085779975929,0.2227899083936224,0.0329906801936951,0.191442820097564,0.060496492104611,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.654 -> 3.125(40%) -> 5.315(70%)),1.0,1.0
129,129,20.01231779426344,0.3379406095186776,0.1683305128466469,0.0230860953308648,0.2312941216384989,0.087093062579198,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.867 -> 3.311(40%) -> 5.340(70%)),1.0,1.0
130,130,28.29268670881079,0.2028739907393915,0.2644922444307674,0.0209522145173461,0.2411100533115366,0.0662956600585464,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.538 -> 3.015(40%) -> 3.899(70%)),1.0,1.0
131,131,13.112894237606856,0.4119343396273495,0.222753010411128,0.0322275918006423,0.1786906425521858,0.0285344712897548,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.453 -> 3.146(40%) -> 4.895(70%)),1.0,1.0
132,132,13.573852709360038,0.3956642047683024,0.2783138072617998,0.038497485122818,0.2067191551023799,0.0386135130371123,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.471 -> 3.178(40%) -> 5.215(70%)),1.0,1.0
133,133,14.952983500024544,0.3122214404022746,0.220015598000263,0.0296313759840599,0.2328917571797437,0.0387484400541969,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.639 -> 2.683(40%) -> 4.861(70%)),1.0,1.0
134,134,19.949107673949506,0.2123959368042449,0.2326514168228954,0.0338644521579612,0.2221200999167618,0.0718060299638276,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.722 -> 3.030(40%) -> 4.236(70%)),1.0,1.0
135,135,13.852743346023342,0.3506134039060484,0.2080929864934002,0.033469447810613,0.1793934269531955,0.0375278424274216,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.812 -> 3.697(40%) -> 4.736(70%)),1.0,1.0
136,136,11.717703210102288,0.5628122736227075,0.2468989435500566,0.0218043373779249,0.2024809960018597,0.0193145295239057,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.344 -> 3.814(40%) -> 3.870(70%)),1.0,1.0
137,137,18.424837774656066,0.2392061676941881,0.263353375210934,0.0398654233269775,0.1817806672531279,0.0501183078093525,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.632 -> 3.539(40%) -> 4.767(70%)),1.0,1.0
138,138,14.181114290223556,0.5032022530281104,0.2701131375472861,0.0314296614213022,0.1562359360662128,0.0564000444205892,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.780 -> 3.038(40%) -> 4.101(70%)),1.0,1.0
139,139,15.15593316508394,0.383824614634541,0.2126235149603374,0.0251771608314991,0.2333222708125575,0.0500229302423375,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.700 -> 3.252(40%) -> 2.761(70%)),1.0,1.0
140,140,23.09455402600443,0.2518703199390162,0.2613800082971691,0.0274215807129855,0.2196879524467329,0.0890946423813739,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.563 -> 2.788(40%) -> 3.306(70%)),1.0,1.0
141,141,18.796754420350855,0.2864181564008222,0.3011894728522035,0.0321024556433151,0.2164477263579969,0.0681773370887979,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.474 -> 2.909(40%) -> 3.625(70%)),1.0,1.0
142,142,12.2152591075434,0.3892085142688586,0.2848883866362695,0.0248352298827868,0.1542671450441882,0.0506875843264792,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.686 -> 3.019(40%) -> 4.384(70%)),1.0,1.0
143,143,12.880048223531942,0.4828171152199007,0.148327985525116,0.0291491320219464,0.1841187117216436,0.0585253736009386,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.462 -> 3.027(40%) -> 6.222(70%)),1.0,1.0
144,144,21.311465819053925,0.245695348152083,0.1547983682427557,0.0332108639306691,0.2061719794826839,0.0788314950651944,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.398 -> 3.973(40%) -> 3.557(70%)),1.0,1.0
145,145,13.045131156627686,0.4274442781425034,0.1619953152285359,0.0280665131391732,0.1888169164276439,0.0846835510157463,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.732 -> 3.325(40%) -> 4.123(70%)),1.0,1.0
146,146,12.848018624830482,0.5432897344319367,0.2364533859525432,0.035185953809599,0.1925045344402152,0.0585586736487935,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.391 -> 3.375(40%) -> 3.871(70%)),1.0,1.0
147,147,14.306288447197325,0.4795687734200164,0.2299977423168601,0.0344618129405953,0.2241714629372495,0.0856490930988752,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.510 -> 2.799(40%) -> 3.673(70%)),1.0,1.0
148,148,21.9741804164041,0.2277706124823994,0.2080869176772201,0.0305375713049942,0.2235215339663896,0.049462687972596,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.343 -> 3.020(40%) -> 4.721(70%)),1.0,1.0
149,149,18.844199151363423,0.2571983919617291,0.1580405009100558,0.0371267066162881,0.1968694393686254,0.0892183676115487,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.561 -> 2.638(40%) -> 6.252(70%)),1.0,1.0
150,150,12.23827299057746,0.6908076951472635,0.2433608450469245,0.0235998776688982,0.1700013420786359,0.0686363601971163,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.589 -> 3.974(40%) -> 3.539(70%)),1.0,1.0
151,151,17.750621936563437,0.292797124039985,0.1657917346406575,0.0236330208907633,0.2198629388326984,0.0289319503309158,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.375 -> 3.471(40%) -> 3.149(70%)),1.0,1.0
152,152,15.137267747426234,0.4215023338090075,0.2332420159205918,0.0376669679541128,0.1874364619065846,0.0773402613806125,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.438 -> 3.218(40%) -> 7.157(70%)),1.0,1.0
153,153,14.952983500024544,0.3122214404022746,0.220015598000263,0.0296313759840599,0.2328917571797437,0.0387484400541969,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.339 -> 3.488(40%) -> 4.235(70%)),1.0,1.0
154,154,17.545975522459344,0.2883441684812526,0.19015052980961,0.0389717982317799,0.1988420343920164,0.0833460763171689,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.447 -> 3.100(40%) -> 4.039(70%)),1.0,1.0
155,155,26.197183534481457,0.2221237612802127,0.1702447864261504,0.0288699694579402,0.1639244474486121,0.0920716036429397,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.541 -> 3.851(40%) -> 3.641(70%)),1.0,1.0
156,156,12.23827299057746,0.6908076951472635,0.2433608450469245,0.0235998776688982,0.1700013420786359,0.0686363601971163,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.430 -> 3.925(40%) -> 3.687(70%)),1.0,1.0
157,157,9.981012959900092,0.6736742305508548,0.2751613428448019,0.0373101160508407,0.1732042999329867,0.0348895531471162,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.589 -> 3.003(40%) -> 4.253(70%)),1.0,1.0
158,158,19.141082171372187,0.2631629110266895,0.2902721493542231,0.0313026881358891,0.1965960716505407,0.0673767803491208,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.343 -> 3.020(40%) -> 4.721(70%)),1.0,1.0
159,159,17.016420850929443,0.4051268430672159,0.2563493511233146,0.0386883667356002,0.1975012747288524,0.0849817905421308,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.437 -> 3.487(40%) -> 4.111(70%)),1.0,1.0
160,160,15.002888463879852,0.5087458566587761,0.1961736832955799,0.0307019216856008,0.2168003098760668,0.0657400041998994,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.551 -> 3.122(40%) -> 4.102(70%)),1.0,1.0
161,161,11.234244873948008,0.5968252307848458,0.2856613922550327,0.026556397303651,0.2086671957889137,0.0449296415455915,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.415 -> 3.596(40%) -> 4.046(70%)),1.0,1.0
162,162,13.031616293969428,0.6446085779975929,0.2227899083936224,0.0329906801936951,0.191442820097564,0.060496492104611,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.524 -> 2.564(40%) -> 4.622(70%)),1.0,1.0
163,163,16.500040362082615,0.3757665903347206,0.2997630902703699,0.0222971631077092,0.2392985062562455,0.0576520468637345,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.284 -> 3.486(40%) -> 6.126(70%)),1.0,1.0
164,164,18.93507457205531,0.3671241620243888,0.254862647830447,0.0284607259507271,0.2214113383502727,0.0928214665841348,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.190 -> 3.234(40%) -> 3.830(70%)),1.0,1.0
165,165,16.175489148096013,0.4003846195793679,0.2861285521903294,0.0200032853595556,0.206458013996863,0.047039758949419,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.365 -> 3.785(40%) -> 4.307(70%)),1.0,1.0
166,166,15.812026572456793,0.4378057758324691,0.2054713928388171,0.0232085700244306,0.2372702740994002,0.0521628270953018,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.386 -> 2.795(40%) -> 6.659(70%)),1.0,1.0
167,167,21.73338601920992,0.242821697709051,0.2260155486877312,0.0255732700096592,0.207366898060981,0.054294172045799,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.760 -> 3.053(40%) -> 4.023(70%)),1.0,1.0
168,168,14.054651609427433,0.4670736855264232,0.2133954015650018,0.0346552772893838,0.2234435168916903,0.0660632720859828,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.532 -> 3.002(40%) -> 3.560(70%)),1.0,1.0
169,169,21.73338601920992,0.242821697709051,0.2260155486877312,0.0255732700096592,0.207366898060981,0.054294172045799,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.604 -> 2.659(40%) -> 3.557(70%)),1.0,1.0
170,170,14.952983500024544,0.3122214404022746,0.220015598000263,0.0296313759840599,0.2328917571797437,0.0387484400541969,1,1,0.5,0.14,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0813953488372093,Cascade(1.525 -> 2.889(40%) -> 4.238(70%)),1.0,1.0
