Time,IncR_apx,MorR_apx,CNR_apx,CumInc,CumMor,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key
2020.125,0.0035361735073288496,0.0006753230101177157,0.0026270296536096884,187684311.71631265,30314846.74295433,0.0008838923837612996,0.00016880626532916085,0.0007633435774898374,0.0006576309579642085,0.5878698167185932,0.8382980348700351,0.0048452039649650065,0.002206394537356473,0.000996949720879345,0.000375927342053431,0
2020.375,0.0033749942141029264,0.0006459718167190798,0.0025134767690979283,187735587.9705192,30324650.16630904,0.0008436082972380784,0.00016147120452023855,0.0007290105646528282,0.0006280525966763818,0.5822638613445565,0.8318894227402591,0.00463281341107705,0.0021080841002992876,0.0009536274512574139,0.0003597383296468877,0
2020.625,0.0032201851909883185,0.000617617161847082,0.0024060728311546494,187784670.4086534,30334054.25068169,0.0008049109924498877,0.00015438087556765462,0.0006972048846546565,0.0006006515672803598,0.576624522204016,0.8252133559344816,0.004427581612876745,0.0020133689162942755,0.0009113722741729299,0.00034476270685413564,0
2020.875,0.003071714271818876,0.0005902989657277386,0.002298341781893782,187831637.98581183,30343070.881754987,0.0007677838592333984,0.00014753780742356312,0.0006675687764699861,0.0005751196537487123,0.5709563950653429,0.8182650306470773,0.004230099681707999,0.001922232105164943,0.0008706018952347267,0.00032931660358291885,0
2021.125,0.0029294102316433494,0.0005638945278479762,0.0021952454734269658,187876570.268798,30351713.18791269,0.0007322316461900617,0.00014097579061241023,0.000635758395445191,0.0005477145743536815,0.5652648107170672,0.8110493751000709,0.004039486666193704,0.0018346550632960925,0.000831367327236446,0.00031459246738085823,0
2021.375,0.002793178855317438,0.0005384670367620113,0.0020963614202292816,187919545.08019197,30359992.19228947,0.0006981593943331583,0.0001345856884071947,0.0006086257618532984,0.0005243394385077208,0.5595544567129717,0.8035377872425474,0.0038561195504469787,0.0017505807512778753,0.0007936358681113361,0.0003004962326912789,0
2021.625,0.002662926305090801,0.0005140500558388425,0.0019999623636844047,187960639.56907824,30367919.781270012,0.0006656076164203307,0.0001285000170700302,0.0005799106593642362,0.0004996009840092618,0.5538297790306561,0.795753676355406,0.0036802718503237833,0.0016699537086623801,0.0007573455855525875,0.00028662443157163864,0
2021.875,0.002538461091881756,0.0004905296923442601,0.0019106760681290168,187999930.58054784,30375508.987140194,0.0006344944585135003,0.0001226193748897633,0.0005544478504135599,0.00047766442498637166,0.5480954328818212,0.7876746739715756,0.0035111540629515453,0.001592723398293244,0.0007221345108417447,0.00027367660535541514,0
2020.125,0.0038683264342126234,0.0006852150230840682,0.0029082116139259144,216467404.63563585,31086805.67467343,0.0009669294035073724,0.00017140811637064384,0.0008610488676172079,0.0007277755847806612,0.6232503731279385,0.8432549267870545,0.005958354590807761,0.002653076001915898,0.0011625761231919191,0.0007098727246473517,1
2020.375,0.003684730359858092,0.0006543082905258752,0.0027770416159963365,216523754.91852492,31096807.853751346,0.0009210350507980043,0.00016370501997828353,0.0008225086968455412,0.0006952006678672767,0.6173602893037293,0.8366826234479899,0.005686414886112283,0.002530548460333344,0.00111060716045142,0.0006776502238391141,1
2020.625,0.0035087266528036386,0.000624853954043836,0.0026529699407189175,216577586.1998524,31106382.024705235,0.0008770008501522994,0.00015608461317150607,0.0007839013992118495,0.0006625690139988376,0.611429696288651,0.8298092785115395,0.005426079908077737,0.0024125219583529104,0.0010592945878981686,0.0006481171576580445,1
2020.875,0.003340192635856528,0.0005968001418531954,0.002535821183747949,216628993.57427818,31115541.75674904,0.0008348559490604003,0.0001489323606603149,0.0007480086514948725,0.0006322317515716347,0.6054637975455356,0.8226515765986898,0.005177129226338192,0.002298955550709375,0.001008899436402873,0.0006210854523893972,1
2021.125,0.003179026987781066,0.0005695355604854383,0.002418259064515128,216678073.79846874,31124314.370519497,0.0007945883035548633,0.00014231411775902827,0.0007155302018432148,0.0006047803216048648,0.5994710780871977,0.8152128653081433,0.004936726803164435,0.002190048947227596,0.0009613696258157644,0.000592623482949693,1
2021.375,0.0030250268128189915,0.0005429498905224572,0.0023022998574609476,216724921.48351386,31132713.553160086,0.000756100471688003,0.00013570384712338417,0.0006809857598320975,0.0005755826739084286,0.5934572744392588,0.807455324027362,0.004704077940336348,0.002085774491997726,0.0009165218560729022,0.0005636573712721816,1
2021.625,0.0028779680760126405,0.0005172793986843834,0.002194081427032664,216769628.37911963,31140744.728286378,0.0007193573883671583,0.00012934798008280065,0.0006479297433677969,0.0005476430730131402,0.587425945344697,0.7993826117662769,0.004480005075851513,0.00198593000593225,0.0008730691640201845,0.0005373261435794188,1
