Time,IncR_apx,MorR_apx,CNR_apx,AcfR,AcfRAsym,CumInc,CumMor,CumACF,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key
2020.125,0.002096615873258877,0.00029304307076482856,0.0017805549631146108,0.0,0.0,1251179865.0621624,242243794.77667874,0.0,0.0005240679003479953,7.304071029278434e-05,0.0003155781932899679,0.0003598481308181676,0.37055601146839856,0.8307113882423173,0.003442172406314986,0.0016603745835598515,0.0006992460922947189,0.0005233503000646594,0
2020.375,0.0020518818334473907,0.0002893399147419261,0.001254737146412229,0.0,0.0,1251898641.4346018,242344523.45271474,0.0,0.0005127516185040844,7.225727453164299e-05,0.00020218257043810826,0.00024041872394081,0.3688082683960252,0.8276352913481205,0.0033718851047459903,0.0016236801466450244,0.0007727759937091066,0.000503960342336945,0
2020.625,0.0020161749992743524,0.000290899391826344,0.0013997955392329312,0.0,0.0,1252605146.7587676,242445274.107463,0.0,0.0005039044092410851,7.272010778764946e-05,0.00022608305010929366,0.00027850836547025807,0.36707767429777866,0.8254364285026307,0.0033475874516991824,0.0015890315401675438,0.0008574717963947205,0.0005010774689644005,0
2020.875,0.001987100263238099,0.00029265257561581306,0.0016102066068568737,0.0,0.0,1253302200.382299,242546975.3994695,0.0,0.0004967415496617892,7.327389948601223e-05,0.0002628659422854718,0.0003348772379441041,0.36537979169917445,0.8238033567830142,0.00333878347141538,0.0015575930686255752,0.0008842943877194616,0.0005113186746782772,0
2021.125,0.001962321238661459,0.00029442496773369976,0.001471596875273758,0.0,0.0,1253991505.9162455,242649450.1513169,0.0,0.0004904197528770625,7.347984599315202e-05,0.00019974230795198004,0.00026153174350048905,0.3637107198518781,0.8223954260336356,0.0033313281798072305,0.0015294882719738628,0.0009163406152393818,0.0005184749463288669,0
2021.375,0.001942071107203185,0.0002967478862569631,0.0014654632896575798,0.0,0.0,1254674563.0000038,242752884.6164839,0.0,0.00048547097688989374,7.42961917362498e-05,0.0002369813429446382,0.00031970675079818844,0.3620750649392448,0.8215001621966503,0.003330587356326844,0.0015047023165356398,0.0009502516318299544,0.000525684002420152,0
2021.625,0.001924389230128283,0.00029713428959319253,0.0015996677272301155,0.0,0.0,1255352700.9499831,242857132.189923,0.0,0.00048110624318239303,7.429127208373554e-05,0.0002703298895658108,0.0003728209856448118,0.36046979644561084,0.8207591394981029,0.0033238249314893956,0.001483113488562107,0.0009346964797686142,0.0005390934751857579,0
2021.875,0.001907139282531477,0.00029592072367484864,0.0014846994226500082,0.0,0.0,1256026298.9681292,242961407.97861466,0.0,0.00047674941869937584,7.39883533343384e-05,0.00024085143309924274,0.00033950650188554267,0.35888033483424675,0.8199502234408654,0.003304139436258703,0.0014640362981404149,0.0009192147706716869,0.0005461623119005909,0
2022.125,0.0018907165988705783,0.00029420489486037385,0.0016132914417063746,0.0,0.0,1256695554.6094801,243065464.05146444,0.0,0.00047271369880589546,7.363414630315608e-05,0.0002642327406502188,0.00037955221889620993,0.35730339462768756,0.8192403793475324,0.0032807778285518963,0.0014468971555938288,0.0009063431879856993,0.0005494301770311671,0
2022.375,0.00187615066602939,0.0002945793826280926,0.0011868401618761854,0.0,0.0,1257360767.1965384,243169350.49042365,0.0,0.00046882808873306735,7.340626460831174e-05,0.00012237648317320004,0.00017811121458925758,0.35574146000222673,0.8185537875346213,0.003264646697096702,0.0014313372754687051,0.0009600608249362453,0.0005401100368530897,0
