,Time,k_covid
0,2019.875,1.0
1,2020.125,1.0
2,2020.375,0.4409789741235006
3,2020.625,0.48347718953517205
4,2020.875,0.48530021464236356
5,2021.125,0.5705588728260169
6,2021.375,0.3683129274070874
7,2021.625,0.5412454347133558
8,2021.875,0.45431964635804717
9,2022.125,0.477975291404176
10,2022.375,0.5459345452402288
11,2022.625,0.20000441281935488
