Time,IncR_apx,MorR_apx,CNR_apx,AcfR,AcfRAsym,CumInc,CumMor,CumACF,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key,Scenario
2015.0,0.002047811718785965,0.00025080359885922986,0.0008489773343824882,0.0,0.0,864180910.1930845,102263698.6546168,0.0,0.002048409184216637,0.0002509022298373235,0.0013458175859370728,0.0008474369823166824,0.3606334736079013,0.8352780512384699,0.0030265777113145913,0.0016457265625822017,0.0004564584022829373,0.00041329609154369055,0,Baseline
2016.0,0.001960069758052829,0.0002418360719131033,0.0008678867689294245,0.0,0.0,866834128.9796984,102589870.07854252,0.0,0.001960461980439036,0.0002419154568341893,0.0012985395175283717,0.0008653169238475351,0.3580435633375124,0.8285012501889953,0.0029163927026031704,0.0015827211914829886,0.000440130251939064,0.0003989937604707876,0,Baseline
2017.0,0.0018669416756402274,0.0002319297721857462,0.0009172645285124508,0.0,0.0,869394447.0148344,102906870.06989634,0.0,0.0018671470161632806,0.00023198278560233784,0.0012457722389223487,0.0009137578001856328,0.3548474800575806,0.8208753089460429,0.0027947352194745523,0.0015140047391962424,0.00042207561483878703,0.0003829255776970226,0,Baseline
2018.0,0.0017705600674064695,0.00022128301339319442,0.0010070262921369627,0.0,0.0,871853141.4792823,103213256.14980617,0.0,0.0017706074979892174,0.00022132285534984906,0.0011890519047449359,0.0010038310019229283,0.3510650847694666,0.8124300386479577,0.002664803467211971,0.0014413739941088034,0.0004022996572834029,0.0003661143324389962,0,Baseline
2019.0,0.001672431321124968,0.0002098992869236325,0.0011219829052714295,0.0,0.0,874204064.5128152,103507726.2097171,0.0,0.0016726440326183165,0.0002099646559869603,0.0011407930974552084,0.0011417409661853102,0.3467271690017095,0.8031751365593854,0.0025283993138568543,0.0013663917817669606,0.00037678085588150223,0.0003485307264551341,0,Baseline
2020.0,0.001593365911108801,0.00021076774250829503,0.0010951747590925054,0.0,0.0,876451751.8057886,103796721.54215455,0.0,0.0015869394620695641,0.00020908516501915692,0.0007362891269238202,0.0008645880546895227,0.34212125174040586,0.7949329692191642,0.0024777747606759743,0.0012951365582611891,0.0004642854443720031,0.0003586857667890397,0,Baseline
2021.0,0.0015477665632314735,0.00022010780657037357,0.001065293032738604,0.0,0.0,878634409.6710048,104096180.05267176,0.0,0.0015476706937024092,0.00022089808673176993,0.0008433018755693675,0.0011225328051016094,0.33770994978747476,0.7926919282905684,0.0025081268934698366,0.0012422094154409314,0.0005645286015207027,0.0003995297079748231,0,Baseline
2015.0,0.0025609989453895844,0.000310995278128945,0.001035050085259902,0.0,0.0,1027140581.1113914,122184583.2409344,0.0,0.002561621167388154,0.00031107820246239576,0.0016411506088945202,0.0010331019033322953,0.3773510906009546,0.8643372932172771,0.003743828978807786,0.0019908348278985482,0.0006107416174022367,0.0005213352259186047,1,Baseline
2016.0,0.0024884703321476085,0.0003037289979643685,0.0010713861845293698,0.0,0.0,1030494000.7930981,122592864.18675843,0.0,0.0024889592079215595,0.00030382454313382937,0.0016036191766084854,0.0010678708471533308,0.3754166185445751,0.8606984396813028,0.0036546541168055954,0.001940704315801549,0.0005961096298273948,0.0005100575621727655,1,Baseline
2017.0,0.002409720211031202,0.00029553587122481016,0.0011490968737650495,0.0,0.0,1033781563.4088378,122995139.51693343,0.0,0.0024100792833768943,0.00029562782444585026,0.0015608809807446838,0.0011440239274099543,0.3729566226291353,0.8566629971165296,0.003553952630776424,0.0018848438266236937,0.0005795060976736064,0.0004971551492080923,1,Baseline
