,rr_die_a,beta,rr_sus_slat,rr_sus_rec,r_onset,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,r_csi,r_recsi,rt_cs,ppv,r_die_ut,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act
0,0.7958866475689038,7.331753445407594,0.30922545825893266,0.18475461462701717,3.404713427814969,0.11678894890551232,0.02856941714572238,0.1605942553729884,0.0010927111051539514,0.0013969155264350174,0.11705239373158857,0.02494203926913961,5.777931691049105,6.616236219800109,0.13543592747130312,0.7852824514770309,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06611610484310958
1,0.6280357077619108,7.629153389522748,0.4618580441212803,0.22988406567219552,1.502377450214528,0.09912759182286836,0.028176795079865632,0.20418023675738226,0.0008848322160654787,0.001572316175953819,0.13423774955712406,0.029011466667922738,5.162817199790803,5.861042417238776,0.125842964266005,0.8134083601031566,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.055017553497641175
2,0.6916633432438634,16.7786771880665,0.21006645578092564,0.2550009845263325,3.7848538113577264,0.09482236887362547,0.023858002148808403,0.24984700272171914,0.0012039225644480127,0.0013465205143104167,0.16380605679267785,0.03243998265738375,14.416781462949105,8.455427669282578,0.086150187402618,0.750549559293661,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05237776852463284
3,0.6265855202865345,17.418569322400792,0.5040813866246132,0.26106433833414766,4.652426734486262,0.1115748209413649,0.030107981675096436,0.17067797011357855,0.0014998591952136106,0.0018672145230571114,0.16541585920147292,0.03493320238299542,9.019539583028893,11.21812331086179,0.019203089460962327,0.5988619263693291,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06279359453746475
4,0.8041317274765648,12.32767273234857,0.5452469134395773,0.18362680471644874,3.0945305905455167,0.10334336359412395,0.03620965105297152,0.2088866433355122,0.0013062884504000222,0.0018050734635690255,0.16672346031327512,0.029280549944116704,12.275788842842825,4.337341618454659,0.050367632844599115,0.71055567688783,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05762705555181163
5,0.7571070370102945,11.83481971885679,0.4176667936844362,0.24420961718796522,2.52180910752961,0.10426738361781095,0.025682651047881564,0.20184509473604742,0.0007525424797312806,0.0017942593770654694,0.1528761304811619,0.03184309488497785,7.872382528027117,9.288014777974986,0.08469722573679456,0.6080122085373962,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05820229257640563
6,0.7298685123201047,8.833884064861438,0.6554099956695464,0.2625575191443526,2.4039775675298585,0.1198607789620735,0.020747948844829445,0.17332829277442593,0.0010411000351875507,0.0015070393636917576,0.12594462487038227,0.026122103613383508,13.166693756280466,8.552274199191817,0.12107212462769452,0.8016140241590285,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0680919427841908
7,0.2973817801974203,9.563500561588828,0.2571311090474801,0.24075669453375464,1.2683435634227889,0.1010107980754326,0.023387963241054303,0.17016312839410053,0.0008812074680499351,0.0015229634868233384,0.1371311462563164,0.03150261101636626,11.349591316582595,12.62935738788229,0.10221360658827591,0.7152989642606434,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05618020653595583
8,0.5663254530964887,7.291019287060785,0.5013818586089405,0.22933225506632876,3.2877788498796816,0.1353583372218543,0.026298184898753345,0.2127314494366605,0.0014303896988871498,0.0012262053498155023,0.12123837714792049,0.035371915929957594,7.556343438222789,8.725798952462142,0.12199498946446763,0.7572066552151124,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0782742395196062
9,0.7724883144182539,9.900636491247385,0.3956916696029446,0.263523168615655,3.33860933712002,0.13203190303887125,0.03127520569302555,0.18349743312938271,0.0009066740548774264,0.0012576361783573674,0.1601145072523409,0.03586343971934259,5.66140966130909,10.96592804533623,0.0839865726711865,0.8849371596584235,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07605803917282929
10,0.2880260996430595,12.873031069405018,0.5013972928852322,0.2561661774612727,3.6128375890988536,0.1005344750637029,0.03329646741943373,0.17382367489261458,0.0007205128673386566,0.0017719246440675135,0.16177758047017338,0.026868545210163387,11.021213031864146,12.036114749729835,0.1256106243691385,0.8256808242733485,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05588567447919867
11,0.302310093611862,11.44923510017437,0.6552556605932114,0.24557932789597972,3.376605506986695,0.10934118338071688,0.023706391313000008,0.18863804375511695,0.0008995855371799371,0.0018231877289744812,0.16790177643426824,0.025025194687347815,13.203191420271024,7.622561979247381,0.09929862791432345,0.7963549118893839,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06138219334972089
12,0.24736351552999616,11.69889224556821,0.2800895796415297,0.20885311439519344,1.3149692120431211,0.09382374230675149,0.034910921904756406,0.2060662769316087,0.000739733255279309,0.0013813966221148009,0.1493976505868773,0.028627967664591865,8.937007513391968,7.99744678053861,0.06510720239231862,0.669388853379402,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05176903583061649
13,0.9237929153122092,8.912307824385104,0.463149651161162,0.2603258436171294,5.94696425391802,0.13908787624620222,0.02709468287261769,0.1602814081083483,0.0014191526959519212,0.0018288086068130463,0.11736660509411767,0.02566318022655685,14.26809265415492,6.115392563973995,0.10317153144102001,0.6416484596016148,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.08077936900211335
14,0.03427416800617436,9.560855364230347,0.40885059071019547,0.242681829150962,3.2157600621253106,0.10993401328321195,0.029760687888762974,0.18013564854049957,0.0006605477509562627,0.0015620269573805104,0.12760658208932718,0.026475253909760632,9.14628617603671,6.279759757488772,0.11437092981574967,0.6565656487811231,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06175610287543326
15,0.8641804597791952,8.955011047296681,0.3977035347224938,0.14634091632572904,2.7014197121394474,0.12817443811946272,0.03867536041772025,0.19970047147794792,0.0009307224110231703,0.0015747834766112194,0.16676227853134476,0.030792686769193806,6.121419702290114,4.5970654765511885,0.05425232107209442,0.6955765917266117,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07350922232825398
16,0.8627894048605008,7.608506872113978,0.22112902283381525,0.26146942774926735,4.11307295798902,0.1276705524350497,0.025900974179792008,0.1674098012811133,0.0008684345437770159,0.0017227643828319804,0.10727075222926505,0.03430406634840977,12.42056924866114,3.8884153565304227,0.11695839946260889,0.5306051319790452,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07317794486442798
17,0.9953139400182515,11.609266810135788,0.2175183181307836,0.23732517980606652,1.8764381686952771,0.09836355769312864,0.025299235570122425,0.1672094479902197,0.0010364981118296966,0.0014138385538457043,0.12003423690795915,0.029290132120879588,13.724045487673484,11.08260303843042,0.12691971918598688,0.8206174074109577,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05454723937370018
18,0.14605817555062223,15.247880355628851,0.4928777567032008,0.26094021108444276,2.281078985371271,0.09988903273594171,0.027487378502667494,0.1853337452959106,0.0005868946324443355,0.0011595232968228742,0.11115026947167059,0.034854246152708795,6.415143584049214,10.95738132869382,0.02341301141927857,0.7979731255317054,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05548706568900081
19,0.5081058581041946,6.682219205558389,0.43616909182524427,0.27472334322809966,4.101943076002519,0.13183112717254605,0.025243195770108175,0.22377351906348752,0.0012774242862130204,0.0017306547975901388,0.12100776646147912,0.029075361998364652,1.9634808817483727,12.210909986396112,0.07663725877401519,0.7669053708375612,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07592481791197962
20,0.7474435040261727,7.587039890373888,0.29263769582726323,0.16898565341582625,1.13692211196402,0.12739055015769352,0.028995943215981167,0.19696125149890067,0.0014456162906565857,0.0014394407930221086,0.14427348801249681,0.02942034087939486,10.70451357276314,10.497482674773664,0.09272910027598125,0.8008073344639521,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07299402394777806
21,0.7680568994217831,14.575108165377806,0.3607697908423045,0.2277642015779504,3.690478060859326,0.09229969746917444,0.03244413679037457,0.17131590643864752,0.0008952341808267162,0.0015234279432875788,0.11508141685886213,0.0368499405934415,14.008769465946875,12.267947256367496,0.1408461076638464,0.8184087335508121,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05084260587543427
22,0.7087159898813673,12.326550868213051,0.7358459896152613,0.19032521769281843,4.954811506752076,0.1233984921486465,0.023016985544945724,0.19563857011780106,0.0007919958847179267,0.0014592461372334373,0.11945078671612085,0.035955616089070774,11.071192151270928,7.39431297841006,0.07556520459101707,0.7469295595115262,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07038459952636275
23,0.7580334377647512,6.854093283075934,0.5991417002318649,0.2024025869163887,0.5138221746051383,0.09544093067000126,0.027050084047427377,0.1800221638072082,0.0006193863980853417,0.0011436886765049444,0.15909674356094344,0.031034002702410468,5.518199708163818,11.165924491419556,0.07122367233937134,0.5685872694493079,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05275549928469224
24,0.6265855202865345,17.418569322400792,0.5040813866246132,0.26106433833414766,4.652426734486262,0.1115748209413649,0.030107981675096436,0.17067797011357855,0.0014998591952136106,0.0018672145230571114,0.16541585920147292,0.03493320238299542,9.019539583028893,11.21812331086179,0.019203089460962327,0.5988619263693291,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06279359453746475
