,rr_die_a,beta,rr_sus_slat,rr_sus_rec,r_onset,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,irr_hiv,r_csi,r_recsi,ppv,irr_art,r_die_ut,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_dx,dur_succ,r_act
0,0.11304970236495393,5.459269733163509,0.5932245414382324,0.24302930638450995,5.869267775940514,0.10588062869757835,0.024278879607416166,0.22257731667807637,0.0011775406621466345,0.0013063228460744615,0.13910744976769268,0.03282910371527966,34.964047651331775,7.747025910707569,2.5251760928523703,0.7200830502788116,4.733800006526932,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.059209447919323685
1,0.9372426648288938,11.102651460974151,0.5181861454704235,0.19824267373858834,2.4379167991395194,0.09948457948346245,0.027319301694327065,0.1952845398938434,0.0010482743444500905,0.001537944351413504,0.16013726230782693,0.03382265820541524,17.0718188630558,11.112216887789563,12.312911639998646,0.701381919574929,2.0143256622497097,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.05523757684593446
2,0.9807447090213519,3.374109162898739,0.23651994103868745,0.18289576377832106,0.9829556901715703,0.11711917190361217,0.02555405176187233,0.2317904736392657,0.001074733550398844,0.0019327645906874464,0.12873041148716663,0.027792530625630776,40.0355932629352,14.194375435526439,9.433031529126271,0.515749889338029,26.88966814405957,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.06632784866114783
3,0.7674649755774038,5.612634634518557,0.7625817814408711,0.27643789132865876,3.2491224057984143,0.10717279738793499,0.029582931671686623,0.15853738224352196,0.0008687319208212196,0.0012590717834133033,0.11363381077136968,0.027861279290596317,38.549877161374845,10.308576658460009,5.943816220774211,0.8773490436079047,27.266959698636764,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.060018779151435504
4,0.34364198569135324,5.502506178868768,0.5853460092457926,0.2864976943991472,5.845283971465538,0.1054796230455348,0.02597834775976999,0.20810176564781452,0.0010438289486326344,0.0018559364543525325,0.15844033860190498,0.03395885820170271,37.84359697471774,5.723250633971717,4.5314264329986935,0.6980363434234349,10.25782615548911,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.058958759220587416
5,0.4234178698898068,3.8144459554259473,0.6936117878653998,0.26868138375146844,3.6321905082115653,0.09972923630047399,0.02309865092545738,0.15960609340265547,0.0010203141773067837,0.0018458892324664693,0.15273809899660834,0.037016752235728555,47.766581035155035,3.279294382978485,11.599553709438146,0.6332282485631908,19.767503100047584,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.055388467737557
6,0.572367677561351,5.399461368778269,0.6468906314826044,0.24152218187915697,3.975912251860822,0.12416027939603488,0.03873160991390858,0.18045753461832478,0.0008381156155867496,0.0015433532174164218,0.1290077037133442,0.02871409873810369,47.951846427380936,13.144595942515721,8.379326021059475,0.7307747008772503,37.07729699490905,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.07088070823644305
7,0.8157649242801585,6.815749419004122,0.26578044606037565,0.28808683365714954,3.5351818539351196,0.1270019920853326,0.026054740865017488,0.22794759088408004,0.0013606518072129803,0.0019918928493935025,0.17378736790719362,0.031267633985462624,23.55317688099549,6.8719384957486795,11.30042391822926,0.7838066187703217,11.743084122198098,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.07273899306408647
8,0.4625869202517959,11.753333649407812,0.32984956437568813,0.2492712314139961,5.6202665208035185,0.10738839572773315,0.02871180906994496,0.22964804538154582,0.0012486121433429725,0.001452862912803813,0.1235371735371472,0.028434693564891575,21.304483830201974,14.089253982904458,11.300734495454062,0.560960221786431,6.039229006300816,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.06015404416307434
9,0.35767234566216133,10.78819748556993,0.6658406786037653,0.2920336906365636,5.635239266583232,0.10017967600179477,0.028394278570761707,0.16967947966415822,0.0010893214560089414,0.0015332175748462326,0.15555935031407953,0.03763650350402659,15.29600715512416,5.559970766506034,7.064796798153262,0.8474196694127005,2.044543884085157,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.055666488814490586
10,0.8615540342412144,6.023299810872163,0.46449381227910513,0.14566295586881298,2.6230822109836294,0.12181199639770929,0.028225940640250566,0.18845872122633678,0.0006585688949086431,0.0012570339850495778,0.11531246571422174,0.03311779991972965,31.920101511318506,8.674719526575075,9.87296090216127,0.6163818589913655,18.8834118397579,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.0693541678422169
11,0.6580294808621621,6.605357540171532,0.7277689097919525,0.22547477888449435,3.872406396896376,0.12513170153238026,0.028165639247110578,0.23060060281812092,0.0011600798383985104,0.001875302563679709,0.10930724956157406,0.027832825103406532,28.18413723929169,11.068961446814019,9.102036422360515,0.8041028081938251,22.69757040158194,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.07151459354028222
12,0.22123309150083148,3.8308794627296274,0.38951120632687847,0.14315360468780527,2.338448117157409,0.13519065926758272,0.032006441937924394,0.1608849266195641,0.001249902542439695,0.0014938077555691808,0.15600118157124698,0.039686276351430544,46.538760428145046,11.174069359281624,9.045288886409125,0.7722000007026422,10.190540221151634,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.07816211787969829
