prv0,r_death_a,r_death_tx,r_sym,r_aware,r_det,r_sc,p_under,ppv,r_death_s,r_death_bg,scale_dur,p_tx_die,Year0,inc0,adr,cap_report,rt_report
0.006368917175057541,0.02035344410424967,0.1978021978021978,1.584956089562084,2.716533258410341,7.321499295236111,0.2925798683959221,0.3763003982541918,0.844269158772944,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6236996017458082,0
0.006321539368575338,0.04257041339856212,0.1978021978021978,1.5871516771733856,3.1479636554545003,5.198731077643308,0.2935644273008845,0.39009202811749116,0.8117588552335684,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6099079718825089,0
0.0069269286354143814,0.037111511158873935,0.1978021978021978,1.3888034650895387,2.872302289492128,5.471415020064514,0.2764683989735244,0.3846471863258091,0.8171601053437526,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6153528136741909,0
0.006538297330305586,0.04130977165643963,0.1978021978021978,1.6065864629592563,3.3731424311442892,4.160354255403461,0.26616675574791987,0.3882957638773052,0.8317682379236161,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6117042361226948,0
0.006669773288138307,0.028698412479505428,0.1978021978021978,1.4120132441480595,2.8026577215637145,7.5043574074284285,0.28557519518229213,0.39718998880769685,0.8099260685249207,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6028100111923032,0
0.0067203982285979355,0.057402916789165474,0.1978021978021978,1.3393106769382181,3.2684431683222064,5.338572905855313,0.2915618338010633,0.35112231013595524,0.8424049504409171,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6488776898640447,0
0.0065957470137307465,0.006258581144864744,0.1978021978021978,1.492423115183547,3.6008782359724725,5.0568233957944475,0.2712852674301978,0.39725621015294593,0.8430644802099984,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.602743789847054,0
0.007502435246956998,0.01852933441119051,0.1978021978021978,1.222960801485592,2.8999955596911153,4.800032085173371,0.28632135597264774,0.3896917832380043,0.7899471777101785,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6103082167619958,0
0.006661479043824571,0.001270524342352363,0.1978021978021978,1.5053261252970427,3.056248732818652,5.2169894717827585,0.2962005881239422,0.37616662339641227,0.8403088175355635,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6238333766035877,0
0.006660758489646814,0.051040960022787754,0.1978021978021978,1.4174008238602378,3.295101693545088,5.611303894089197,0.26136351735449975,0.395276410666317,0.8230918566558516,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.604723589333683,0
0.007066158613645023,0.021966561815139868,0.1978021978021978,1.3542685059424169,3.411902729434169,4.912869670521928,0.2519332911878897,0.3880154791337962,0.8492838398287121,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6119845208662038,0
0.006329138379590023,0.0012446749002602755,0.1978021978021978,1.4961384729577942,3.5451741419805125,6.284878294904814,0.2959061224669605,0.38888164016694166,0.8466916543589511,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6111183598330583,0
0.006992625957921686,0.015123869294307691,0.1978021978021978,1.3877415023190285,3.293265779240013,4.6667783218876,0.2731872870983835,0.38990155324258313,0.8256524973254399,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6100984467574169,0
0.0072796793463287685,0.009735156414969448,0.1978021978021978,1.4562180886178793,2.7812882375524692,3.757562720988713,0.28192107353187024,0.389599170490379,0.7959901674359907,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.610400829509621,0
0.007498604968746317,0.0074271614753029505,0.1978021978021978,1.3845004404024162,2.9774200887485502,3.311164463207318,0.2843353527937769,0.3590853674104942,0.825934173401098,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6409146325895059,0
0.006096317883689127,0.05556124700432278,0.1978021978021978,1.613525212861024,3.1483098656252193,7.339163295320809,0.26262115904729366,0.39097105828910067,0.8474644969019041,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6090289417108994,0
0.006511382903478422,0.00787855144507019,0.1978021978021978,1.5966662249247736,3.0907815840844286,5.462202974462018,0.27099830354644666,0.3985341555788972,0.8352387664520414,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6014658444211027,0
0.006215292932412292,0.027919805202633177,0.1978021978021978,1.7925972810469615,3.1706665391294777,4.346562165530291,0.2874671065547161,0.391111153972614,0.8213801100427021,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.608888846027386,0
0.007031225330951542,0.037229055050624814,0.1978021978021978,1.248555541058256,3.4627346786190416,4.988389840757533,0.2916020136856844,0.39565928803694145,0.7870295835510329,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6043407119630586,0
0.006222839548036031,0.029008519520487698,0.1978021978021978,1.6000474566648002,3.736606300620529,4.609109994480211,0.2966271940159129,0.3870969568630047,0.8281877365522321,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6129030431369953,0
0.0072830577271459284,0.038237120605643604,0.1978021978021978,1.229383534201573,2.9894454169164417,5.452410047773632,0.2772939335086384,0.36026630825076,0.8368720706224201,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.63973369174924,0
0.006554428296959032,0.04882352229428374,0.1978021978021978,1.4169609710254143,3.2231805081664198,5.584424888570301,0.2922828186641686,0.36077562013556874,0.8421058051134123,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6392243798644313,0
0.006399417828402186,0.035249112688993035,0.1978021978021978,1.471486992109715,3.38103063372189,6.42013688396253,0.27409529310570835,0.3882882651863783,0.8423492539234618,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6117117348136216,0
0.006321845273646268,0.009612402738510913,0.1978021978021978,1.6773261852650168,3.2765713420103477,5.076937240435185,0.2740211211776363,0.39652570492329753,0.8421778885367038,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6034742950767025,0
