iso,Country,Time,Year,q,QCNR
IND,India,2020.375,2020,1,4.3206754556060777e-4
IND,India,2020.625,2020,2,3.5104884548765023e-4
IND,India,2020.875,2020,3,3.84891229876107e-4
IND,India,2021.375,2021,1,4.5796757355921037e-4
IND,India,2021.625,2021,2,4.3747000221432846e-4
IND,India,2021.875,2021,3,4.8383928175435727e-4
IND,India,2022.375,2022,1,5.231397382957274e-4
IND,India,2022.625,2022,2,5.560974596484002e-4
