,rr_die_a,beta,rr_sus_slat,rr_sus_rec,r_onset,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,r_csi,r_recsi,rt_cs,ppv,r_die_ut,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act
0,0.6886522501309549,6.710616466898095,0.27505559986552813,0.2867358817960671,1.1568127904310013,0.13789364059986323,0.03416091605185172,0.23892067265010197,0.0009461795212816289,0.0014223723954640212,0.13670460280584698,0.030195174229213268,3.5006334048674907,8.737293781270623,0.05146564283404651,0.7414279532203316,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07997484248684301
1,0.792179301595618,9.017806044899501,0.2901420538170725,0.2697580380483719,0.9228792146734829,0.10182796134689956,0.026869771966904994,0.16717780558475073,0.0006214564229670874,0.0017414160668024854,0.1556177475943025,0.02916283035695667,2.8101698877555337,4.9090884985615615,0.01845412630154998,0.7076522878690626,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05668622322044274
2,0.5521519329417037,8.115676848680057,0.5742718438380632,0.2474532815704394,1.1605957540741059,0.09496779972952722,0.028741948572728337,0.16059856783647547,0.0009702502241996161,0.0015755122762871206,0.13404144065882742,0.03290919681233511,3.566784022674538,7.16939404448528,0.07995857663918615,0.8863259641694667,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05246653085997696
3,0.6512841067504513,7.2548492733464744,0.32017640000505854,0.2490107713091524,1.186656269224643,0.09824218264094521,0.03489674563169974,0.20233766812078469,0.0012417757164130687,0.0015066413640353142,0.13692039303400225,0.029696412774125155,2.700942276477931,9.98461304424692,0.09898377042040876,0.8035450274440099,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0544725982684927
4,0.710827966309344,6.109428727436454,0.2693055099886108,0.2193669479244291,0.9721457689227284,0.09931066479142231,0.032309818648376384,0.18711694656210817,0.0005203949442029428,0.0015818752235770128,0.1562666339086065,0.03835483397942465,3.0440083542912837,3.8289721481763856,0.14249743261348674,0.5168988218771849,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05513036565955585
5,0.14961812306828065,8.309674421359864,0.26700237078435257,0.22166117523394607,0.9925030211104289,0.10977076595910254,0.02585225764366936,0.22748847378337256,0.0005631203614671694,0.0013367457011006921,0.15887200873488677,0.03437841719950265,3.6647442011469775,5.443872320617093,0.03410546488870471,0.7215463256974418,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06165308987935327
6,0.32933670393517844,8.265427599351812,0.5050909895971292,0.15325869215974416,1.036132648067634,0.11170480704699268,0.02571505514204641,0.20262107498408957,0.0009712878955802742,0.0011415189706774475,0.13229650048064903,0.03978298279724355,3.761378541580034,14.46731616050273,0.028324040727596506,0.7524478439560489,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06287594930894898
7,0.42426576147497874,6.7586144254548906,0.45977275909301085,0.2851595329619706,1.1608097863958993,0.1070330510672257,0.023281819912925578,0.21609296506158615,0.0006500877202968056,0.0013665780273406684,0.1314949674981825,0.03830363402667085,2.545001078024161,13.702293347801172,0.09265721021075699,0.6073047991504976,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05993113809819378
8,0.05086263003392391,6.880578458541918,0.5379442594099173,0.228486172645291,1.246378285265637,0.10342124418144086,0.020097311177566936,0.18550756745507035,0.0011862199928348784,0.0013854342705357872,0.1198717751687808,0.02812728340592754,2.3708797566095003,9.579437814773875,0.05587473077287629,0.8696549335047581,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.057675493374265405
9,0.9591932918119419,9.363705919527032,0.5030575306689199,0.21764925024831008,1.038656088420299,0.0959684004949428,0.03393127193281808,0.22132734267606233,0.0009102537363810504,0.0018750292360943243,0.11439672576438224,0.03332914601113406,3.268382228561581,11.378799556159484,0.0481862889363831,0.7443451145528739,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05307801217760749
10,0.9451750706726842,8.84034297665609,0.6037112082057513,0.21393537180303124,1.2254189056728253,0.10580974750817825,0.03480319570282442,0.22149215583355664,0.0013827434671382392,0.0012648477175101695,0.14798143341357944,0.034663101566156894,3.655517544767393,9.708719475187184,0.03850170738767675,0.8267534028392932,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05916512018181835
11,0.5784087249174787,5.580041609201462,0.2761620873146523,0.28784194125900653,1.1420509191814594,0.13172516848549437,0.03745756964369604,0.1505474838514765,0.0005061375786531749,0.0011699616335441444,0.15652523044590316,0.029720718621358513,2.8629892361116203,14.237383157027509,0.10134846325207572,0.628443229692024,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07585453574401674
12,0.2517537360212098,6.397194777662315,0.7814860043148683,0.17127105630828443,0.9222345829894953,0.11152328261066102,0.03159852543149451,0.20858153351025044,0.000616084852844081,0.001985017392620121,0.11782060318633289,0.026839485185759564,2.5549749343947723,10.269860956095535,0.045523556555895475,0.7260799832001802,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06276094827693186
13,0.5192599561770177,9.292154523375617,0.3252711767500039,0.20967771697930054,1.2229018982956568,0.119111225146461,0.021561584124800293,0.24010426111004415,0.0007945909394773108,0.0017457533202972656,0.16967902548579564,0.035727798993175436,2.9728349577566564,7.640678654892791,0.0007392334327159036,0.6263928040566591,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06760854976626592
14,0.6406898122395708,8.113960963169564,0.37699157789334203,0.21351318247251816,1.157714799277927,0.1016466552574346,0.035310293742565516,0.15235998983213786,0.0007901246705434179,0.0014178537016029523,0.14811994522382804,0.030005202040404088,2.5382992119641803,6.947484331515774,0.04172006033043375,0.6906546813061542,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.05657387254820249
15,0.46349789792673335,6.752846101196754,0.2769398874460218,0.2565389657464209,1.1646139911070539,0.11155477020540248,0.022693758014104934,0.21822138345723235,0.0007065554530192758,0.0014601322765261475,0.13848858789342144,0.03324378793699644,3.174819474654258,1.2545257667353855,0.06016902961935154,0.6960853446663895,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0627808932190413
16,0.48414371851577287,5.501498902522911,0.4282824572803609,0.28581576933809066,1.116610431188128,0.1077567163087464,0.02860875674260225,0.1569494896765383,0.0014159219327579341,0.0017024718985925386,0.12420136337582578,0.031110408714271356,3.276489060749885,1.960201692040438,0.055414467771342214,0.6424334881217526,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06038527735560623
17,0.8477972978845472,6.492864906873252,0.415953412281439,0.1994514599167839,1.2241008708628334,0.1229451831160019,0.03754679529026049,0.2192185826940384,0.0013624343518646147,0.001802637085412315,0.17162762061665213,0.02652879876940833,3.7749406214842445,11.420730429428877,0.09370502689986067,0.5745779193679189,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07008979413213974
18,0.14880343501150686,7.619838505396762,0.27833082116446306,0.16456018330667763,1.13105593656707,0.11666767977859638,0.02999402988235796,0.22441667661375092,0.0007687487937909226,0.0016122359613848303,0.15532425265124541,0.024517956616256054,3.5256985136894015,4.40242923315839,0.027874481003183897,0.7035952369412779,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06603838504932895
19,0.8914049507720005,7.0604942223636336,0.6255679518136216,0.16096407384949654,1.0268695717794574,0.12500515383526226,0.03972665892538235,0.19802948625344294,0.0009841569744033654,0.001541783102725224,0.16801639129223922,0.028967498759941705,2.694189202333702,8.471974396838318,0.0031856641054988435,0.6365601439881188,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.07143193721836344
20,0.18192771218602288,7.959420515540783,0.3264198510333685,0.2831655242988517,1.2420066157749674,0.10811455267035468,0.03166131805994418,0.23646698461395319,0.0010471140098191694,0.0018428413336646974,0.15760125265304445,0.026224064319208297,3.0761154016600845,5.39377107945249,0.03349984966180136,0.8442923001121504,0.127,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.06061011141848746
