,rr_die_a,beta,rr_sus_slat,rr_sus_rec,r_onset,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,irr_hiv,r_csi,r_recsi,ppv,irr_art,r_die_ut,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_dx,dur_succ,r_act
0,0.8262983006339597,3.5098276132157857,0.6883831643887796,0.2828108289960728,1.605647775231386,0.10699942418975243,0.03804038862775577,0.21180859775625205,0.001010607192611869,0.0019320084557133178,0.13080331398533918,0.03638598425719815,43.994396037377825,4.804720141031775,4.632503786903863,0.6674325629644522,33.450216516259715,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.059910053301291816
1,0.8900758086213685,2.6049194256081636,0.32468120673772627,0.17093473370250403,1.694559594011382,0.13956429627680228,0.02212822152151599,0.1846554670494594,0.0013781208851755405,0.0013236120900465928,0.17127388069466326,0.028446834324119506,45.97048036038393,4.308464923145656,3.756749130518778,0.742862579174593,30.606707680584538,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.08110094436626268
2,0.669884625446888,5.524708883015474,0.6181252465990609,0.14120343266251537,1.485656382421989,0.09699950882713611,0.027018390342943514,0.21437809095740698,0.0009551675041247092,0.0013640378081693867,0.1365495179346087,0.036414443776941946,30.17246342517622,3.8322230432543756,11.330851634569514,0.6575360399333774,3.7228222696711297,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.0537095548537012
3,0.28495490486476677,4.894277088200601,0.5189651087472241,0.2887573292970596,1.4776183589666163,0.11437884333120255,0.03697218525441892,0.2397068549580552,0.000689687770199164,0.0019344776782235747,0.12095836185513084,0.03878191418863705,24.24449314312909,4.662973067117983,3.3657109439570156,0.7903523954924917,9.816522461312493,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.06457549171557206
4,0.8577192593876611,3.466351328087204,0.20443764660470676,0.28928446762030047,1.0748624647060625,0.13489430888354445,0.03833622143360456,0.1806661968786412,0.0011364820782885981,0.0011969868801957326,0.166746267205185,0.02619929946117024,30.771893817029977,4.548841337458189,1.1795295907261352,0.7499755441956245,7.564820462841521,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.07796406281263601
5,0.9282706123279056,5.786376003790234,0.666508845822466,0.15472810421094807,1.4451540107838208,0.12317865174415388,0.03037886124942471,0.17229770934463104,0.0006927408880627305,0.0011598365070300883,0.13242736042212577,0.029034790747069453,15.97277630149924,3.287675372717767,7.159444333300899,0.8680567243036443,5.327683641811406,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.07024159025620108
6,0.2948763604106761,4.677087418711831,0.7635661984572942,0.2861397295726636,1.0912239033062172,0.11198263753461805,0.024596784088175342,0.2095084170915109,0.0007462951577598614,0.0017749173946599922,0.12054261994093243,0.034784205979032506,11.239694027605415,2.540873012689781,6.544625009546575,0.6026631288540322,6.3234099193871725,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.06305205408581385
7,0.8402231915324943,4.345023776740544,0.6833813491741483,0.20220762979178203,1.6378794289626912,0.136614189075654,0.023927806543292674,0.16245307196918654,0.0011049461912238222,0.001676962445899285,0.10693379467935105,0.0282504183695381,32.45803715464572,5.108508449648528,9.453061217850566,0.747661526510144,4.343507846677777,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.07911537770663271
8,0.09229336071556854,3.8408551797729613,0.6599875356494518,0.15362716815159305,1.779534370348577,0.12866225662873101,0.02997601426556541,0.23681958524899857,0.001103885676847559,0.0017563597751078853,0.12838865524195114,0.03373598727107449,34.08147153693752,4.056652599143958,6.88064704398527,0.7302112996381592,14.017644562810865,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.0738303015148451
9,0.6450511021917448,3.66814097242283,0.33081721495024324,0.2560495683888853,1.4109489708508751,0.11035618969295416,0.02598063842823276,0.1905697568762654,0.0010009653050847994,0.0014934267344615343,0.14461819923134056,0.032018295976037475,43.150002537744925,2.202522209424508,10.364872109636101,0.6247934145181091,10.619930399919818,0.127,1,1,0.5,0.6666666666666666,0.45,0.5,0.06202268167013186
