Year,N,IncR_apx,MorR_apx,CNR_apx,CumInc,CumMor,CumACF,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevUt,PrevA,PrevS,PrevC,PrA,PrS,PrC,N_NonHIV,N_HIV,N_ART,PrHIV,PrART,IncR_NonHIV,IncR_PLHIV,Key
2014.0,,0.005208441529436348,0.0008562614309354994,0.004349942146473314,84359375.79492745,13402525.479368448,0.0,0.005210038325080568,0.0008564186887129255,0.003776430706248936,0.004350442316172749,0.366219448433338,0.7577039139929752,0.006288626271624179,0.004820053656103046,0.0029960465651348803,0.0012055920375334732,0.000618415053434693,0.6215795048964552,0.2501200450345566,0.12830045006898821,,,,,,0.003189242551483103,0.021314543363513964,5
2015.0,53329230.498126164,0.005088953509416974,0.0008404578993983388,0.004269373802367488,84635531.83800039,13448027.800675109,0.0,0.005090119103510698,0.0008407192080064029,0.0037062240232965797,0.0042695643263056865,0.3661837351739685,0.7599129760291409,0.006167944135280046,0.0047246779000053776,0.002934976457104004,0.0011822973009762011,0.0006074041419251725,0.621201385410985,0.250238709600681,0.12855990498833395,47383536.97737165,3015116.8139136266,2930576.706840885,0.11149033026012678,0.49289064372577907,0.003146940358018906,0.020161420379295393,5
2016.0,53921086.28937569,0.004956560501254889,0.0008220228724598801,0.0041752390796688955,84907847.55594003,13493101.84499604,0.0,0.004956741502972646,0.0008222306296854695,0.0036247974363801784,0.00417576102447475,0.36591911951993994,0.7622250596214526,0.006028841686976638,0.004614981499055876,0.0028650643367830126,0.0011556309226823784,0.0005942862395904852,0.6208181630563723,0.2504085710676836,0.12877326587594407,47762901.69129737,2780072.6907948423,3378111.907283483,0.11420735415138882,0.5485564541760619,0.003097845936943641,0.019019842515440696,5
2017.0,54504896.879061855,0.004819035671437952,0.0008014887346273542,0.004069842314085149,85175644.16426164,13537584.337982873,0.0,0.0048188758304809195,0.0008015416848892569,0.0035335153003034584,0.004070604145297193,0.3653787470655022,0.7642934530653014,0.00587606250730692,0.004495321735863221,0.0027896616086429166,0.001126304833179717,0.0005793552940405872,0.6205699552909147,0.2505504387359354,0.12887960597314968,48141441.728458,2527781.8788348483,3835673.2717689984,0.11675015484798354,0.6027658215529373,0.003041688205888663,0.01796329888012014,5
2018.0,55080591.71988143,0.00468271096787598,0.0007798588986317075,0.003960431636787672,85438639.06025657,13581357.579550572,0.0,0.004682313784029658,0.0007798444268263387,0.0034381022706135235,0.003960688483084672,0.3645442647377376,0.7659197586006948,0.005717326991810251,0.0043724214799247384,0.0027127535241379345,0.0010957700670482546,0.0005638978887385496,0.6204236111713156,0.25060943280040693,0.12896695602827746,48520405.41714899,2287245.5718618073,4272940.730870631,0.11910159455248785,0.6513444182356334,0.0029800065395760023,0.017019107050467268,5
2019.0,55648397.74537915,0.0045502498602981774,0.0007581391117711261,0.003851339597318945,85696787.8545581,13624361.150241025,0.0,0.004549748354004515,0.0007580718596569124,0.0033429689573525336,0.0038510950537640966,0.3634240440377503,0.7670435870125107,0.005558899403198275,0.004250658966435801,0.0026368775132495923,0.0010652719438558112,0.0005485095093303984,0.6203455826663571,0.25061336424950764,0.1290410530841354,48900766.68805309,2075520.5231477756,4672110.534178299,0.12125472305959384,0.6924075270988134,0.002915048931551551,0.0161826235543358,5
2014.0,,0.0026314361955298276,0.00033362459963106684,0.002875737833091787,40885804.592677414,5001014.108786949,0.0,0.00263189385211452,0.00033357971759237064,0.0017329997194460325,0.002875569512177227,0.22976842601620984,0.7438218885593944,0.00363245489175013,0.002963141095612903,0.001930726292236268,0.0007256772729699509,0.0003067375304066841,0.6515809507332664,0.24490135621430817,0.10351769305242543,,,,,,0.001602883246104672,0.010790584983982898,6
2015.0,53212769.879060104,0.002634700767331105,0.00033524066731846567,0.0028855392932326746,41026715.62283893,5018908.552410349,0.0,0.0026349979759344535,0.0003352614480932059,0.0017390038680940125,0.0028855322066920395,0.2305722102210081,0.7449959975265555,0.0036429172559816706,0.002971315726480758,0.0019355321900051236,0.0007279053020053242,0.00030787823447031007,0.6514057637010451,0.24497743390853288,0.10361680239042206,47253009.0876355,3068973.939850767,2890786.8515738524,0.1119986951434727,0.48505081877335543,0.0016073723957288604,0.010552690546147603,6
2016.0,53803342.438651204,0.002635820654193122,0.0003365606069506387,0.002892421310340808,41169279.20215289,5037080.887582872,0.0,0.002635894900132585,0.00033660362390546135,0.0017432565984568796,0.00289258876973555,0.2314313919924043,0.7462338948858923,0.0036503848490516445,0.002976802144426064,0.0019385838300956478,0.0007295832173749586,0.0003086350969554576,0.6512303257122963,0.2450895900962287,0.10368008419147498,47622490.05746105,2830820.753752726,3350031.627437423,0.11487859491699447,0.5420015591429415,0.0016117380677867564,0.01032261734239395,6
2017.0,54385878.661690876,0.002636422600474651,0.0003374967416970195,0.0028969847501160327,41313405.13437663,5055509.568831144,0.0,0.0026363822458506337,0.00033753223464935727,0.0017459282268503641,0.002897021807473574,0.23232494482912958,0.7473701198460871,0.0036551860483749468,0.0029801797019902102,0.001940409602227416,0.0007305933350488807,0.00030917676471391343,0.6511048984501104,0.24515076542564837,0.10374433612424123,47991613.80522868,2574393.6147774844,3819871.241684707,0.1175721531730309,0.5973902125471479,0.001615458404596943,0.010118820038563113,6
2018.0,54960317.105734386,0.002637602628920437,0.00033815158240705403,0.002900186185792743,41459082.14761477,5074173.558368681,0.0,0.0026375984531121933,0.00033816233174406547,0.0017478775404116053,0.0029002563069274808,0.23324154028074356,0.748274691945766,0.0036588856036617163,0.002982840950664388,0.001941959616312625,0.0007313389073223106,0.00030954242702945227,0.651043635390643,0.24518199911376926,0.10377436549558763,48361715.22668803,2329334.124189155,4269267.754857197,0.12006120463882614,0.646995808068694,0.0016185490083167357,0.009948284682659693,6
2019.0,55526883.578353986,0.002639698260871435,0.00033869813987859754,0.002903427280521096,41606335.73827784,5093059.906741672,0.0,0.002639701630059093,0.00033868865857149315,0.001749732206544827,0.0029033337577362224,0.23417844020134318,0.748962580505698,0.00366276547685692,0.002985837440944308,0.0019438309988092904,0.000732093891121225,0.0003099125510137924,0.6510170219429394,0.24518879731432774,0.10379418074273285,48733794.08620578,2113187.2479518508,4679902.244196346,0.12233874934764649,0.6889210350615311,0.0016212957297471718,0.00980744177686915,6
2014.0,,0.005570473072043338,0.0008357629040400522,0.005970172601545784,105363420.56195582,15120606.83552654,0.0,0.0055729555457768205,0.0008359515144489033,0.004465586885481149,0.005972738635255703,0.3290118344880817,0.5786718746551781,0.006181893872971182,0.004426723895837463,0.002962332200827629,0.0009031358404842287,0.0005612558545256051,0.6691928998809186,0.20401901309757886,0.12678808702150257,,,,,,0.0027843822020639404,0.027908350436553896,7
2015.0,53331567.930057555,0.005252073411866894,0.000793481915357404,0.005670268588498067,105653672.10908884,15164299.797257528,0.0,0.005253532720594682,0.0007937792231174102,0.0042409409213943535,0.005672273844542569,0.32777628262822356,0.5824396029607072,0.005868322903177202,0.004196516141677324,0.0028061554490123233,0.000856747162590051,0.0005336135300749497,0.6686869189285946,0.20415676567554292,0.12715631539586247,47412161.11819935,2993867.781460415,2925539.030397785,0.11099255172136116,0.4942284123025851,0.00268747080545772,0.025265145954231037,7
2016.0,53923455.33410372,0.004917507009097504,0.0007476317870690646,0.00534456868015311,105929318.30111744,15206080.557629067,0.0,0.004916842036395381,0.0007477568668539975,0.003997242112361942,0.005346325804699089,0.3260748616885225,0.5866424991050884,0.005529712889661904,0.00394854458204923,0.002638358911682877,0.0008068550886318805,0.0005033305817344722,0.6681851646496066,0.20434240309707632,0.12747243225331695,47794793.983736865,2757961.90275516,3370699.4476116905,0.11365483373412086,0.5499895091135891,0.002580754352182098,0.022691490503461302,7
2017.0,54507292.499563865,0.0045865395678151635,0.0006998222447225245,0.005005618948549361,106189595.66507903,15245730.391636238,0.0,0.004584915935070692,0.0006996978585776456,0.003742303375984712,0.005005344321317252,0.3238675955828424,0.5902743888070322,0.005179111826828932,0.003693975030817546,0.0024670904264711283,0.0007552283141328825,0.00047165629021353505,0.667868733786518,0.20444867868144098,0.12768258753204098,48175658.80151299,2505937.0255198404,3825696.6725310483,0.11616122187873394,0.6042195197913517,0.002465337767323228,0.020352971001687873,7
2018.0,55083012.30551055,0.004273714198356322,0.0006525853712442081,0.0046732569848809535,106434734.24866809,15283152.19637364,0.0,0.004271744446860851,0.00065231972655951,0.0034927101684521515,0.004671512502128065,0.32115421807956934,0.5927205430653484,0.004834651796194512,0.003446360356295835,0.0023011571654158007,0.0007046063140706695,0.00044059687680936515,0.6677064867032929,0.20444940204337303,0.12784411125333417,48556002.90371701,2266410.536037686,4260598.86575585,0.11849405340420295,0.6527643218324604,0.0023449920725304185,0.018315415176652992,7
2019.0,55650844.582144916,0.0039844588684736825,0.0006078667357078734,0.004357945738469213,106665520.54923135,15318378.301523693,0.0,0.00398225791460003,0.0006075342909995534,0.00325662818335258,0.004355751991885229,0.31797319755650494,0.5939555547313948,0.0045087754947810785,0.003213437952300076,0.0021455140530821995,0.0006570419982875125,0.0004108819009303649,0.6676693575323305,0.20446699393004394,0.12786364853762583,48936846.0717061,2056091.4342343481,4657907.076204462,0.12064504251195025,0.6937605167714035,0.0022241828021818903,0.016562631545401815,7
2014.0,,0.005271702730425966,0.0005509851987085057,0.005407271011132256,87972375.2154772,8817551.346390901,0.0,0.005272417616807638,0.0005510841034203683,0.003948544134988918,0.005407399388294361,0.2485417309069618,0.5432099334331094,0.005808736663684699,0.004280558538423211,0.002580459655630491,0.0010352166775958924,0.0006648822051968271,0.6028324650785014,0.24184149528702054,0.15532603963447805,,,,,,0.002186926873192113,0.029824525544168944,8
2015.0,53335122.7028768,0.005205454018781653,0.0005469382414086325,0.00535779413563621,88253356.69682273,8846999.520945866,0.0,0.005206254406474291,0.0005471134224301175,0.003912466301959515,0.005357992000258189,0.24886938670743408,0.5462577420016475,0.005754112640803539,0.004237751358416094,0.0025534652272914665,0.0010251188376172627,0.0006591672935073648,0.6025519223114241,0.24190160085286647,0.15554647683570935,47380733.20006697,3020298.981610487,2934090.5211993568,0.11164105754440638,0.49276093205101473,0.0021737570362280944,0.028688982590991615,8
2016.0,53927046.24819806,0.005127652208288976,0.0005413573217824623,0.005294203544388591,88533499.26338005,8876510.351253983,0.0,0.005127911997666399,0.0005414960652978496,0.0038664294279724823,0.005294946038069284,0.24913405930561372,0.5493946748475392,0.005684525617261606,0.0041838091471651665,0.002519730170423817,0.0010124239232806786,0.0006516550534606707,0.60225743617658,0.24198616324711397,0.15575640057630596,47759509.57780254,2785836.347489015,3381700.322906529,0.1143681528932549,0.5483064801444707,0.002157542393923976,0.027563886509776665,8
2017.0,54510922.00568257,0.005045272459636171,0.0005343605575443987,0.005218509511216595,88812226.00986609,8905988.868791081,0.0,0.005045253732049514,0.0005344229285883525,0.0038109546603758526,0.005218975195623628,0.24929984941048716,0.5522066787122433,0.005603522927385963,0.004122071701355616,0.0024817908683020173,0.0009979343261435326,0.0006423465069100658,0.6020736775359431,0.24209533420181514,0.15583098826224176,48137805.70609602,2533749.193324376,3839367.1062621893,0.1169144836501241,0.60243167169431,0.0021376871610601,0.026517147579668072,8
2018.0,55086680.824351326,0.004964008692235969,0.0005264875351107155,0.005139594173247166,89089320.62073652,8935360.586301122,0.0,0.004963887797758296,0.0005265310730250257,0.003752396329278296,0.005138781515895162,0.24934874504156987,0.5543735263479713,0.005517712396309861,0.004058099436440482,0.002442860030776617,0.0009822664648178577,0.0006329729408460072,0.6019714570915851,0.2420508615430681,0.15597768136534687,48516880.30696972,2293147.5463793874,4276652.9710022155,0.11926295828804759,0.6509562900254813,0.0021148674375613447,0.025581545019908534,8
2019.0,55654549.61539796,0.00488615320507766,0.0005184713798892847,0.005060189709038697,89364777.90109949,8964584.834561236,0.0,0.004885764267338902,0.0005184526978738542,0.0036945155818234724,0.005059515764346734,0.2492809030139802,0.5559522880670137,0.0054324268779202736,0.003994994269898523,0.0024047421170042054,0.0009670116558508253,0.000623240497043492,0.6019388150625028,0.24205583050195176,0.15600535443554542,48897694.30703741,2081195.0029491754,4675660.305411357,0.12140706114870997,0.691987632120222,0.0020903055945960154,0.024753488277822918,8
