,Unnamed: 0,rr_die_a,beta,rr_sus_slat,rr_sus_rec,r_onset,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,r_csi,r_recsi,rt_cs,ppv,r_die_ut,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,k_covid
10,10.0,0.9451750706726842,8.84034297665609,0.6037112082057513,0.2139353718030312,1.2254189056728253,0.1058097475081782,0.0348031957028244,0.2214921558335566,0.0013827434671382,0.0012648477175101,0.1479814334135794,0.0346631015661568,3.655517544767393,9.708719475187184,0.0385017073876767,0.8267534028392932,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0591651201818183,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
11,11.0,0.5784087249174787,5.580041609201462,0.2761620873146523,0.2878419412590065,1.1420509191814594,0.1317251684854943,0.037457569643696,0.1505474838514765,0.0005061375786531,0.0011699616335441,0.1565252304459031,0.0297207186213585,2.8629892361116203,14.237383157027509,0.1013484632520757,0.628443229692024,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0758545357440167,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
12,12.0,0.2517537360212098,6.397194777662315,0.7814860043148683,0.1712710563082844,0.9222345829894952,0.111523282610661,0.0315985254314945,0.2085815335102504,0.000616084852844,0.0019850173926201,0.1178206031863328,0.0268394851857595,2.5549749343947723,10.269860956095537,0.0455235565558954,0.7260799832001802,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0627609482769318,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
13,13.0,0.5192599561770177,9.292154523375617,0.3252711767500039,0.2096777169793005,1.2229018982956568,0.119111225146461,0.0215615841248002,0.2401042611100441,0.0007945909394773,0.0017457533202972,0.1696790254857956,0.0357277989931754,2.9728349577566564,7.640678654892791,0.0007392334327159,0.6263928040566591,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0676085497662659,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
14,14.0,0.6406898122395708,8.113960963169564,0.376991577893342,0.2135131824725181,1.157714799277927,0.1016466552574346,0.0353102937425655,0.1523599898321378,0.0007901246705434,0.0014178537016029,0.148119945223828,0.030005202040404,2.5382992119641803,6.947484331515774,0.0417200603304337,0.6906546813061542,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0565738725482024,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
15,15.0,0.4634978979267333,6.752846101196754,0.2769398874460218,0.2565389657464209,1.164613991107054,0.1115547702054024,0.0226937580141049,0.2182213834572323,0.0007065554530192,0.0014601322765261,0.1384885878934214,0.0332437879369964,3.174819474654258,1.2545257667353855,0.0601690296193515,0.6960853446663895,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0627808932190413,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
16,16.0,0.4841437185157728,5.501498902522911,0.4282824572803609,0.2858157693380906,1.116610431188128,0.1077567163087464,0.0286087567426022,0.1569494896765383,0.0014159219327579,0.0017024718985925,0.1242013633758257,0.0311104087142713,3.276489060749885,1.960201692040438,0.0554144677713422,0.6424334881217526,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0603852773556062,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
17,17.0,0.8477972978845472,6.492864906873252,0.415953412281439,0.1994514599167839,1.2241008708628334,0.1229451831160019,0.0375467952902604,0.2192185826940384,0.0013624343518646,0.0018026370854123,0.1716276206166521,0.0265287987694083,3.774940621484245,11.420730429428875,0.0937050268998606,0.5745779193679189,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0700897941321397,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
18,18.0,0.1488034350115068,7.619838505396762,0.278330821164463,0.1645601833066776,1.13105593656707,0.1166676797785963,0.0299940298823579,0.2244166766137509,0.0007687487937909,0.0016122359613848,0.1553242526512454,0.024517956616256,3.525698513689401,4.40242923315839,0.0278744810031838,0.7035952369412779,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0660383850493289,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
19,19.0,0.8914049507720005,7.0604942223636336,0.6255679518136216,0.1609640738494965,1.0268695717794574,0.1250051538352622,0.0397266589253823,0.1980294862534429,0.0009841569744033,0.0015417831027252,0.1680163912922392,0.0289674987599417,2.694189202333702,8.471974396838318,0.0031856641054988,0.6365601439881188,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0714319372183634,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
20,20.0,0.1819277121860228,7.959420515540783,0.3264198510333685,0.2831655242988517,1.2420066157749674,0.1081145526703546,0.0316613180599441,0.2364669846139531,0.0010471140098191,0.0018428413336646,0.1576012526530444,0.0262240643192082,3.0761154016600845,5.39377107945249,0.0334998496618013,0.8442923001121504,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0606101114184874,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
21,21.0,0.5120702389170791,9.469085795078158,0.6614403744747535,0.1507225903034908,1.243463533764955,0.0917916944880894,0.0256093590185095,0.1745445400537309,0.0006278395242262,0.0018341353491725,0.1218701902915684,0.036399142621958,3.329280868931566,3.181435954863029,0.0045965945056295,0.808764024326455,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0505344940863269,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
22,22.0,0.9307248693051234,5.566923139754741,0.549491564103196,0.2303427511174865,1.1425787509852672,0.115437081734793,0.0201806451170952,0.1691299517513356,0.0009859435074792,0.0018900919937869,0.1297747877125116,0.0275637907351156,3.361443683467206,7.112760463653686,0.1022245848297039,0.6692609569911516,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0652509162158791,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
23,23.0,0.069207793496699,7.977834594735902,0.2641178067982968,0.1560614430581828,0.9328335714025054,0.0924372247811059,0.0213053488865226,0.211454118680372,0.0005248208598128,0.0013665651103039,0.1298658557678345,0.0265714077375377,3.170441416911668,9.780447243649398,0.0979984891675442,0.6974523235538348,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0509260776803076,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
24,24.0,0.2924404417121776,6.8040509560283295,0.603323914135335,0.2035007180874795,1.0064331352544116,0.116543146359706,0.0322018395784929,0.1596517496033362,0.0006265842235844,0.0014363607468349,0.1343410470905897,0.0394539267487433,3.287303812013362,10.159875617586042,0.0531558358164981,0.7862088485715485,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0659585954195095,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
25,25.0,0.6242943056512312,7.894581926409391,0.3398053758072896,0.2024114572734014,1.1111332362236024,0.0908754949708092,0.0205989292217643,0.1967228710184239,0.0008335473118307,0.0011927045707423,0.1411943626928511,0.0349386482280012,2.446066758430789,1.8940912529295384,0.0677500377700448,0.8919822395107451,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.049979675208453,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
26,26.0,0.4596581395386314,6.036239417800461,0.5725922615081116,0.1539719121729842,1.004016117327788,0.1092128618142551,0.0339691957644931,0.1605238013148821,0.0011518930030742,0.0011447336259535,0.1503237733675316,0.0327446135232705,3.453471068245184,11.377626360409597,0.0963433060724808,0.7271466356418819,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0613013239260995,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
27,27.0,0.4431781226404067,5.489189385778993,0.5975774490155652,0.2858864593601217,1.2205387123795677,0.1214838980837128,0.0269000534166404,0.1847294172269711,0.0010411518700467,0.0013281331657019,0.1612400123327267,0.0352571752390201,2.8706827686071663,14.640513714374968,0.1017376408966601,0.6328538026409954,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.069141531850539,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
28,28.0,0.7060423702520281,7.008573667641997,0.2007197991187257,0.2263022862886934,1.2421320517706096,0.1157913567352268,0.0270549141483261,0.2265211000915392,0.0007894306007456,0.0016074987870336,0.1245962687833958,0.0317018224304848,2.470925287849367,9.629897701350364,0.0986343139394047,0.6002771057304094,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.065477394740052,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
29,29.0,0.5200610291525191,5.406923460998527,0.5492775740524962,0.1598270097271176,0.9893057063179058,0.1102822174166477,0.0205851995233043,0.2377583462691102,0.0011059987168683,0.0013367951833112,0.1514202432243472,0.0306859016635694,2.6432173803150407,13.851074523022636,0.1458452708883947,0.5997298294412263,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0619759543843421,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
30,30.0,0.4963476794652754,6.177882466643706,0.250916052136607,0.1846355129612439,0.9995361476388884,0.1051074871212226,0.0359774894931258,0.1677780539580321,0.0011965197531286,0.0019188120771406,0.1624003905734144,0.0243900997136343,3.329451214110076,3.428273002061486,0.0528794232688836,0.575535602392664,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0587263194230459,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
31,31.0,0.4870941825742509,8.009141595145019,0.3157952831562514,0.287522551837065,1.1415462010797734,0.104029807018233,0.0316051568089836,0.2268895866079647,0.0010194688744064,0.0012837788835965,0.1594538925043784,0.0263277112051639,2.833608901207508,10.076867975011565,0.0561825678589058,0.8968442180791537,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0580542789442717,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
32,32.0,0.7120718700007425,7.958647356004696,0.6835097021713246,0.2093927794048999,1.0560168704054234,0.1007254893566981,0.029992270153226,0.1867586871813727,0.0008844953963904,0.0012638524028156,0.1529787311651685,0.026804751230849,2.4699077165211105,12.480199260667764,0.0282298972866471,0.5735135618445351,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0560037497808336,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
33,33.0,0.8767959170724475,4.6297793215683765,0.4943037070542089,0.2190591852820592,0.9554883100159088,0.1250902061382086,0.0305589606450827,0.1919174272480003,0.0014791556088331,0.0012058508832088,0.1499292982502762,0.0324328152559181,3.4369849060467628,10.724805657794278,0.1337141365085006,0.7738313655450348,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0714874876334788,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
34,34.0,0.8679582317611823,5.250703767904034,0.3566411624182256,0.2169194010127451,1.1285640510271169,0.1222887395987081,0.0244065200493719,0.1747432112145007,0.0006798341220808,0.0016446311164996,0.1382369929012962,0.0291855557374182,2.854920146542499,5.506455302964795,0.1233955495874374,0.7560062223506546,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0696634218540146,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
35,35.0,0.6816118302207665,8.616184352346579,0.3033394598463521,0.2061217246781634,1.025351533732156,0.0951613475569556,0.0371403500463812,0.1635179650931437,0.0012261911883426,0.0013104290754646,0.1201909615044458,0.0300629582319086,2.970778784523216,14.314450912959003,0.0430374040554744,0.5924203494051723,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0525847051847432,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
36,36.0,0.9294167507779006,6.637447477180499,0.4138379159166989,0.1681668462413748,0.9394158675741072,0.1117064792520291,0.0253976069580095,0.1963572589139759,0.0012022927389816,0.0014618402179638,0.1510671012583955,0.0363320924289036,2.537106433287068,10.17882591205972,0.0497192934793777,0.7381367557833673,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0628770089181607,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
37,37.0,0.6931160978638274,5.229223957401607,0.5468917092668407,0.2472240978836768,1.0448179771894983,0.1283876971369431,0.0261276563264426,0.1697782130525404,0.0013644266519519,0.001501395578727,0.1678795175426784,0.0352288514188131,3.6786580410386103,3.644621907278773,0.0735942332363747,0.8939015576759765,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0736495439057121,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
38,38.0,0.871766633712125,5.841662062063865,0.3040645326738476,0.2258653916099246,0.956242825619065,0.1207047353397784,0.0339000389046152,0.2009579317185179,0.0011415253477987,0.0017182733821886,0.1597998264269344,0.0349925674335967,3.141486454893749,9.893213979788351,0.1038958089314396,0.793780505460548,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0686372031051602,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
39,39.0,0.1860404741994546,8.204773926162444,0.6681252899943373,0.2515846927244244,1.0368537669746196,0.0985961050099285,0.0274661052505831,0.2139535063932779,0.0014739128892414,0.0018534834572988,0.1176260474083577,0.0290269750393169,3.761154632792975,14.6192467608754,0.01826526588385,0.7937781701064831,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.054690303402236,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
40,40.0,0.1690732733689257,5.0741297987398015,0.3524657474076345,0.1876952297822088,0.969256776704488,0.1337829645495629,0.0331603243061486,0.1822649042554917,0.0009291496702962,0.0018229481267806,0.1462718744768104,0.0361495914153195,3.408388683771443,13.937096900086765,0.1253923714245675,0.8929746213632412,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.077222543008517,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
41,41.0,0.8288926654663847,6.005050988290765,0.4444143563913004,0.2728302500020559,1.0236956143244276,0.1356819937820397,0.0356470292103197,0.2288094105547616,0.0009860724430574,0.0016467682408459,0.1336987469689928,0.0363215681454795,2.960886388302492,7.330859928358388,0.0663331832285852,0.6557764788609348,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0784907827940263,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
42,42.0,0.1085085976783357,6.287095780148389,0.213347532019107,0.2303175722358909,1.0306511152200346,0.1030514323577583,0.0385814410558397,0.197126495773983,0.0014931801477522,0.0019695550581697,0.1517358720435482,0.0265980340534783,3.0863541635293017,4.271826841605361,0.0544744455958669,0.7862621552933962,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0574455638123398,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
43,43.0,0.4552460044601382,4.839290273549722,0.6314112966806386,0.2420527916830458,1.000540911945949,0.1159279939958675,0.0397137652647249,0.1657366646842995,0.0006783171538334,0.0016381560611598,0.1387314651908162,0.0340819395456538,2.7314507395532632,1.9445246792700348,0.0731478190338554,0.58281295366644,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0655647917864993,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
44,44.0,0.0017045863640035,6.917184549336521,0.4200863635671246,0.2041816214225334,1.0372701575858083,0.1109862261909192,0.0321269838827068,0.1683759878228291,0.0008612276461068,0.0012874156843859,0.1250624597112788,0.0384266260882789,3.311531349461293,8.611079200128263,0.0292169830298057,0.789190027616154,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0624209823630662,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
45,45.0,0.1157487156061858,5.533517834356773,0.4751169238762174,0.2250378165495773,0.9758941508660012,0.1099346584899612,0.0332270997704295,0.1825320128882554,0.0013065250233476,0.0015213183620543,0.1372592722123711,0.0339588413261608,3.0269337858032146,13.852155643278968,0.1192257808041416,0.8487460301104892,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0617565100914118,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
46,46.0,0.7963183713951891,8.117369126651198,0.4853011066438707,0.2606549756740284,1.1011006506295995,0.1093319378380256,0.0285218363198332,0.1911520037380835,0.0006193977675559,0.0015927495405382,0.1414032585473226,0.0285434099197027,3.6767870216020135,11.456591138879755,0.0745569181417705,0.8439609923771688,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0613763659452643,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
47,47.0,0.4630878359478613,8.132051086890137,0.5843408307056707,0.179190636674952,1.1487355812374405,0.0914917803271944,0.0289008345137436,0.20467985943287,0.0011158526913821,0.0013278072798965,0.1190192868756312,0.025510505369816,3.075026400541907,9.222285193650071,0.0711691126000841,0.785575194240577,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0503527531980639,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
48,48.0,0.890654457099172,9.79147097693388,0.5146985259318386,0.1586368076597177,1.1494899258329148,0.0947057643354675,0.0307090524799283,0.2141010892061422,0.001140687430306,0.0016944625656776,0.1749947298722849,0.0332675339533971,2.870391107774617,12.193675219708824,0.0157968759801719,0.7176091413545204,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0523066206568457,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
49,49.0,0.6409233474218048,6.749269884189884,0.7036606052741539,0.1492583509602876,1.2044552494327945,0.1092173240101022,0.0277501278107006,0.2031007160116635,0.000924746391006,0.0011355639854051,0.1396574101546824,0.0257090204342698,3.1020840821129982,4.003902187997935,0.056693461414852,0.7692586061633088,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0613041356516798,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
50,50.0,0.0725174775141367,6.144546657291926,0.2127688802903625,0.2397656676956159,1.0102440075659758,0.1384947417592862,0.0333775433745117,0.2418045804200401,0.0009236658540611,0.0016136113229257,0.1182704013920316,0.0395993879215845,2.655561313096406,8.097144405090441,0.0441728158282603,0.6894598231840592,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0803795104176771,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
51,51.0,0.3379829745410303,5.17376811156576,0.5480306070203287,0.1885810501239034,0.946143468857282,0.1033363980219477,0.024791213252414,0.2040755995231831,0.0014352471849157,0.0017440149952643,0.1629419072786512,0.0253947567851759,2.671954516383432,3.10267136582308,0.0836694273425124,0.8474850996696978,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.057622723724921,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
52,52.0,0.6343758838758871,7.400096112742683,0.6102397386005582,0.1638538039945948,1.0214249913195896,0.1158010919723094,0.0276401217744392,0.2277969979247546,0.0009352419020631,0.0016720603559719,0.1306263376313453,0.0350973892712775,3.2344080541591578,9.237618639066527,0.0639858612191707,0.8904011157644924,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0654836207786194,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
53,53.0,0.341402907734027,5.957602275592192,0.2094669306352615,0.1685305414242329,1.0275478261243487,0.127223266425389,0.0272582691250865,0.1863155937113787,0.0010033537966402,0.0016578071603491,0.1214162638385945,0.0321450810299634,3.132649327686221,9.910979974200336,0.088233825890379,0.6810866730307349,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0728841990919738,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
54,54.0,0.4753082542907556,5.613973177578872,0.3828465588033773,0.1804652085535223,1.2171616094398392,0.1082315179710421,0.0354678537974362,0.1837384533244054,0.0013914543300557,0.0019090170816571,0.1128598354025834,0.0316578955603339,3.241694063298678,8.360866011157887,0.115578463057349,0.6983251758719977,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0606836416357713,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
55,55.0,0.1291639682232842,7.429424824254941,0.4591749280340071,0.1602564866018328,1.018154260375032,0.1076921458809848,0.0333328288305838,0.2076518272634641,0.0010799492702967,0.0014433942005244,0.1444384167265629,0.0245561692922189,2.939528131547961,11.342099509152398,0.0504057747018046,0.7685186677772246,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0603447259731398,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
56,56.0,0.8124659296039709,9.209605497381462,0.5355974271679422,0.2688672461924036,1.2331236026857202,0.095298550423347,0.0322658677757249,0.1621445123774828,0.0014724357292356,0.0014531175886838,0.1408031400409516,0.0360688262580914,2.918052041301702,12.809827086902898,0.0221779319836409,0.6634823164097868,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0526685076430137,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
57,57.0,0.8564337296623841,5.445857114678299,0.2474388816292213,0.205817523484693,0.9397830016427248,0.1178393987518718,0.0340846781274718,0.2177338927824853,0.0013071064574383,0.0018239820568394,0.1205915369777261,0.0366904137056641,3.130669418611874,4.694659292421554,0.1311181780699409,0.6720738104405419,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0667902185753627,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
58,58.0,0.7521816654597986,8.259338254088835,0.3863740316583177,0.2552894156874884,0.9091904966582852,0.1307634297061375,0.0210891469103255,0.2379234467781387,0.0005108439351076,0.0011199148261113,0.1547156899421232,0.0286650645763777,2.7372722203983084,7.072652966081208,0.0054297508561916,0.8199250153293678,0.127,1.0,1.0,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0.0752174000582663,<scipy.interpolate._interpolate.interp1d object at 0x7fd2826c71a0>
