Year,N,IncR_apx,MorR_apx,CNR_apx,CumInc,CumMor,CumACF,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevUt,PrevA,PrevS,PrevC,PrA,PrS,PrC,CNR_Acf,CNR_Pub,CNR_Pri,Key
2020.125,,0.0012321538550980615,0.00016950530394401305,0.0010046451148116712,562308941.8113956,85083444.82009852,0.0,0.0003079942021919613,4.229178960428267e-05,0.00018962331421391567,0.00025575420159211845,0.16856694317729928,0.8388412651443309,0.0015973551616549784,0.0012358537767497898,0.0008406891574911518,0.00027656902715254193,0.00011859559210609596,0.680249697259579,0.22378782373421183,0.09596247900620913,0.0,0.00017703847861234086,7.871572297977759e-05,0
2020.375,1386741878.469102,0.0012230387599150138,0.00016961563323499292,0.0009332787447494711,562734962.3650496,85142244.76817507,0.0,0.00030568338847796015,4.240831542817299e-05,0.00016794596594715174,0.0002265169059483896,0.16820417980226937,0.8383591258768858,0.0015896431192921265,0.001253095786696948,0.0008334913324877938,0.0002987562154543697,0.00012084823875478442,0.6651457465073798,0.23841450799373065,0.09643974549888953,0.0,0.0001567998029335822,6.971710301478596e-05,0
2020.625,1390107100.4170547,0.001216666365632708,0.0001701404283526904,0.001079598149714716,563159357.2972343,85201387.22238798,0.0,0.0003041758898410323,4.25794560460494e-05,0.00020346172166713195,0.00027441873587774043,0.16786384276486394,0.8385988306212723,0.001589966893622295,0.0012598334768698389,0.0008269813385203325,0.00030619082800460506,0.00012666131034490155,0.656421149067285,0.24304071421039045,0.1005381367223247,0.0,0.00018995846480752618,8.446027107019286e-05,0
2020.875,1393460920.8775568,0.0012103250291539826,0.0001688097395000663,0.001289094627415375,563582661.878477,85260601.02848195,0.0,0.0003026567193932532,4.23071725376052e-05,0.00024052379490947237,0.0003244061595800342,0.16752247041685273,0.8385209968008475,0.0015848364049749104,0.0012296364797002315,0.000821255101318079,0.0002806336661675793,0.000127747712214573,0.6678844641290163,0.22822490288836741,0.10389063298261626,0.0,0.000224560818891704,9.984534068830885e-05,0
2021.125,1396803440.4332142,0.0012012055116360975,0.00016594675418850235,0.0012162269821665737,564004278.8535047,85319127.63449416,0.0,0.0003003154227905569,4.139488404632949e-05,0.00021656046876214,0.0002920856542048403,0.16714784506988817,0.837361922067599,0.0015661073623894038,0.0011946287042518982,0.0008157005906548093,0.00025832351475446656,0.0001206045988426222,0.6828067898850784,0.2162374918960567,0.1009557182188648,0.0,0.00020218788009353738,8.989777411134546e-05,0
2021.375,1400134562.6191278,0.001190109283574953,0.00016254068066141983,0.0012644082495253438,564423357.23354,85376731.37532109,0.0,0.0002976048504942761,4.0791553144802175e-05,0.0002419948981044084,0.0003263903081254594,0.1667420617695092,0.8359661880390719,0.0015418946534868426,0.0011593762262865532,0.0008097740320704163,0.00023686320399893745,0.00011273899021719954,0.698456647385377,0.2043022779219849,0.09724107469263804,0.0,0.00022593428856543417,0.00010045601955996152,0
2021.625,1403454131.3442686,0.001176251605601821,0.00015768706385928797,0.0014244924906905401,564839095.2548373,85433080.4411071,0.0,0.00029415164097367874,3.9416096333473916e-05,0.0002594594739835631,0.00034994563242000796,0.16629344328226736,0.833807493958328,0.0015100654103314898,0.001103588883996423,0.0008031225914582148,0.00019920303105123863,0.00010126326148696956,0.7277371157906825,0.18050474587045978,0.09175813833885789,0.0,0.00024223978325675844,0.00010770584916327073,0
2021.875,1406761778.687262,0.001158237064730605,0.0001520502434882745,0.0012508322219929565,565250160.9116259,85487585.42861068,0.0,0.00028958403016263786,3.7984926915439525e-05,0.00022997994499858186,0.0003101851555497882,0.16578129262573135,0.8306393422995323,0.0014672441307785745,0.001055468151406824,0.000795188014860218,0.00017395355047446437,8.632658607214176e-05,0.7533983984266309,0.16481174750995872,0.08178985406341047,0.0,0.0002147167385122722,9.546841703751603e-05,0
2022.125,1410057135.0159595,0.0011386591921937624,0.00014744409942710174,0.0011563942781580177,565655485.2274855,85540399.53983489,0.0,0.00028465803850544696,3.683989961307733e-05,0.00021364333929486004,0.0002881511795811124,0.16522588618180967,0.827455833750012,0.0014266702945512422,0.0010289084748551633,0.0007857758505127241,0.00016499716784655814,7.81354564958809e-05,0.7636984918637546,0.1603613653486374,0.07594014278760783,0.0,0.00019946435337458548,8.86868262065691e-05,0
2022.375,1413340040.9629707,0.001119107350029665,0.000143759701796439,0.0011113998430975526,566054807.7891197,85591885.67646377,0.0,0.00027977102692438265,3.5934348275125494e-05,0.00020937335787204304,0.0002823920476192968,0.16464357184024997,0.8246001317651174,0.0013923098193946925,0.0010097459680086399,0.0007752249670792044,0.0001599927459478584,7.452825498157699e-05,0.767742572528471,0.15844851182063788,0.07380891565089101,0.0,0.00019547776017560996,8.691428744362374e-05,0
2022.625,1416610303.8745284,0.0011007951603833428,0.00014171256092409298,0.0009547127761524615,566448273.83235,85642430.86080775,0.0,0.00027510004186010487,3.534513327123477e-05,0.00016032772637295369,0.00021624181510366172,0.16404903944642185,0.8221523099109651,0.001366190762015597,0.0010133084343942433,0.0007640067233747659,0.0001748104516581458,7.449125936133154e-05,0.7539725294317616,0.17251455304686933,0.07351291752136899,0.0,0.00014968716728802162,6.655464781568208e-05,0
2020.125,,0.0018423961095056704,0.00031930739906629207,0.0014706450102781594,713413443.3331319,127766739.68949199,0.0,0.0004605672716818029,7.972227991838851e-05,0.00027338055906200414,0.0003863204623914427,0.3252519921609508,0.8544428031123595,0.0028032111751117635,0.0022972382532001094,0.0015368619038065587,0.00047789724508298453,0.0002824791043105664,0.6690041408050176,0.20803120634843247,0.12296465284655,0.0,0.0002674192114649282,0.0001189012509265574,1
2020.375,1388274126.1880078,0.0018400706342644232,0.0003210804497799926,0.0013456439666049134,714053165.7543834,127877933.78603882,0.0,0.00045992483851809086,8.02733234755597e-05,0.00023501847343011947,0.000332110101894655,0.32526620092496294,0.8545372794025481,0.0028076071485692066,0.0023332887934831986,0.0015334929514667576,0.0005144082995569331,0.0002853875424595081,0.6572238103357607,0.220464908156101,0.1223112815081384,0.0,0.00022989365103364301,0.00010221645086092628,1
2020.625,1391643073.5085099,0.00184124693595199,0.0003241792504624821,0.001556613143656676,714694238.5493126,127990345.7932129,0.0,0.00046028250539884296,8.108397892646543e-05,0.0002698372161722694,0.0003813132816751024,0.32533310775079083,0.8552858228549441,0.0028260174360358707,0.002367737894294566,0.0015309181335567022,0.0005411130184108566,0.0002957067423270069,0.6465741572349238,0.22853586104895854,0.12488998171611751,0.0,0.00026395313485454164,0.00011736014682066762,1
2020.875,1395000606.0811872,0.0018436609831108245,0.00032533982982191464,0.0019176376786110172,715337582.4593675,128103867.90680678,0.0,0.00046096822169418376,8.147623032908385e-05,0.000326845615951875,0.0004618731848321789,0.3254274555264327,0.8559647299671653,0.0028414127003428416,0.0023557041960438484,0.0015294899252915229,0.0005204889884759957,0.00030572528227632955,0.6492707903904643,0.2209483641240275,0.129780845485508,0.0,0.0003197184071483602,0.00014215477768383998,1
2021.125,1398346818.2276707,0.0018437229640172503,0.0003239061729490783,0.0018650527406334928,715982939.9942055,128217493.86812207,0.0,0.00046096175747615344,8.084567384531919e-05,0.00031568828808299355,0.0004461065038504047,0.32549622374430265,0.8558299831033959,0.0028379502874399673,0.002323534486603802,0.0015287310589458128,0.0004907415044613481,0.000304061923196641,0.6579334491308907,0.21120474315775756,0.1308618077113517,0.0,0.0003088043764250305,0.00013730212742526785,1
2021.375,1401681621.2765744,0.001840926257106557,0.00032038077591025097,0.001977407317295069,716629406.128192,128330589.68747213,0.0,0.00046036185708640793,8.033548288793299e-05,0.0003736974029550866,0.0005280805409114457,0.3255248334695213,0.8553151673829308,0.00282070735017123,0.0022706442159488743,0.0015279100148925355,0.00044797166250302946,0.00029476253855330965,0.6728971470565858,0.19728835515335352,0.12981449779006088,0.0,0.0003655485421774346,0.00016253199873403237,1
2021.625,1405004855.3129127,0.0018333730104009701,0.0003136285189899874,0.002275331555473919,717275658.3339366,128442244.90018357,0.0,0.0004584863739384608,7.841895553821643e-05,0.0003996482424649229,0.0005647522792137913,0.32547788031613556,0.8538808055152535,0.0027841304245928827,0.002179712293280957,0.0015262262136585395,0.00037967137987414846,0.0002738146997482696,0.700196176515216,0.17418417148194254,0.12561965200284156,0.0,0.0003909334966247324,0.00017381878258910122,1
2021.875,1408316154.6010146,0.0018191335352029363,0.00030505617726991083,0.0020490008096552626,717919543.548538,128551267.43302688,0.0,0.0004548524866551694,7.622926377426312e-05,0.0003607373698073214,0.0005097664149346183,0.3253141914526283,0.851444437285296,0.002724897213655323,0.002100008302460864,0.0015225832835255191,0.0003350645338139393,0.00024236048512140594,0.7250367923504408,0.15955390910659675,0.11540929854296259,0.0,0.000352871116039871,0.00015689529889474724,1
2022.125,1411615152.0739214,0.0018012777967628935,0.00029770596768162645,0.0018948934573524165,718559173.760215,128657697.7218519,0.0,0.00045033783477904817,7.438975795506889e-05,0.00033417761342005207,0.00047223420195028807,0.32506474034059774,0.8489077517881508,0.002665615900576737,0.0020537809851569984,0.0015163700087091193,0.0003178496599092617,0.00021956131653861748,0.7383309221714323,0.1547631720258449,0.10690590580272288,0.0,0.00032689052278137086,0.00014534367916879085,1
2022.375,1414901684.9663482,0.0017821985029921527,0.00029190444152750407,0.0018124974969858075,719193701.0075061,128762060.74424548,0.0,0.0004455518381432086,7.296124181236522e-05,0.00032330615959533514,0.00045687149626683207,0.324759927340204,0.8466547170341159,0.002615397361133901,0.0020244133728382655,0.0015077730688244826,0.0003101033767756924,0.00020653692723809024,0.7447950547325997,0.15318184563309895,0.10202309963430127,0.0,0.0003162561323212181,0.00014061536394559292,1
2022.625,1418175572.9761534,0.001764328611649603,0.0002893737174790333,0.0015488230241954685,719823020.2576501,128865129.32351214,0.0,0.0004409397722997991,7.22264605063949e-05,0.00023482914225913225,0.0003318425535883944,0.32443570946094175,0.8448798359033675,0.002581711037244445,0.002040581151890632,0.00149738565674602,0.00033990678974881957,0.00020328870539579268,0.7338035320764712,0.16657352217229407,0.0996229457512348,0.0,0.00022970844842583858,0.00010213410516251393,1
2020.125,,0.0018282776279602972,0.00026243161620507864,0.0014279175416077308,921681938.6372827,160079966.909495,0.0,0.00045697433917771154,6.54497306310184e-05,0.00029558745536589705,0.00033349745727331593,0.34751338331541215,0.7776057824908487,0.0026723141554280388,0.002069475712042566,0.0013467274854529125,0.00047092428571866206,0.00025182394087099134,0.6507578115636335,0.22755729046651207,0.12168489796985436,0.0,0.00023085400782941987,0.00010264344944389607,2
2020.375,1384663281.5154846,0.0018073635143300297,0.00026173405497143584,0.0013278848737870142,922311847.0483085,160170711.28613493,0.0,0.0004517655851213998,6.546208807827112e-05,0.0002952186019927162,0.0003330812973186345,0.34641082154256564,0.7763774601591441,0.0026488997036321566,0.002089098788090984,0.0013298079569680093,0.0005040394834650359,0.00025525134765793885,0.6365462296702523,0.2412712535847223,0.12218251674502537,0.0,0.00023056593308905485,0.00010251536422964409,2
2020.625,1388023467.5884821,0.001789842838225641,0.00026129861883924057,0.0015220331924127573,922936661.7743486,160261628.36659735,0.0,0.00044744906315959473,6.538239153467598e-05,0.00033206633503055213,0.00037465486565288714,0.34533553265600925,0.7757750739483176,0.002637101293612383,0.0020844180588897527,0.001313934888695333,0.000506902885065083,0.0002635802851293366,0.6303605378448837,0.24318676519962626,0.12645269695549,0.0,0.00025934403817024214,0.00011531082748266639,2
2020.875,1391372268.5812154,0.0017724049650220974,0.00025747796058570363,0.0017965262262576724,923557024.9456666,160352131.71000051,0.0,0.0004432163125211275,6.455496464843458e-05,0.0004146727595675506,0.00046785581866164725,0.34424861305976084,0.7748241583830792,0.002613409117066197,0.0020180414780562395,0.0012991847836601343,0.00045668435254225944,0.0002621723418538459,0.643784975575179,0.2263007760287137,0.12991424839610732,0.0,0.00032385971307669916,0.000143996105584884,2
2021.125,1394709777.3468778,0.001751615626478823,0.000250750645932508,0.0016745539372305523,924172220.0648748,160440861.05667523,0.0,0.00043792302544258505,6.253290961255706e-05,0.0003578986175816299,0.00040380021803481644,0.3430985998170839,0.7724410501053802,0.002564820816023194,0.0019400303999276387,0.001284789651430157,0.0004098004143032423,0.00024544033419423943,0.6622523293851882,0.21123401690949145,0.12651365370532036,0.0,0.0002795190687746,0.00012428114926021642,2
2021.375,1398035906.5270815,0.0017283338715095645,0.00024343068650401758,0.0017223866343076355,924781144.3273164,160527381.39112696,0.0,0.00043216626435698394,6.109636088317199e-05,0.0003969069326380157,0.0004478114696887014,0.3418880600478469,0.7697802156749386,0.00250717621109483,0.001870432907215747,0.0012700088086874807,0.00037358856029652706,0.00022683553823173923,0.6789919081235403,0.199733740170684,0.1212743517057758,0.0,0.0003099845899122282,0.00013782687977657954,2
2021.625,1401350500.8787637,0.001701885278298379,0.000233846497401625,0.0019233300587976254,925382849.2952536,160611241.18029237,0.0,0.0004255808682019023,5.845013052991414e-05,0.0004255194836781616,0.0004800936685600983,0.34060280083720496,0.7662645123567262,0.0024382184456653395,0.001766874863202268,0.0012544074833662883,0.00031096264922318923,0.00020150473061279027,0.7099583051924864,0.1759958532997653,0.11404584150774827,0.0,0.00033233101213660476,0.00014776265642347234,2
