Time,IncR_apx,MorR_apx,CNR_apx,AcfR,AcfRAsym,CumInc,CumMor,CumACF,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key
2014.0,0.002539747207889502,0.000377203126448044,0.002223878527076815,0.0,0.0,973741565.0757875,156333545.5556497,0.0,0.0025409267628752016,0.00037718580910713095,0.0014526603418106771,0.0008878408308069012,0.38099531840300926,0.838393338164996,0.004208627925172501,0.0019868195965610045,0.0009605349350481787,0.0007180313907521152,0
2015.0,0.002474650761269975,0.0003594224703606418,0.0022401844938313314,0.0,0.0,977033367.4906182,156816900.49748236,0.0,0.0024755654865397884,0.0003594604619748735,0.0014631180163605245,0.0009217272114755305,0.3796018990137464,0.833256906785564,0.00404799898210632,0.0019452356820217993,0.0008784602193717597,0.0006751659105869114,0
2016.0,0.002398494619130943,0.00034044781589208037,0.0022383027956900036,0.0,0.0,980267186.8646468,157281214.894459,0.0,0.002399188269180281,0.0003405036429985534,0.0014617192959806063,0.0009742295155564075,0.3775733312043622,0.8275019549726447,0.0038697169306761946,0.0018937579877527373,0.0007974226138776758,0.0006290135397726375,0
2017.0,0.002313361334549754,0.0003207898209719616,0.0022193474718354457,0.0,0.0,983427142.381626,157724570.29819566,0.0,0.002313870582388216,0.000320799493120519,0.0014490404865149218,0.001062815762291387,0.3748798346603027,0.8212470024661184,0.003680235506633568,0.001834091077630003,0.0007188587826020072,0.0005808975734352469,0
2018.0,0.0022215610258974356,0.0003007319753228544,0.002184930017887822,0.0,0.0,986499931.1672295,158145599.69790468,0.0,0.002221890514723035,0.0003007227359726136,0.0014264934384165013,0.0012043405021810714,0.37152469737726057,0.8145500499317685,0.003483363870192981,0.0017679310274932051,0.0006444014707972621,0.0005317016618622257,0
2019.0,0.002125277180101457,0.0002806841150650578,0.0021370416543622555,0.0,0.0,989475036.237757,158543428.52831677,0.0,0.002125429485082883,0.00028063365248008984,0.001395367119596016,0.0013954425311211015,0.3675328420222532,0.8074532705961905,0.003283358224376957,0.0016969776077358895,0.0005750936888452073,0.0004824036522003272,0
2014.0,0.002551822017453841,0.0004862266597199347,0.0023259144955054267,0.0,0.0,999492865.30622,212962257.932276,0.0,0.0025536064480279415,0.000486512287000443,0.0015284135075966047,0.0009289500369200266,0.34111250991820713,0.7881285457291631,0.005063899887440094,0.0018902957277083022,0.0014127612172096324,0.0011957084913229651,1
2015.0,0.002455650169250914,0.00044979187883380944,0.0023868975338780856,0.0,0.0,1002782598.1555997,213576973.96473587,0.0,0.0024571494956922685,0.00044989492453312345,0.001568598746260145,0.0009829312741287248,0.3395725468916459,0.7776175601844842,0.004748413216777508,0.0018324778736500927,0.001222855985263047,0.0011092672911980949,1
2016.0,0.002340860199475279,0.00041093945306172575,0.00240719601814145,0.0,0.0,1005967882.3415159,214148302.72443596,0.0,0.0023420189933781276,0.00041100652627076075,0.0015817873575616208,0.0010489280561283012,0.3372794889021111,0.765351768095358,0.0044011558252235634,0.0017595941767965262,0.0010451054859856464,0.001003837903084686,1
2017.0,0.0022117179335635504,0.0003709945177570366,0.002387408985921452,0.0,0.0,1009022998.3426722,214672788.3415152,0.0,0.002212417992287616,0.0003709677772747323,0.001568604451577059,0.0011448939343372815,0.3341979279799576,0.7513209885374587,0.004035201826989211,0.0016740802633378271,0.000881992469027431,0.0008881945700265699,1
2018.0,0.0020728955546230675,0.00033139952183887204,0.0023309894421399135,0.0,0.0,1011927726.782722,215148700.0826794,0.0,0.002073182484549806,0.00033127310077949145,0.001531212026220514,0.0012862481073844395,0.33033495337441754,0.7356378403281949,0.0036648817921161978,0.001579021914803558,0.0007343529320559291,0.0007711421709222019,1
2019.0,0.0019292103250006165,0.0002933331061062925,0.0022439483177415006,0.0,0.0,1014668017.6344554,215576181.92506155,0.0,0.0019290973008495083,0.0002931556995200043,0.0014735544249295687,0.0014655812853405512,0.32573456886623475,0.7183943780113397,0.0033015652169523764,0.0014779193457907344,0.000605730132185115,0.0006565538631681485,1
2014.0,0.0030545326466968514,0.0005707540545887276,0.0028023508246088668,0.0,0.0,1186710956.222813,247643106.2020687,0.0,0.0030566493665484425,0.0005711000058641804,0.0018548552253366977,0.0011241236590532008,0.3860205859200816,0.8138848449278622,0.006036417474289005,0.002361389998670584,0.0015400556181891334,0.0014483740442715358,2
2015.0,0.002935784224053912,0.0005278330681822148,0.00286417107914708,0.0,0.0,1190641656.781654,248363716.7995576,0.0,0.002937621248740314,0.0005279401633555086,0.0018957154145809961,0.00118477541355116,0.3840178477943545,0.8044180737467648,0.005660400593716055,0.0022874021808070586,0.0013296723283180067,0.0013366854047910269,2
2016.0,0.0027947276640489585,0.0004821907456671876,0.0028776837045430617,0.0,0.0,1194442625.902845,249033293.8895663,0.0,0.0027960922837512447,0.00048222028564162185,0.0019045525231757982,0.0012598312776411769,0.381096286673798,0.7933965740799379,0.005247104637205475,0.0021943605636153517,0.001132985825841282,0.0012049727403707204,2
2017.0,0.0026365863616979127,0.00043528599566180023,0.00284414355284991,0.0,0.0,1198083012.305997,249647961.3154577,0.0,0.0026373914630731334,0.0004353114651165253,0.001881861807237758,0.0013698027359453377,0.3772193297481643,0.7808419117416838,0.004811213881418466,0.0020853897825008736,0.0009531931841702693,0.001062840680043959,2
2018.0,0.0024669032002467505,0.00038886052204742806,0.002767773368782523,0.0,0.0,1201538698.176759,250205727.4099849,0.0,0.002467240580406017,0.0003887015020923521,0.001831179831859015,0.0015326837138336213,0.37239926939235024,0.76678179936113,0.004370439928429418,0.001964531353285341,0.000792198741393756,0.0009191052643794284,2
2019.0,0.002291425614055722,0.00034432669719709676,0.002655979564211309,0.0,0.0,1204792870.514473,250706773.46283716,0.0,0.0022913202345211246,0.00034406364833219346,0.0017566237845340878,0.0017382711789889385,0.36669174036539853,0.7513472879787095,0.00393861265354533,0.0018360419798078556,0.0006513147294027373,0.00078072819314218,2
2014.0,0.0025183744689902163,0.00038508955795706014,0.0025605491564509005,0.0,0.0,959697901.9027474,156866659.4014619,0.0,0.002519272005529027,0.00038522274725028786,0.0016737024588589194,0.001022405216274672,0.4222502568000001,0.8477779135156357,0.004274734514818564,0.0019504752022520295,0.0008985166684353299,0.0007988261388463704,3
2015.0,0.0024623761364698463,0.00036985091343186445,0.0025580625946696753,0.0,0.0,962963483.4380492,157361541.19799894,0.0,0.0024631815966723943,0.00036987979122113623,0.0016720008771955348,0.0010530738305729107,0.421387684588574,0.843731095078735,0.004136600109943052,0.001915016282882005,0.0008362729234244373,0.0007567134004370793,3
2016.0,0.0023966959212432274,0.0003535532499908035,0.0025397489113283232,0.0,0.0,966184051.6865633,157840873.13589576,0.0,0.002397364052766862,0.0003535725621339276,0.0016599601367452564,0.0011064717630832853,0.4200199500300902,0.8392339880590676,0.003982903169361264,0.0018711380897288804,0.0007740126573980235,0.0007118164663211502,3
2017.0,0.0023230472206773895,0.0003364005198294532,0.0025067291162119035,0.0,0.0,969345521.1287677,158302924.7399795,0.0,0.00232354669877279,0.0003364261934411945,0.001638470804745908,0.0012021726081325955,0.4181120700852723,0.8343217090276351,0.003817059168029398,0.0018200781443167844,0.0007132668595329914,0.0006645566044499033,3
2018.0,0.0022431349936655864,0.0003186918422472726,0.002461027247634511,0.0,0.0,972435827.9818503,158746197.11133277,0.0,0.0022434790874875303,0.00031869816175327475,0.0016084155811426765,0.0013581692626594888,0.4156549027897132,0.829025948293315,0.0036430525795461887,0.0017631624493800915,0.00065392466904254,0.0006169704676038619,3
2019.0,0.0021586398223086964,0.00030076807936690956,0.0024046163237072,0.0,0.0,975445010.4908186,159169591.546508,0.0,0.0021588437670147626,0.0003007425356990597,0.0015714006603166698,0.0015708931276377457,0.41265795128416943,0.8233899693509202,0.003464409919494569,0.001701721830717014,0.0005963128525475419,0.0005703197707751539,3
2014.0,0.00306822568364926,0.00040345047974981417,0.003033836906434654,0.0,0.0,1155276086.5181878,158542546.63258284,0.0,0.003068752653127602,0.00040353181112892704,0.0019933782388444556,0.0012082031041541865,0.4718022750748,0.7952415055673712,0.0047673412326901575,0.0024779228794781422,0.0008352775432819155,0.0007063209601440718,4
2015.0,0.0030365755108919482,0.00039514920149682576,0.003035158702826,0.0,0.0,1159275600.4910216,159065772.47862852,0.0,0.0030370072415207188,0.0003952608168447304,0.0019940876583657524,0.0012460877059360458,0.4717819150800492,0.7925896174543705,0.004692218337096294,0.002457454278495348,0.0008020285264705732,0.0006843322100170147,4
2016.0,0.0029992863502827805,0.0003863977941314965,0.0030281975935329704,0.0,0.0,1163273176.1230552,159583460.46489546,0.0,0.002999648460376586,0.0003865100965041985,0.0019895502792627645,0.001315790805116618,0.47149817860613247,0.7896790116066612,0.004608606448633389,0.00243187518679182,0.0007685245592259205,0.0006607534953507216,4
2017.0,0.0029571983680459443,0.0003771856454367916,0.00301371473275611,0.0,0.0,1167260273.8587132,160094632.75077254,0.0,0.002957503282506135,0.00037725636339365693,0.001980195541641928,0.0014418189541683152,0.4709209206078262,0.7865631269374538,0.0045179803820324434,0.0024018534754783024,0.000735046037080841,0.0006359862693060739,4
2018.0,0.0029112164916123293,0.00036749546108445243,0.002992995238527641,0.0,0.0,1171229315.536583,160598319.0872021,0.0,0.0029114483513037223,0.0003675554764071449,0.001966493948740663,0.0016487101014120394,0.4700402955458504,0.7832867948596745,0.004421339812462273,0.0023680922933275324,0.000701477077634636,0.0006109021816712741,4
2019.0,0.0028621919346869086,0.00035746769467747384,0.0029669268151248265,0.0,0.0,1175173779.677895,161093631.9733835,0.0,0.0028623637211601057,0.00035749118531865163,0.001949339647125599,0.0019361728699805794,0.4688593779968163,0.7798765903958383,0.004320211362918649,0.0023313086020514484,0.0006681507428668843,0.0005857560232889749,4
