,beta,rr_sus_slat,rr_sus_rec,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,rt_cs,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,adr,r_act,cas
26,7.493150034348474,0.38010068109128464,0.2364491955191192,0.0997095618903874,0.0265701759620361,0.22447722730730996,0.001223307458760898,0.001821942327730857,0.111694655812849,0.035582670219098944,0.07466540994081416,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.055376330609349156,Cascade(0.986 -> 2.829(45%) -> 3.322(45%))
27,6.463594787650934,0.5712672909386193,0.25054439616365654,0.09625397764182167,0.021578663602372015,0.1980419355112151,0.0009734082789028116,0.0015165445988700459,0.15001199985563934,0.034830049486842554,0.11923981283636123,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.053252780792695804,Cascade(1.063 -> 2.897(45%) -> 3.563(45%))
28,6.417885789915973,0.620521571362065,0.216688943795446,0.11746280281781653,0.031800734580405936,0.16638986468848016,0.0007290220588945348,0.0015026294231145437,0.14554654376717105,0.028944447420918333,0.032682043646408185,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06654835807083183,Cascade(1.036 -> 3.167(45%) -> 3.220(45%))
29,5.544007851481114,0.6970994488574475,0.21795615577954058,0.09807919170231078,0.030662968373954873,0.2050747797909186,0.0008332435508761764,0.001970891268148562,0.10974593113729338,0.03837891230408259,0.14432104022942477,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.054372396556316406,Cascade(1.005 -> 3.093(45%) -> 3.090(45%))
30,8.651877636520554,0.3615036343594929,0.2736443386697206,0.10317271251090226,0.029540866828499136,0.24566203881316181,0.001026061376064809,0.001538420000256517,0.16798557297401323,0.028330755550399954,0.022855790724447385,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.057520948542813206,Cascade(0.955 -> 2.863(45%) -> 3.744(45%))
31,5.736685419084688,0.4453571084658178,0.22613869569057063,0.1348019502430845,0.03668224479802162,0.22571509178651505,0.0009002417423134223,0.0017688600046262461,0.15618205976677516,0.03413973635594052,0.060167964223032666,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07790236598485065,Cascade(1.040 -> 2.915(45%) -> 3.279(45%))
32,8.315736573611677,0.6383501675396948,0.27285355247822524,0.10015044040833766,0.025645586888357722,0.1719621172379045,0.0006309026743538713,0.0011662431401052386,0.16032684078186146,0.037052714161395425,0.0144319586253947,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05564843553059267,Cascade(0.974 -> 3.049(45%) -> 3.678(45%))
33,7.395955143640101,0.6964806207511607,0.19169640664112586,0.1074853877631179,0.028896428923416206,0.19127796851250636,0.0010128808866038902,0.0012896052048138131,0.1289971307590146,0.03338928521897373,0.015516168875752554,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06021491765481047,Cascade(1.033 -> 3.238(45%) -> 3.048(45%))
34,5.275599239736691,0.24325664211689607,0.20984245115810612,0.13752217550204715,0.026133122617789092,0.1993069396919042,0.0010429095097906189,0.0011679821792742902,0.1209344752131138,0.024770711527433164,0.12029015273034083,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07972505008004038,Cascade(1.007 -> 2.990(45%) -> 3.922(45%))
35,6.804731799122241,0.44663655710952765,0.230526622011697,0.11753408000075308,0.032073127994817055,0.21820739652769983,0.000845599043082993,0.0013390906173630663,0.13899590016836066,0.03229661110510207,0.07704396438084089,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06659411844530685,Cascade(1.027 -> 3.239(45%) -> 3.758(45%))
36,5.475859434124755,0.7074587649264559,0.2846487788562281,0.1367713349675725,0.028823610870655266,0.2206853539519606,0.0009388629763668674,0.0011901995308003241,0.14812638985114832,0.028542174225513046,0.052977021685719994,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07922080238289737,Cascade(0.999 -> 3.111(45%) -> 3.740(45%))
37,5.946565366593708,0.6702453760826286,0.15498116757569055,0.1164153064788492,0.03205394440522924,0.24133717946194094,0.0010633959171679483,0.0018684069569525322,0.13090836162393765,0.0377165671362628,0.04898551792147942,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0658767107060929,Cascade(1.028 -> 2.492(45%) -> 3.310(45%))
38,5.177170283117286,0.7837416395638088,0.1416258384723429,0.1355846035940464,0.031284311222801786,0.23997787015234928,0.0013733170737167434,0.0019401462195045684,0.1730688251437246,0.03077188240426566,0.06777426733827764,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07842560657629245,Cascade(1.110 -> 3.005(45%) -> 3.632(45%))
39,6.3077437679674375,0.47410331838739184,0.26068217490987294,0.09758304482225147,0.035166737954613635,0.20565949809206885,0.0008285730384444945,0.0016464939152609544,0.14365475073817036,0.03897807138991683,0.13026960414643213,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05406760381792172,Cascade(1.101 -> 3.198(45%) -> 3.449(45%))
40,5.700494424626653,0.6399894641998941,0.2397793226933973,0.11544552811472043,0.0376984523986363,0.20526913973241703,0.0009099470451300055,0.0012355315851907737,0.1421427904945572,0.031100033062701326,0.08143327786898982,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06525631364943961,Cascade(1.085 -> 2.593(45%) -> 3.279(45%))
41,7.3009779221728754,0.36432387346202244,0.2813106026129892,0.10480163658435519,0.037381601307352214,0.23447572184588336,0.0010858896275894904,0.0014091530084390034,0.13770335435212547,0.03766969692883867,0.0688158793577251,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05853542682120348,Cascade(1.103 -> 2.760(45%) -> 3.837(45%))
42,9.300619397760222,0.36415964416532515,0.1514617703263613,0.09176451355784075,0.03605329152603459,0.18055641728747546,0.0008622222372429071,0.0017175690764861897,0.12098211550979013,0.031904269016063455,0.02783511203843686,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05051801813938744,Cascade(1.012 -> 2.776(45%) -> 3.576(45%))
43,6.318652568141979,0.3379340628831997,0.19388328053534085,0.1273811931811763,0.032025333486026264,0.2233042652537453,0.0008989129062188615,0.0012555341470101408,0.12089778968615857,0.03230446708350325,0.08117486280521784,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07298787980833861,Cascade(1.056 -> 2.813(45%) -> 3.348(45%))
44,6.305005685015978,0.5581136185535808,0.14572299521346166,0.12202155488395805,0.02494059306409452,0.19938468450013777,0.0010502088318806533,0.001648924847868173,0.1056710907522522,0.03695177693400291,0.03378009349658024,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06949006297519669,Cascade(1.038 -> 3.185(45%) -> 2.891(45%))
45,7.313550417570137,0.41538498607262975,0.24604988939655753,0.12356180412883142,0.022074710650386388,0.24086786599094948,0.0009764597526941998,0.0019888070334469444,0.16370869378299835,0.029982989996857015,0.036253533325710824,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07049088270623152,Cascade(1.067 -> 2.551(45%) -> 4.207(45%))
46,5.093907292596278,0.28005854399828867,0.21803960714636142,0.11393340587558651,0.031107854719280716,0.18962428169050616,0.0010579964794247697,0.0018872459219835653,0.11625459297540516,0.033297541501690474,0.14816646166721958,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06429167211081485,Cascade(1.118 -> 3.000(45%) -> 3.359(45%))
47,6.687338143444972,0.35178777010356,0.25673635425635977,0.11034002779373132,0.03805382928925415,0.20625152605405828,0.0011100493271841755,0.0019631286575575863,0.136291421237485,0.030214888015085845,0.060869985957134526,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06201247175373023,Cascade(1.039 -> 2.994(45%) -> 3.570(45%))
48,5.6872780958032285,0.5583154327653186,0.2715861403321617,0.13272633138944637,0.023618597642216282,0.21281243157940294,0.000718167629175662,0.0011070207755872537,0.1471951078972367,0.026613049918433444,0.0753347286349017,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07651929038851442,Cascade(1.005 -> 3.659(45%) -> 3.651(45%))
49,7.372721363725028,0.7337024092150204,0.2208066376838032,0.09788172011547851,0.03769439792241141,0.23872705547115153,0.0013081933115394843,0.0011323819080580114,0.10791445309945852,0.03382999898113005,0.06984142183174658,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05425104573205642,Cascade(1.054 -> 3.025(45%) -> 3.897(45%))
50,8.442284472516338,0.322057660877013,0.1638260807707963,0.11189641548808307,0.022301368979633893,0.23529281193099927,0.0006820368178821735,0.001355515647475138,0.172729796142663,0.02896201413479602,0.07403395410879209,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06299738985378546,Cascade(1.096 -> 2.816(45%) -> 3.119(45%))
51,5.764283224988815,0.7846313681751613,0.2593910987410035,0.1321290870344902,0.028551348545358138,0.2200946797518687,0.0008615939054175415,0.0011463154517218708,0.13384724988871236,0.03234637821275394,0.03636887809528477,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07612254602646255,Cascade(1.055 -> 2.945(45%) -> 3.513(45%))
52,8.836403137944915,0.23524023191190746,0.15169532279585368,0.10658475886124505,0.024629965846427758,0.21000579616675255,0.0012129029917678188,0.0013830057438176972,0.12951172827087704,0.029856431645270576,0.012886052531451354,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05965017942014912,Cascade(0.989 -> 2.924(45%) -> 3.335(45%))
53,5.6814962823877,0.47827945069969535,0.29670951321759526,0.11147463712766476,0.03068776241110635,0.17738689801673724,0.0007402952984869286,0.0015872366284398294,0.12197783552232302,0.03772141685824002,0.09835147179613771,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06273013792611433,Cascade(1.059 -> 2.814(45%) -> 3.342(45%))
54,6.763472282352911,0.2071410923347022,0.22836789786802533,0.12698103168471858,0.03543757181279356,0.1791942560706922,0.0010270587033459936,0.0013930314798444256,0.13782497787745865,0.03587111956698946,0.05638719352021188,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07272524211573646,Cascade(1.217 -> 2.818(45%) -> 3.232(45%))
55,6.855162313247107,0.4657039350835158,0.2543368593397567,0.12801154170024073,0.03918928944713826,0.20633488828763874,0.000675191720831836,0.0019903754508997845,0.1446351178082995,0.03377384313735701,0.0009965690562151776,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07340208490250155,Cascade(1.017 -> 2.813(45%) -> 3.547(45%))
56,6.303704030789204,0.6066429157562856,0.25461513731018753,0.10956649470333696,0.029486813725009463,0.20516435379125408,0.0012206543411082211,0.0014337055407117202,0.1264416670761849,0.034153100330017214,0.06376537112940293,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.061524242996018566,Cascade(1.026 -> 2.950(45%) -> 4.152(45%))
57,8.222872592097296,0.4736164632165173,0.21737087666074298,0.10745403869156074,0.025946892277794113,0.1850028764413549,0.0005402699054983949,0.0018002701746677684,0.11394939338513246,0.03844265965964779,0.006629709042706315,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.060195241113430796,Cascade(1.019 -> 3.229(45%) -> 3.191(45%))
58,10.469142526038741,0.3170030832553433,0.24832713063459216,0.09335035114556765,0.026202397978233972,0.2204906224314373,0.0008589825666251957,0.001100152202296937,0.13677742759624759,0.030881902810651632,0.05953347395568161,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05148093933721667,Cascade(1.042 -> 2.745(45%) -> 3.782(45%))
59,5.47455198169243,0.5877696972185875,0.15256645362474724,0.12623815537125216,0.03695874466425252,0.15785530035109374,0.0008318597792956942,0.0013955408076530024,0.14226158175363757,0.02798905644466179,0.05333303473159764,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07223830849748847,Cascade(1.061 -> 3.065(45%) -> 3.104(45%))
60,5.036450625870762,0.6839199208686092,0.2790354573426918,0.11736092735631337,0.03537976233485778,0.2289646908587267,0.0012463358745570877,0.001622683426216563,0.1350782009829479,0.032076153872578186,0.11797370241077203,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06648296625074229,Cascade(1.062 -> 2.864(45%) -> 3.730(45%))
61,8.359063913731154,0.4354946270958559,0.26858434435596656,0.09610383274578094,0.025485599634577,0.1690675384960231,0.0006986515546662253,0.001265194396472071,0.1648981051826475,0.030891947065142828,0.04100661361333902,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05316088076671306,Cascade(1.095 -> 2.670(45%) -> 3.137(45%))
62,5.9652445842913,0.7050846430299275,0.25045644892547303,0.10195683223104948,0.03936141237956787,0.20941871728527012,0.0011711856525268012,0.0012996716883497412,0.1534220655424218,0.03642210189832607,0.09010169777566515,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05676610874082227,Cascade(0.994 -> 3.076(45%) -> 3.120(45%))
63,6.524684619502497,0.29474954008182985,0.2564380577665043,0.11301954957729865,0.03300220580373733,0.1730631236151171,0.0012522870999578581,0.00191783808678937,0.11273138075818924,0.03573627065493487,0.04955304271175701,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06371028218459483,Cascade(1.077 -> 2.933(45%) -> 3.278(45%))
64,4.360451903377828,0.3600346067131105,0.17012657990599517,0.13713478714845379,0.031670225731125205,0.24400406099443436,0.001323533481806066,0.0016980453716036617,0.10523505341621889,0.03170007085162021,0.14731125562019054,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07946477914856413,Cascade(1.070 -> 2.801(45%) -> 3.795(45%))
65,6.64721407344624,0.5308213057698831,0.21159819232792515,0.11712067644174888,0.03194627622634097,0.23188583907209953,0.0009216404238328782,0.0012192003517605386,0.13901514894355374,0.0346920107787362,0.0559063575891304,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06632881375549703,Cascade(1.100 -> 2.680(45%) -> 3.178(45%))
66,5.481204221308888,0.59797973333095,0.23261564561856074,0.11465538219945497,0.03838214941313211,0.2185990910179731,0.0008714642909313382,0.0014160598026171048,0.14132617278559773,0.034986961614942705,0.12351354287726453,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0647518378122027,Cascade(1.114 -> 3.044(45%) -> 3.497(45%))
67,6.8408370202482685,0.48954499253094874,0.23563229950060666,0.10964230511528253,0.027454754148624815,0.1792608108359231,0.0010593831628670305,0.00155070160614424,0.12422171506452052,0.031379270530457665,0.03841881858747937,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06157205454908709,Cascade(1.090 -> 3.040(45%) -> 3.528(45%))
68,5.1618504135619645,0.6107018872111305,0.19279142614011271,0.13844375321658883,0.03051835925154462,0.17946569660949696,0.001445077852680101,0.0016251218874662444,0.1720416079455341,0.03947507607631626,0.04432323082276446,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.08034516245077646,Cascade(1.077 -> 3.177(45%) -> 3.740(45%))
69,7.405441148718204,0.532510878707069,0.14284070222180623,0.09926644515738477,0.03393334150330702,0.2038758334958739,0.001060472959271288,0.0012921634545394241,0.1446807161490728,0.034350283959043174,0.04778415054189262,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.055103112692814885,Cascade(1.054 -> 2.972(45%) -> 3.375(45%))
70,6.533374502539822,0.4212803652126397,0.2750563123422861,0.11894153057377982,0.032438992316978825,0.23740997309803713,0.0005933086002057426,0.001230219716426224,0.16159861779145107,0.03534932611805359,0.06522821319098762,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06749922661275772,Cascade(0.975 -> 2.722(45%) -> 3.214(45%))
71,6.623618986224126,0.5579340868925756,0.24308218970737647,0.11684624737824874,0.03861031039580436,0.23498544251050443,0.0009514404855948543,0.0017793345504562063,0.11712755720041904,0.02860952646010236,0.03544839115463271,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06615283410809057,Cascade(1.059 -> 2.838(45%) -> 3.000(45%))
72,8.381870369270555,0.21569094939432643,0.25706560445987664,0.10914674577419418,0.028915021001619058,0.18896054994311845,0.0008918271647378927,0.001725070304711272,0.13381017459958283,0.02476789687877331,0.003676370504763082,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06125966608779351,Cascade(0.975 -> 2.722(45%) -> 3.214(45%))
73,5.1602076172439695,0.34532237964569745,0.1811468434073505,0.1373088886476472,0.023211926756817037,0.15488326941890018,0.0010159107424033598,0.0019536995991036865,0.13479902615131686,0.030056906557055608,0.06838333570901778,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07958172214873183,Cascade(1.028 -> 2.877(45%) -> 3.462(45%))
74,5.07716646311942,0.4915500020994716,0.1946381026948441,0.10232837395096138,0.02434165051946664,0.17958353989059028,0.0009906163985061425,0.0018546513268058661,0.16543754363757454,0.03151815549921704,0.1436932894603912,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.056996551401175356,Cascade(1.032 -> 2.794(45%) -> 3.075(45%))
75,7.644292210450155,0.3311296844742422,0.27771318630685293,0.09807452429323318,0.028760803565367896,0.16623664430238846,0.0005317435118716803,0.001864530170931085,0.13897962842841566,0.031050512576775855,0.10603883623585464,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05436952771312953,Cascade(1.005 -> 3.659(45%) -> 3.651(45%))
76,10.414797598785333,0.23860556780441183,0.2669156346388276,0.09854508910756216,0.029071535493636357,0.1757770201200579,0.0006648399191666244,0.0014439108625522827,0.1728799474362446,0.03199196924171216,0.002460227218144047,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05465891189721447,Cascade(1.113 -> 3.045(45%) -> 4.117(45%))
77,8.3210613122817,0.24014268238626085,0.15122261725307745,0.11604851991541609,0.03867286157355263,0.23184602671607937,0.0005786970732664916,0.0011598176093375585,0.12030140680055171,0.03230638019986813,0.049192318869393604,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06564190599257302,Cascade(1.115 -> 2.692(45%) -> 3.235(45%))
