,beta,rr_sus_slat,rr_sus_rec,p_primary,r_clear,r_sc,r_react,r_relapse,r_relapse_td,r_relapse_tc,rt_cs,rr_inf_asym,rr_inf_cs,r_lat,r_stab,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,adr,r_act,cas
0,8.272446822240969,0.22860256829329528,0.17566700216308015,0.09962430012522422,0.036015129570338436,0.24112466777630784,0.0008619442234072647,0.0018177044652107359,0.14823199475761661,0.03476367771086216,0.08343785199305237,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.055323738823182346,Cascade(0.990 -> 3.018(45%) -> 3.693(45%))
1,4.402565381277848,0.6222722302617617,0.2914071327598906,0.11504776722067522,0.02427905105453233,0.19218244232093756,0.001424302286352717,0.0014918242085454254,0.14062392462751552,0.03594774676622679,0.13870473609889505,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06500224699097629,Cascade(1.122 -> 3.226(45%) -> 3.184(45%))
2,4.908049730681197,0.6683438648507565,0.20639374708271288,0.10885212841467129,0.029234602260405255,0.1904534005441986,0.0013167509388466445,0.0014889466579507398,0.1211895346701225,0.03461050760430144,0.13824775156847421,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0610741112027941,Cascade(1.068 -> 3.564(45%) -> 3.199(45%))
3,8.545404495150237,0.38562857382698645,0.2692109133038818,0.09444774950976736,0.02699380865810634,0.16888808634322663,0.0006875504458865613,0.0013546405895087594,0.14621224031018287,0.028708234140614162,0.06215737812055081,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.052149254479041285,Cascade(1.073 -> 3.133(45%) -> 3.449(45%))
4,10.060762879189356,0.2285624056378761,0.2706438549794338,0.0980880236262127,0.027782057157122092,0.19260707544157382,0.0011196435694370462,0.0015879674510526896,0.13123579262747095,0.037877836039937586,0.036551804240263296,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.054377825217813286,Cascade(0.989 -> 3.346(45%) -> 3.997(45%))
5,7.08791888563989,0.5083716384216099,0.25664818912817183,0.09876799623262651,0.03990767441513703,0.2169783676828288,0.0006611629394242829,0.0019127673745167899,0.15077064408234572,0.02975514155137852,0.10326415789287657,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05479609901765127,Cascade(1.007 -> 2.830(45%) -> 3.642(45%))
6,5.605586117568683,0.6528215829501469,0.25111241841825216,0.13213383020117916,0.020550817148638646,0.18385158171859192,0.0005121536942719204,0.0012771088820938351,0.1666226934478109,0.03044504645830319,0.0508565809888628,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0761256947207707,Cascade(1.016 -> 2.969(45%) -> 4.015(45%))
7,4.694875380558056,0.20164235222689492,0.17660346418136896,0.133257830852964,0.03158272094944996,0.18349522791601813,0.0007578850091761432,0.0017057952348093573,0.1420256496336246,0.03536622204525294,0.11663581020044445,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07687282077443139,Cascade(1.040 -> 2.933(45%) -> 3.259(45%))
8,9.386384907845539,0.3553475146641652,0.19950700435225938,0.09444082360745411,0.021500903723769768,0.1986932108857451,0.001342506444100951,0.0011167006748463398,0.14542274423438395,0.028746333753478185,0.002340940026466197,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.052145031528295985,Cascade(1.038 -> 3.485(45%) -> 3.513(45%))
9,6.044345475014613,0.43812783930739996,0.19904499690492994,0.11736545427089694,0.026428287638839244,0.20306317537635737,0.0005625376002918183,0.001179802342150401,0.15887502657348,0.028977613930161017,0.10245610229361826,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06648587166614175,Cascade(1.070 -> 2.737(45%) -> 3.872(45%))
10,5.61846345052194,0.35611051910415564,0.2473366800765341,0.1276321886692821,0.022142623576403883,0.23671035636139223,0.001226509221425667,0.0016836151657118547,0.10956474680561747,0.026036588872422183,0.09447820325016412,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07315273845019041,Cascade(1.078 -> 2.488(45%) -> 3.273(45%))
11,7.31157266709189,0.6807047560690834,0.15556606444631121,0.0947312422304751,0.028835913963591964,0.19231304640408653,0.0012647602233585116,0.0013963670781889502,0.11705716475635085,0.026062195089148414,0.048373749922715654,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05232216478114283,Cascade(1.017 -> 3.017(45%) -> 3.754(45%))
12,5.489280290483519,0.5656315420865229,0.20710409193441956,0.1236460356507559,0.02777941815554147,0.24116422259192008,0.0008935423182285557,0.0017360858650029322,0.15440682691011423,0.038907755172598826,0.11105351384819644,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07054571593258666,Cascade(1.042 -> 3.024(45%) -> 3.626(45%))
13,4.602936760086896,0.35289838088673686,0.2696516782833464,0.11907522423117976,0.02551573385338163,0.17927701586159092,0.0008125729635072475,0.0019367366811238868,0.1721396754892258,0.03825517577136387,0.14688982678527157,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06758535320297797,Cascade(1.028 -> 2.700(45%) -> 3.488(45%))
14,5.974994294219368,0.4890333998317868,0.23942492349871686,0.13727756891349546,0.025146311300981765,0.20536948463385052,0.0008216721248822433,0.0015489052531324396,0.16857448227340227,0.03490793226554804,0.03412529510940822,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07956068137732862,Cascade(1.067 -> 2.824(45%) -> 3.745(45%))
15,5.425961087482683,0.6630614293179816,0.26532176205624874,0.13996467524642098,0.034319649104794306,0.20980641000851585,0.0005671683228889954,0.0014689461543858646,0.12262603295284269,0.029488168709217662,0.049109003640859364,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.0813714688327042,Cascade(1.042 -> 3.121(45%) -> 3.262(45%))
16,9.123700408627935,0.21158681871489374,0.2555573758691367,0.10022218654473684,0.034080575664951415,0.17208217763387623,0.0010843489182537948,0.001954511525799011,0.1613466579252299,0.029016499290563158,0.04522618929305139,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.055692741611326625,Cascade(1.091 -> 2.937(45%) -> 3.649(45%))
17,6.627733096457082,0.7118646929583429,0.26725761023407246,0.10827033125881351,0.03145496001570905,0.18670769458544634,0.0012864431827757823,0.001314066414751801,0.1075165448079258,0.03303256158924977,0.020574935804633713,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06070804586532021,Cascade(1.062 -> 3.077(45%) -> 3.068(45%))
18,5.868002071825304,0.5968492824657539,0.18153773616059846,0.10921478930863446,0.03827074581324687,0.21891211311262998,0.0010747901490749594,0.0011348852967746062,0.14353120051380006,0.027516054217507,0.0994989656056706,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06130253847831035,Cascade(1.045 -> 3.276(45%) -> 3.304(45%))
19,5.7996977288340315,0.49324247907156576,0.20487739378573191,0.11687580288653113,0.02841835497602763,0.16575850695951058,0.0013471362519615491,0.0018696962892224553,0.1685376834699984,0.036538780616544884,0.05206078293760566,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06617178153907737,Cascade(1.033 -> 2.913(45%) -> 3.358(45%))
20,7.497235517841766,0.2858962161928466,0.27659349407739964,0.1106199945421089,0.025842037546026812,0.16450059788455737,0.0009927016140867861,0.0013736656715667608,0.1284160745588556,0.03409353449636192,0.0339524953897733,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06218938691181671,Cascade(1.055 -> 3.179(45%) -> 3.866(45%))
21,4.506113115153118,0.21887768539616856,0.1781025525063197,0.13237748889704065,0.03476923998025044,0.1586728866404242,0.0010435311402293296,0.0017200843835839608,0.16335415845695145,0.02626220203557994,0.12486434139233352,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07628749093240829,Cascade(1.137 -> 2.774(45%) -> 3.174(45%))
22,6.768749968352622,0.23908470478890098,0.2612174257277449,0.10572059803488003,0.031157898271489567,0.18764738159209132,0.0012898674627211397,0.0014150177366846403,0.16986959365278353,0.039596019265633955,0.05570588394303789,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05910937778649826,Cascade(1.065 -> 2.700(45%) -> 3.547(45%))
23,6.1212948532185045,0.2516624233963568,0.20313519203838903,0.10933594762964273,0.023192899861610026,0.17829302841634576,0.0009458165619486225,0.0014633108343993968,0.1496308299254449,0.03378051293952296,0.14884103336772783,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.06137889327556384,Cascade(0.989 -> 3.170(45%) -> 3.399(45%))
24,6.862763612300021,0.27837460431583266,0.2081079484618196,0.123585347035966,0.033149818924822876,0.206513540706859,0.0011005031491623184,0.0017524109353917788,0.1341049323420236,0.030322047171023436,0.0360622567471369,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.07050620765981058,Cascade(1.038 -> 3.485(45%) -> 3.513(45%))
25,8.069585529785385,0.5166094641088319,0.29033708737278274,0.09447134982099976,0.03307202798862666,0.1709602129495702,0.0007438747606197642,0.0011960581477911268,0.11855382265169973,0.02832352271025515,0.0536143916293312,1,1,0.5,0.6666666666666666,0.483,0.65,0.27,0.5,0,0.05216364485117349,Cascade(0.996 -> 3.172(45%) -> 3.208(45%))
