p_primary,r_react,r_relapse,r_clear,beta,p_im,adr,r_sym,r_sc,r_death_a,r_death_s,r_death_tx,r_csi,r_recsi,pdx0,pdx1,p_under,prv0,r_aware,r_det,ppv,r_death_bg,scale_dur,p_tx_die,Year0,prv,Country,ra,rs,rc,pr_a,pr_s,pr_c,prv_a,prv_s,prv_c
0.11866904886905105,7.244312898255884e-4,0.0019155188444536179,0.027657291968353093,7.116248941747472,0.7751349497586488,0.022121537723578513,0.8399278260687185,0.12268914593794517,0.1182490025245743,0.12,0.10526315789473684,2.171894039203564,2.080863926518651,0,1,0.02813632895775027,0.00255803779913871,2.171894039203564,2.080863926518651,0.8663943901727076,0.00799355301584831,1,0.05,2020,0.002820063026397942,IND,0.2489317014783678,0.25068269895379347,0.25068269895379347,0.6037089944108808,0.20653965075010008,0.18975135483901912,0.0017024974138420065,5.824548325655012e-4,5.35110779990434e-4
0.09138145494274795,0.00141000247024931,0.0015120803494704889,0.03317777083255351,9.085061663528904,0.7603353024623356,0.01769937757635489,0.9004281926510936,0.13200023543568778,0.11192083875650648,0.12,0.10526315789473684,2.416974515929062,2.277122754661132,0,1,0.06683464911836969,0.00257539792708944,2.416974515929062,2.277122754661132,0.8912777871877049,0.00799355301584831,1,0.05,2020,0.002841002928876743,IND,0.2519146272080426,0.2599937884515361,0.2599937884515361,0.6079642007310341,0.20202639978795184,0.19000939948101403,0.0017272280749290759,5.73957593507995e-4,5.398172604396719e-4
0.13975225639063865,5.937089831568301e-4,0.0012627844128059223,0.02248719652649015,7.928501994581893,0.7272889127582312,9.826136869378387e-4,0.9383535503105552,0.28100630915430935,0.11700654370645504,0.12,0.10526315789473684,2.823977156148733,2.4792555086803914,0,1,0.02990320005968873,0.00254295688312701,2.823977156148733,2.4792555086803914,0.9110120802559984,0.00799355301584831,1,0.05,2020,0.0028030970590430487,IND,0.4060064058766127,0.40899986217015766,0.40899986217015766,0.6388963085103253,0.1835924420454923,0.17751124944418234,0.0017908883634187532,5.146274343602508e-4,4.975812612640446e-4
0.09160330114886164,7.477461281232536e-4,0.001836757584498264,0.03265438007190824,12.188409882830456,0.8017977342545055,0.02095119878416881,0.9036102848941884,0.2849510042846088,0.1087262208303568,0.12,0.10526315789473684,2.0966258497399357,1.6468813183724607,0,1,0.05993456518787118,0.00273489183316394,2.0966258497399357,1.6468813183724604,0.8202788565051607,0.00799355301584831,1,0.05,2020,0.003017055114378204,IND,0.4016707781308139,0.4129445573004571,0.4129445573004571,0.5842651241407807,0.2076654746882463,0.20806940117097308,0.0017627600809417589,6.26538182487951e-4,0.00062775685094849465
0.11092449687188491,8.80348576232791e-4,0.0012680501368595289,0.028395951967686413,9.182583717163652,0.7281075832620263,0.010387778584845363,0.8992238785077217,0.20123758256438595,0.11114773210935512,0.12,0.10526315789473684,2.3352970913036937,2.9785163103720658,0,1,0.1958692220570985,0.00258636377148917,2.3352970913036937,2.978516310372066,0.838944585089165,0.00799355301584831,1,0.05,2020,0.0028530944951713944,IND,0.3203788676895894,0.32923113558023426,0.32923113558023426,0.6383845197813358,0.21282847409901828,0.1487870061196458,0.0018213713591907633,6.072197478676367e-4,4.2450338811299396e-4
0.09801365994848311,7.027896081563085e-4,0.0015987548971548677,0.028153041480109095,12.107976152328774,0.8087178390077315,0.005849802768789231,1.025560955492205,0.2456648210965833,0.10577866535142084,0.12,0.10526315789473684,1.979808906337788,2.2161497211021186,0,1,0.00624462290686636,0.00261439630319685,1.979808906337788,2.2161497211021186,0.902790833165598,0.00799355301584831,1,0.05,2020,0.002879895318336252,IND,0.35943703946385247,0.3736583741124316,0.3736583741124316,0.5699756609467823,0.2450194658364729,0.18500487321674472,0.0016414702375262492,7.056304125637075e-4,5.32794668246295e-4
0.10312356969574467,5.93609357951209e-4,0.0014670339019503445,0.03394423194695264,13.002601211424917,0.8058777786209248,0.024552805598359553,1.0131791167871316,0.2630781959230574,0.11450499391734507,0.12,0.10526315789473684,2.709504331124106,2.3638643934883885,0,1,0.10900060838631212,0.00252148920491329,2.709504331124106,2.3638643934883885,0.882511233166021,0.00799355301584831,1,0.05,2020,0.0027803310002968715,IND,0.3855767428562508,0.39107174893890573,0.39107174893890573,0.6106129039857454,0.19745634220137362,0.19193075381288105,0.0016977059861328651,5.489939894277064e-4,5.336310247363002e-4
0.10806307240622118,0.0012834282382391394,0.0016108645260334016,0.024409285127185286,8.510233480716124,0.7849912063591182,0.02469436262268573,0.986892338228654,0.12612108276111164,0.10131395281180604,0.12,0.10526315789473684,2.5761192019119408,2.787129670327381,0,1,0.16935155541452582,0.00263884807910366,2.5761192019119408,2.787129670327381,0.9092204122029356,0.00799355301584831,1,0.05,2020,0.0029062117507197933,IND,0.23542858858876597,0.2541146357769599,0.2541146357769599,0.6120819034708325,0.21103209749490073,0.1768859990342668,0.0017788396202698716,6.133039615187256e-4,5.140681689311962e-4
0.09054461957188323,9.146391800604762e-4,0.001726572355395183,0.022598819872364402,12.716252649901435,0.8515349332988262,0.015951811478007585,0.8401169319071423,0.2783393924359234,0.11330043535700111,0.12,0.10526315789473684,2.1786821105108127,1.8620461549541298,0,1,0.03967862371330429,0.00257023094796557,2.1786821105108127,1.8620461549541296,0.8105153081287111,0.00799355301584831,1,0.05,2020,0.002834520482573811,IND,0.39963338080877286,0.40633294545177173,0.40633294545177173,0.6154501101542524,0.19752521891118272,0.18702467093456468,0.0017445059432345366,5.598892788286232e-4,5.301252605106505e-4
0.13392987319733948,9.296588124707341e-4,0.0015759714401327074,0.035614137393422424,7.535477839643136,0.7290703251725063,0.025144239475484935,1.0358672143973051,0.15123737641251442,0.11584497935425347,0.12,0.10526315789473684,2.622773612738315,2.88288199259438,0,1,0.12985344983881028,0.00249806075844668,2.622773612738315,2.88288199259438,0.9189710388688443,0.00799355301584831,1,0.05,2020,0.0027545206542355415,IND,0.2750759087826162,0.27923092942836275,0.27923092942836275,0.6087238688039909,0.21487127000724338,0.17640486118876586,0.0016767424693467589,5.918673512367738e-4,4.8591083365200923e-4
