Year,Inc,Mor,N,MorR,IncR,Key
1771,280133131.3928725,56081489.46111036,2037593686.1041474,3.875032056075668e-4,0.0020056728729008935,1
1772,284235086.6620751,56874016.23530086,2051167255.385613,3.8781945198548904e-4,0.0020072368385522085,1
1773,288367508.76429945,57672458.669918194,2064829480.2821205,3.881216309902725e-4,0.002008726823571872,1
1774,292530464.6174049,58476830.436563514,2078581720.9152977,3.884094261236561e-4,0.002010141844925556,1
1775,296724019.335682,59287144.602639765,2092425262.7074943,3.886826684806638e-4,0.0020114815952569634,1
1776,300948237.3926248,60103413.863868445,2106361315.6005142,3.8894132881018135e-4,0.0020127464041975094,1
1777,305203184.5322419,60925651.004068725,2120391036.8583148,3.8918546666910175e-4,0.002013937002678367,1
1778,309488928.316294,61753869.01689829,2134515534.147677,3.8941521940235056e-4,0.002015054479788548,1
1779,313805538.40286857,62588081.1542864,2148735863.6047754,3.8963080328388995e-4,0.002016100281208137,1
1780,318153087.0823585,63428301.03688168,2163053031.140645,3.898325081328717e-4,0.0020170761760980025,1
1781,322531649.95835125,64274542.80588747,2177467996.837507,3.900206846324073e-4,0.0020179842010603125,1
1782,326941306.54321736,65126821.25944165,2191981679.786053,3.9019573180418894e-4,0.002018826605074847,1
1783,331382140.69923085,65985151.95342729,2206594962.036558,3.90358088221501e-4,0.0020196058044271597,1
1784,335854240.974655,66849551.278402075,2221308691.821339,3.905082249043073e-4,0.0020203243463938294,1
1785,340357700.8884409,67720036.52637538,2236123686.5600805,3.9064663809237237e-4,0.00202098487795375,1
1786,344892619.17893344,68596625.95044845,2251040735.867445,3.9077384265252775e-4,0.002021590116455234,1
1787,349459100.0088719,69479338.81482068,2266060604.499347,3.908903666199339e-4,0.0020221428219156473,1
1788,354057253.1255554,70368195.43544617,2281184035.2245374,3.9099674592938034e-4,0.002022645771781502,1
1789,358687193.95326614,71263217.20553283,2296411751.0910974,3.9109352000783894e-4,0.002023101742580094,1
1790,363349043.7007229,72164426.62634525,2311744458.4971995,3.9118122653139216e-4,0.002023513486632023,1
1791,368042929.3917262,73071847.32000883,2327182849.603447,3.912603983633375e-4,0.0020238837151359654,1
1792,372768983.8495528,73985504.03159738,2342727604.1293755,3.913315608638416e-4,0.0020242150874905337,1
1793,377527345.6689654,74905422.62857814,2358379391.138154,3.913952293255012e-4,0.00202451020132295,1
1794,382318159.18981206,75831630.1010163,2374138871.071108,3.9145190660820096e-4,0.002024771581033533,1
1795,387141574.44223404,76764154.55639268,2390006697.896986,3.9150208084653173e-4,0.00202500166689502,1
1796,391997747.0631583,77703025.20709555,2405983520.6869917,3.91546223796054e-4,0.002025202809077521,1
1797,396886838.19562733,78648272.35347044,2422069984.938922,3.9158478990599695e-4,0.0020253772636932735,1
1798,401809014.3761901,79599927.36461608,2438266733.9385448,3.9161821532839893e-4,0.0020255271892315086,1
1799,406764447.41269547,80558022.65721077,2454574410.168069,3.9164691710942464e-4,0.0020256546430129133,1
1800,411753314.25436366,81522591.67236692,2470993656.541599,3.9167129257147867e-4,0.0020257615792239844,1
1801,416775796.85488784,82493668.85048424,2487525117.464633,3.9169171904448276e-4,0.002025849848272937,1
1802,421832082.0298525,83471289.60464308,2504169439.7820086,3.917085537525569e-4,0.0020259211970978463,1
1803,426922361.3104589,84455490.29296966,2520927273.65115,3.9172213387499426e-4,0.002025977270033468,1
1804,432046830.7951826,85446308.19037874,2537799273.3429527,3.9173277670524715e-4,0.002026019610231157,1
1805,437205691.0006393,86443781.45990032,2554786097.9631634,3.917407799374464e-4,0.002026049661581589,1
1806,442399146.7126366,87447949.12381472,2571888412.093493,3.917464220468106e-4,0.0020260687711253886,1
1807,447627406.83836806,88458851.03478768,2589106886.3580985,3.917499627675439e-4,0.002026078191850485,1
1808,452890684.2613717,89476527.84736599,2606442197.920361,3.917516436393586e-4,0.0020260790858036707,1
1809,458189195.69587,90501020.98918235,2623895030.929018,3.9175168861861333e-4,0.0020260725274621567,1
1810,463523161.56658566,91532372.63706125,2641466076.8428783,3.91750304712247e-4,0.0020260595071478534,1
1811,468892805.8435907,92570625.68409653,2659156034.8502307,3.917476826916144e-4,0.0020260409348966217,1
1812,474298355.9044529,93615823.71198067,2676965612.159963,3.917439978272099e-4,0.0020260176443426857,1
1813,479740042.42782396,94668010.9694596,2694895524.1695395,3.9173941061708455e-4,0.002025990396485446,1
1814,485218099.2878032,95727232.35088508,2712946494.6150546,3.917340675181389e-4,0.002025959883455482,1
1815,490732763.4305795,96793533.37120397,2731119255.759007,3.917281016950243e-4,0.002025926732390437,1
1816,496284274.75226104,97866960.14110672,2749414548.5528626,3.917216337773672e-4,0.0020258915093328243,1
1817,501872875.993343,98947559.34539826,2767833122.730117,3.9171477260918224e-4,0.002025854723040534,1
1818,507498812.6460821,100035378.22388312,2786375736.8507814,3.917076159813055e-4,0.00202581682867903,1
1819,513162332.86521006,101130464.55289358,2805043158.3333106,3.917002513457648e-4,0.0020257782314137018,1
1820,518863687.37980026,102232866.62703043,2823836163.481378,3.916927565131868e-4,0.002025739289911835,1
1821,524603129.4101762,103342633.2418826,2842755537.492723,3.9168520033175164e-4,0.002025700319738506,1
1822,530380914.59254795,104459813.67826253,2861802074.443686,3.916776433437266e-4,0.0020256615966236587,1
1823,536197300.91045785,105584457.68778756,2880976577.256011,3.916701384161261e-4,0.0020256233595880115,1
1824,542052548.6311725,106716615.47944652,2900279857.6543274,3.916627313443055e-4,0.002025585813926607,1
1825,547946920.2465518,107856337.70706224,2919712736.1165953,3.9165546142860423e-4,0.0020255491340516085,1
1826,553880680.4189768,109003675.45776589,2939276041.8160853,3.9164836202385754e-4,0.002025513466193241,1
1827,559854095.9326359,110158680.24154559,2958970612.5550027,3.9164146106104874e-4,0.0020254789309558795,1
1828,565867435.6498067,111321403.98180251,2978797294.692227,3.916347815405697e-4,0.0020254456257279975,1
1829,571920970.4716271,112491899.00681692,2998756943.067721,3.9162834199719406e-4,0.0020254136269477457,1
1830,578014973.3031086,113670218.04207705,3018850420.924756,3.916221569372703e-4,0.0020253829922276703,1
1831,584149719.0223284,114856414.20345935,3039078599.8304105,3.9161623724869607e-4,0.002025353762341964,1
1832,590325484.4536748,116050540.99123645,3059442359.595052,3.9161059058421063e-4,0.0020253259630793885,1
1833,596542548.3449035,117252652.28486626,3079942588.1918874,3.916052217186373e-4,0.00202529960696548,1
1834,602801191.3477412,118462802.3385109,3100580181.677594,3.9160013288084416e-4,0.002025274694858578,1
1835,609101696.0018288,119681045.77724461,3121356044.114652,3.915953240613373e-4,0.0020252512174247857,1
1836,615444346.7218257,120907437.59391566,3142271087.4958544,3.915907932964639e-4,0.0020252291564970127,1
1837,621829429.787497,122142033.14662631,3163326231.6714544,3.915865369302057e-4,0.0020252084863232123,1
1838,628257233.3365786,123384888.15679123,3184522404.279429,0.00039158254985455947,0.002025189174709079,1
1839,634728047.3602295,124636058.70773503,3205860540.6792865,3.9157882572952107e-4,0.002025171184060607,1
1840,641242163.7008839,125895601.24379268,3227341583.8896813,3.9157535718373974e-4,0.0020251544723320137,1
1841,647799876.0523387,127163572.56987841,3248966484.5300817,3.915721359969092e-4,0.0020251389938844132,1
1842,654401479.9619085,128440029.85149002,3270736200.766685,3.9156915326493317e-4,0.0020251247002605654,1
1843,661047272.8344862,129725030.61511546,3292651698.2627025,3.9156639954889845e-4,0.0020251115408809594,1
1844,667737553.9383566,131018632.7490107,3314713950.1331735,3.915638650088605e-4,0.002025099463666319,1
1845,674472624.4126141,132320894.50431837,3336923936.9043484,3.915615395234453e-4,0.002025088415591553,1
1846,681252787.2760491,133631874.49649978,3359282646.477663,3.915594127962377e-4,0.0020250783431759963,1
1847,688078347.437373,134951631.7070529,3381791074.0983253,3.915574744498844e-4,0.0020250691929145992,1
1848,694949611.7066548,136280225.48549122,3404450222.328481,3.9155571410881557e-4,0.0020250609116545548,1
1849,701866888.8078575,137617715.5515592,3427261101.0249186,3.9155412147145254e-4,0.0020250534469216574,1
1850,708830489.3923608,138964161.99766162,3450224727.3212247,3.9155268637273635e-4,0.002025046747200502,1
1851,715840726.053372,140319625.29148605,3473342125.614343,3.9155139883776345e-4,0.0020250407621724225,1
1852,722897913.3411273,141684166.2787981,3496614327.555389,3.915502491272895e-4,0.002025035442914891,1
1853,730002367.7787969,143057846.18639147,3520042372.044638,3.9154922777581057e-4,0.002025030742065853,1
1854,737154407.8790115,144440726.62517506,3543627305.2305503,3.915483256229017e-4,0.0020250266139563216,1
1855,744354354.1609334,145832869.59338173,3567370180.5126996,3.9154753383844937e-4,0.00202502301471433,1
1856,751602529.1678048,147234337.47988364,3591272058.5484724,3.9154684394237507e-4,0.002025019902343143,1
1857,758899257.4849068,148645193.06760052,3615334007.263376,3.9154624781941424e-4,0.002025017236776467,1
1858,766244865.7578722,150065499.53698885,3639557101.864828,3.9154573772947314e-4,0.0020250149799131718,1
1859,773639682.7112998,151495320.4696001,3663942424.8592587,0.00039154530631405223,0.0020250130956338927,1
1860,781084039.1676179,152934719.8516978,3688491066.0723815,3.915449465991931e-4,0.0020250115498017035,1
1861,788578268.0661589,154383762.07792422,3713204122.6724896,3.915446519953649e-4,0.002025010310248853,1
1862,796122704.4824007,155842511.95500788,3738082699.1965923,3.915444162946854e-4,0.0020250093467514578,1
1863,803717685.6473432,157311034.70550433,3763127907.5792937,3.915442336658282e-4,0.0020250086309938297,1
1864,811363550.9669871,158789395.97156343,3788340867.184223,3.915440986469505e-4,0.002025008136524011,1
1865,819060642.041889,160277661.81871694,3813722704.8378973,3.9154400613693673e-4,0.002025007838701949,1
1866,826809302.6867653,161775898.73968115,3839274554.8658624,3.915439513852385e-4,0.0020250077146415986,1
1867,834609878.9501296,163284173.65816984,3864997559.1309977,3.915439299805533e-4,0.0020250077431481243,1
1868,842462719.1339393,164802553.9327132,3890892867.0738177,3.915439378385771e-4,0.002025007904651274,1
1869,850368173.8132414,166331107.3604799,3916961635.754695,3.9154397118902184e-4,0.0020250081811358576,1
1870,858326595.8558011,167869902.18109816,3943205029.89783,3.915440265620942e-4,0.002025008556070197,1
1871,866338340.4417045,169419007.08047476,3969624221.9368935,3.915441007745888e-4,0.002025009014333301,1
1872,874403765.0829268,170978491.1946085,3996220392.062207,3.915441909157472e-4,0.002025009542141431,1
1873,882523229.6428593,172548424.11339754,4022994728.269373,3.9154429433300905e-4,0.0020250101269746463,1
1874,890697096.355791,174128875.88443872,4049948426.40924,3.915444086177677e-4,0.002025010757503852,1
1875,898925729.8463395,175719917.01681852,4077082690.2391233,3.9154453159123155e-4,0.002025011423518788,1
1876,907209497.1488335,177321618.4848941,4104398731.475184,3.915446612904743e-4,0.002025012115857343,1
1877,915548767.7266424,178934051.7320651,4131897769.8458843,3.915447959547487e-4,0.0020250128263365236,1
1878,923943913.4914565,180557288.67453545,4159581033.1464553,3.9154493401212395e-4,0.0020250135476853398,1
1879,932395308.8225183,182191401.7050655,4187449757.29427,3.9154507406650275e-4,0.002025014273479849,1
1880,940903330.5858068,183836463.69671485,4215505186.3851137,3.9154521488505564e-4,0.0020250149980805183,1
1881,949468358.15318,185492548.0065763,4243748572.750217,3.9154535538611174e-4,0.0020250157165720628,1
1882,958090773.4214776,187159728.4795014,4272181177.0140567,3.9154549462752956e-4,0.0020250164247058635,1
1883,966770960.8315907,188838079.451819,4300804268.152845,3.915456317955687e-4,0.0020250171188450263,1
1884,975509307.3875015,190527675.75504655,4329619123.553642,3.915457661942788e-4,0.0020250177959121565,1
1885,984306202.675299,192228592.71959636,4358627029.074088,3.9154589723541084e-4,0.002025018453339837,1
1886,993162038.8821782,193940906.17847714,4387829279.102676,3.91546024428857e-4,0.0020250190890238433,1
1887,1002077210.815425,195664692.47099194,4417227176.619559,3.9154614737361846e-4,0.0020250197012790503,1
1888,1011052115.9213989,197400028.4464342,4446822033.257833,3.915462657492976e-4,0.002025020288798016,1
1889,1020087154.3045127,199146991.46778232,4476615169.365288,3.9154637930810575e-4,0.002025020850612175,1
1890,1029182728.746223,200905659.41539475,4506607914.066593,3.915464878673782e-4,0.0020250213860555965,1
1891,1038339244.7240313,202676110.6907065,4536801605.325883,3.9154659130258556e-4,0.0020250218947312237,1
1892,1047557110.4305083,204458424.2199281,4567197590.009741,3.915466895408249e-4,0.0020250223764795225,1
1893,1056836736.7923424,206252679.4577489,4597797223.950558,3.915467825547757e-4,0.002025022831349447,1
1894,1066178537.4894232,208058956.39104524,4628601872.0102415,3.9154687035710615e-4,0.0020250232595716354,1
1895,1075582928.9739637,209877335.5425954,4659612908.144278,3.9154695299530815e-4,0.0020250236615337374,1
1896,1085050330.4896686,211707897.9748019,4690831715.466121,3.915470305469461e-4,0.002025024037757776,1
1897,1094581164.0909545,213550725.2934233,4722259686.311918,3.915471031152976e-4,0.002025024388879445,1
1898,1104175854.6622276,215405899.65131542,4753898222.305546,3.9154717082536797e-4,0.002025024715629237,1
1899,1113834829.9372244,217273503.7521844,4785748734.423964,3.915472338202593e-4,0.002025025018815309,1
1900,1123558520.518424,219153620.85435164,4817812643.062885,3.915472922578726e-4,0.002025025299307972,1
1901,1133347359.896532,221046334.7745325,4850091378.102754,3.915473463079268e-4,0.0020250255580257226,1
1902,1143201784.470047,222951729.89162964,4882586378.97502,3.9154739614927225e-4,0.0020250257959227103,1
1903,1153122233.5649087,224869891.1505415,4915299094.728744,3.915474419674821e-4,0.0020250260139775393,1
1904,1163109149.4542398,226800904.0659877,4948230984.097492,3.9154748395270165e-4,0.0020250262131833274,1
1905,1173162977.378179,228744854.72635153,4981383515.566562,3.915475222977395e-4,0.0020250263945389216,1
1906,1183284165.563814,230701829.79754114,5014758167.440508,3.9154755719638187e-4,0.0020250265590411945,1
1907,1193473165.2452176,232671916.5268697,5048356427.911004,3.9154758884191366e-4,0.0020250267076783192,1
1908,1203730430.6835916,234655202.74695587,5082179795.125013,3.9154761742583204e-4,0.0020250268414239727,1
1909,1214056419.1875207,236651776.87964475,5116229777.253296,3.9154764313673463e-4,0.002025026961232373,1
1910,1224451591.1333406,238661727.93995082,5150507892.55926,3.915476661593688e-4,0.00202502706803407,1
1911,1234916409.9856257,240685145.5400228,5185015669.468138,3.915476866738298e-4,0.0020250271627324564,1
1912,1245451342.317798,242722119.89313185,5219754646.636521,3.915477048548921e-4,0.002025027246200891,1
1913,1256056857.832858,244772741.8176832,5254726373.022248,3.9154772087146323e-4,0.0020250273192804103,1
1914,1266733429.384249,246837102.74125192,5289932407.954648,3.9154773488614804e-4,0.0020250273827779556,1
1915,1277481532.9968445,248915294.70464388,5325374321.20516,3.9154774705491143e-4,0.0020250274374650533,1
1916,1288301647.888075,251007410.3659816,5361053693.058325,3.915477575268317e-4,0.00202502748407692,1
1917,1299194256.4891865,253113543.00481653,5396972114.383158,3.915477664439317e-4,0.0020250275233119315,1
1918,1310159844.466638,255233786.52626717,5433131186.704913,3.915477739410826e-4,0.002025027555831419,1
1919,1321198900.7436411,257368235.46518454,5469532522.2772455,3.915477801459683e-4,0.002025027582259744,1
1920,1332311917.521839,259516984.9903445,5506177744.154781,3.915477851791048e-4,0.0020250276031846294,1
1921,1343499390.303133,261680130.90866813,5543068486.266101,3.915477891539077e-4,0.0020250276191576978,1
1922,1354761817.9116523,263857769.6694701,5580206393.48713,3.915477921768012e-4,0.0020250276306952022,1
1923,1366099702.5158753,266049998.3687355,5617593121.714977,3.9154779434736047e-4,0.0020250276382789,1
1924,1377513549.6508975,268256914.75342542,5655230337.942189,3.915477957584855e-4,0.002025027642357068,1
1925,1389003868.2408547,270478617.22581214,5693119720.331464,3.9154779649659856e-4,0.0020250276433456146,1
1926,1400571170.621496,272715204.847843,5731262958.290795,3.9154779664186224e-4,0.0020250276416292835,1
1927,1412215972.5629137,274966777.3455352,5769661752.54909,3.915477962684134e-4,0.0020250276375629143,1
1928,1423938793.2924283,277233435.1133996,5808317815.232237,3.9154779544461004e-4,0.0020250276314727634,1
1929,1435740155.5176318,279515279.2188958,5847232869.939645,3.9154779423328625e-4,0.002025027623657845,1
1930,1447620585.449588,281812411.406917,5886408651.821269,3.915477926920142e-4,0.0020250276143913013,1
1931,1459580612.8261971,284124934.1043068,5925846907.655111,3.915477908733694e-4,0.002025027603921773,1
1932,1471620770.9357157,286452950.4244064,5965549395.9252,3.915477888251976e-4,0.0020250275924747732,1
1933,1483741596.640444,288796564.1716331,6005517886.900089,3.9154778659087995e-4,0.0020250275802540466,1
1934,1495943630.4005759,291155879.8460913,6045754162.711832,3.9154778420959663e-4,0.0020250275674429043,1
1935,1508227416.298211,293531002.6482142,6086260017.4354925,3.9154778171658546e-4,0.0020250275542055348,1
1936,1520593502.0615366,295922038.48343885,6127037257.1691265,3.915477791433974e-4,0.002025027540688287,1
1937,1533042439.0891733,298329093.966912,6168087700.114342,3.915477765181411e-4,0.0020250275270209065,1
1938,1545574782.4746912,300752276.42823,6209413176.657315,3.9154777386572634e-4,0.002025027513317739,1
1939,1558191091.0312934,303191693.91621023,6251015529.450404,3.915477712080931e-4,0.002025027499678878,1
1940,1570891927.3166695,305647455.2036961,6292896613.494235,3.9154776856443693e-4,0.002025027486191284,1
1941,1583677857.658022,308119669.79239434,6335058296.220384,3.9154776595142155e-4,0.002025027472929832,1
1942,1596549452.1772635,310608447.9177472,6377502457.574565,3.9154776338338424e-4,0.0020250274599583292,1
1943,1609507284.8163862,313113900.5538361,6420230990.100392,3.915477608725308e-4,0.002025027447330468,1
1944,1622551933.3630073,315636139.41832054,6463245799.0236845,3.915477584291205e-4,0.002025027435090737,1
1945,1635683979.4760885,318175276.97741014,6506548802.337339,3.915477560616416e-4,0.0020250274232752764,1
1946,1648904008.7118318,320731426.45087105,6550141930.886773,0.00039154775377697563,0.0020250274119126836,1
1947,1662212610.5497525,323304701.8170667,6594027128.455917,3.915477515805548e-4,0.0020250274010247724,1
1948,1675610378.4189298,325895217.81803244,6638206351.853813,3.915477494765064e-4,0.0020250273906272775,1
1949,1689097909.7244372,328503089.9645857,6682681571.001769,3.9154774746778993e-4,0.0020250273807305183,1
1950,1702675805.874098,331128434.5414984,6727454769.02158,3.9154774555632513e-4,0.0020250273713400134,1
1951,1716344572.868758,333771898.1012098,6772527590.219014,3.918173546122191e-4,0.002024788459213994,1
1952,1730098370.8449655,336434876.96374977,6817879717.335342,3.917417747592273e-4,0.0020231205137764548,1
1953,1743929734.5747063,339111751.669168,6863482578.710223,3.906536743217877e-4,0.002020713205689933,1
1954,1757837251.1652899,341795928.2759764,6909326405.761784,3.8874502567274845e-4,0.0020185166998497846,1
1955,1771825129.9137557,344483152.3799759,6955421016.079482,3.8649509872316353e-4,0.0020171737323074323,1
1956,1785900666.4269893,347172235.60173196,7001788548.624413,3.841091801461178e-4,0.002016936037289733,1
1957,1800072843.4158778,349861873.0222245,7048459190.850983,3.8155691836858584e-4,0.002018016991556138,1
1958,1814352119.3697708,352551496.35717434,7095470836.999342,3.7918754089808166e-4,0.0020205022117272546,1
1959,1828748615.7861934,355243972.57912034,7142863231.700376,3.773106941147467e-4,0.0020240720952697288,1
1960,1843269585.0784395,357942708.4837765,7190668347.239011,3.7594989555630857e-4,0.002028348261010641,1
1961,1857920090.5871677,360651655.33914214,7238912748.536685,3.751406598268588e-4,0.002032925168578939,1
1962,1872702258.7153635,363374834.82635206,7287613251.785685,3.74797352399037e-4,0.0020374616291240215,1
1963,1887616619.746795,366114753.8052626,7336781133.368538,3.746183517826326e-4,0.002041848436514053,1
1964,1902663937.4357817,368871695.69252193,7386428308.406356,3.7435141522104557e-4,0.002046242721499372,1
1965,1917846617.1087677,371644833.52268803,7436572299.34584,3.7396784090920187e-4,0.0020508649178071275,1
1966,1933168319.7085567,374433635.4446339,7487235029.179776,3.7347689981188275e-4,0.002055851604011376,1
1967,1948633535.0353863,377237234.82587564,7538442556.970115,3.728400291152856e-4,0.0020612116241556662,1
1968,1964246093.913826,380054814.0400271,7590219246.737327,3.721289697833113e-4,0.002066766244708907,1
1969,1980008059.1219468,382886367.4271375,7642584680.287477,3.71424129897051e-4,0.002072158612743232,1
1970,1995918917.5461135,385732162.30622184,7695548929.443253,3.7075448987125407e-4,0.002077136119791137,1
1971,2011976619.0222418,388592710.92453176,7749116190.007863,3.701136952573746e-4,0.002081575467570939,1
1972,2028179169.4372003,391468233.1146828,7803289396.410016,3.694580739988408e-4,0.0020856221699004983,1
1973,2044526485.2504358,394358704.3182637,7858077142.873429,3.687916472861569e-4,0.0020896133469684164,1
1974,2061021364.541415,397264381.6463225,7913498016.98101,3.6815808603234915e-4,0.0020939244964112346,1
1975,2077669364.0126164,400185938.1518656,7969581387.060966,3.6763669568945685e-4,0.0020988049981312154,1
