prv0,r_death_a,r_death_tx,r_sym,r_aware,r_det,r_sc,p_under,ppv,r_death_s,r_death_bg,scale_dur,p_tx_die,Year0,inc0,adr,cap_report,rt_report
0.043759154157475735,1.5404635326513375e-4,0.1978021978021978,0.5929878765447449,14.47642843442189,18.127255918177916,0.2995726679784282,0.3959113902975854,0.8486672541977742,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6040886097024146,0
0.04455880665292875,2.67331773713764e-6,0.1978021978021978,0.5729463890588137,20.36509541700205,15.475417720501405,0.299811329899273,0.3949130540333719,0.8474575727669228,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6050869459666282,0
0.04458620462661767,2.9447938907922507e-5,0.1978021978021978,0.5742151080170329,18.0813547431031,16.936745243617906,0.29840418370643124,0.39526819676933067,0.8498743039669341,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6047318032306693,0
0.044596216494357556,1.6465558090407047e-4,0.1978021978021978,0.5812732891493922,13.99502109074128,15.82697774236755,0.29960714817433043,0.3943831436070395,0.8455579934431066,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6056168563929605,0
0.04396705338475042,2.3640403668903208e-4,0.1978021978021978,0.5929269337402175,19.29744470174892,12.22165728262268,0.29963885088675324,0.39703640903639353,0.8447092580668426,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6029635909636064,0
0.04427769964574888,9.076760040388149e-5,0.1978021978021978,0.5761982048030154,20.270207145532087,17.4318453013401,0.2988174377671306,0.3977107615919553,0.8463106861185672,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6022892384080447,0
0.04368975505632896,3.7489457248373204e-5,0.1978021978021978,0.5901253301734773,16.281739736966152,19.20216284795395,0.29914325296548033,0.3996502604256625,0.84733278662676,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6003497395743376,0
0.04393320987617607,7.58969454462868e-5,0.1978021978021978,0.5816675676102337,14.603382252747442,28.610127003361452,0.29844760687566346,0.3988410415179211,0.8491959969418313,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6011589584820789,0
0.04493589988375775,1.8257172174235826e-4,0.1978021978021978,0.5753924651163487,17.68353830735009,12.4796434120263,0.29984265501922486,0.39442469306883465,0.8453558848479654,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6055753069311653,0
0.04446451285653979,8.305799544637502e-5,0.1978021978021978,0.5797746981071572,17.193286510550813,14.891616461678645,0.29966605428255855,0.3968504709944856,0.8438970695488209,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6031495290055144,0
0.04369271109856919,1.3613960850867814e-4,0.1978021978021978,0.599650735156627,13.127638825234659,17.15061046049484,0.29895919909300955,0.398347540190171,0.8480016191895521,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.601652459809829,0
0.04446556666235211,3.213911573036847e-5,0.1978021978021978,0.5810021692443174,15.811722493110118,15.334820737162747,0.299822256276067,0.3959718150931876,0.8466750813655136,0.12,0.019476377104953348,1,0.09,2018,0.032089458669646145,0.12638423450361935,0.6040281849068124,0
