prv0,r_death_a,r_death_tx,r_sym,r_aware,r_det,r_sc,p_under,ppv,r_death_s,r_death_bg,scale_dur,p_tx_die,Year0,inc0,adr,cap_report,rt_report
0.006765907019875005,0.02589544007648475,0.1978021978021978,1.5913011225604192,2.772399752125263,4.387409844817891,0.2834033748408238,0.37604879609857966,0.8242281858538155,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6239512039014203,0
0.006390696254151558,0.0176229558908834,0.1978021978021978,1.5597571398561778,4.2425730763258755,4.097395825688519,0.2802274313090839,0.39774368713565855,0.8319636002956211,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6022563128643414,0
0.006837821252797911,0.03887978388970673,0.1978021978021978,1.5440596605596069,2.3242533061715682,5.427933574569144,0.2957281813092432,0.3712352608088785,0.80584051640739085,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6287647391911215,0
0.006481561199322248,0.05946462648547676,0.1978021978021978,1.5604948609252947,3.0723493761999285,4.81067208471666,0.2786883103998192,0.36682744830687314,0.8383928603276634,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6331725516931268,0
0.006632570433004481,0.030878043561673736,0.1978021978021978,1.459744244154545,3.1801916659223233,5.170779963095071,0.288538387734882,0.38415251912310544,0.8219021856084507,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6158474808768946,0
0.006568784777165069,0.06627899015409215,0.1978021978021978,1.4250934490594294,4.1403620397436995,3.716386478378705,0.29199100060911165,0.3779647255668416,0.8055106985966229,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6220352744331584,0
0.006293198195668604,0.00900161552858311,0.1978021978021978,1.6871679227911827,2.9964083397465866,5.346370189623285,0.29607072337401474,0.3845681955111799,0.8358405752839323,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6154318044888201,0
0.006778086070980951,0.02295960223503592,0.1978021978021978,1.4402497486142036,3.2063673364117546,4.8847552506009055,0.2824932130179655,0.37337824805585407,0.8416465056106407,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6266217519441459,0
0.006103726826765007,0.05150160186205084,0.1978021978021978,1.6578570418066592,3.2867640801734,5.174744388280812,0.2960016777679018,0.3696962583534098,0.8420370490006629,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6303037416465902,0
0.007058320911363009,0.03691905706803325,0.1978021978021978,1.3094696123614913,3.1534586413761,4.564355568678307,0.2939581212331771,0.3458792618949489,0.8413016157531951,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6541207381050511,0
0.006215982247546252,0.04559579479974674,0.1978021978021978,1.5833725043997113,3.833274721146896,4.5809368861080655,0.28642050804506697,0.390513461535749,0.8243768746133626,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6094865384642509,0
0.006741387780947573,0.008258039510731115,0.1978021978021978,1.3359411123642382,4.2178661770431365,4.665500195587848,0.29520335148316446,0.3952811733171571,0.8184086870698265,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6047188266828429,0
0.006500566509613226,0.015846471562874314,0.1978021978021978,1.5736196423271522,3.192069532975046,4.697061920408033,0.2969467423711443,0.387557562011851,0.8198070584483405,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.612442437988149,0
0.006324756078137776,0.027142026353394966,0.1978021978021978,1.5236082711046781,3.2125770360910244,6.76857209564188,0.27978031320304264,0.388474523815292,0.846244121140355,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.611525476184708,0
0.006250383982265993,0.02226219601489998,0.1978021978021978,1.675360796110032,3.195534528366504,5.0173808367651525,0.2923374541682749,0.37835839797607,0.8430214349309655,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6216416020239299,0
0.007072425407941794,0.02524464583202614,0.1978021978021978,1.3191905535983055,2.822579972312061,5.785902369068702,0.28791336229679215,0.3819143294315605,0.8117021701088927,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6180856705684394,0
0.0060825391131265946,0.08840448023152309,0.1978021978021978,1.53642779135788,4.184563392862493,5.0303402139337345,0.258969943937255,0.3952712420856651,0.8281292676334243,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6047287579143349,0
0.006561041083564901,0.015995639314250878,0.1978021978021978,1.6481956880760429,2.9209713491301224,4.362455234874741,0.29706975283673237,0.3798685839989593,0.8194888855884759,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6201314160010407,0
0.006851068743885918,0.022810588156349742,0.1978021978021978,1.4075274230889654,3.3988587752414774,4.8126909027764775,0.2707521266666773,0.3975931793087765,0.8209952559379605,0.2,0.010205234221101213,1,0.09,2018,0.006775698648248658,0.11075833192988682,0.6024068206912234,0
