p_primary,r_react,r_relapse,r_clear,beta,p_im,adr,r_sym,r_sc,r_death_a,r_death_s,r_death_tx,r_csi,r_recsi,pdx0,pdx1,p_under,prv0,r_aware,r_det,ppv,r_death_bg,scale_dur,p_tx_die,Year0,prv,Country,ra,rs,rc,pr_a,pr_s,pr_c,prv_a,prv_s,prv_c
0.1364532860554755,0.0013517691895831377,0.0014690350947435945,0.03586148786358535,23.297506029717624,0.6993670706124976,0.18883789354003966,1.2412326959349604,0.24693023751677992,0.05536904267752715,0.2,0.17391304347826086,3.5858765677258977,4.386430960134958,0,1,0.3505650508056497,0.00672772502145016,3.5858765677258977,4.386430960134958,0.8944205113178187,0.01020523422110121,1,0.08,2018,0.0040926056433408745,ZAF,0.3125045144154083,0.45713547173788116,0.45713547173788116,0.6440613023099621,0.20271572783758096,0.15322296985245687,0.002635888920491224,8.296355317420367e-4,6.270811911076137e-4
0.13844452434917914,0.0010059731311630458,0.001762085228553042,0.023912105616182087,37.050889745820314,0.8085918026603758,0.15798666798509658,1.5811867596935714,0.2959721812510219,0.05818208197344483,0.2,0.17391304347826086,3.918614312431325,6.229594305702582,0,1,0.3678250818244275,0.0060308612529301,3.918614312431325,6.229594305702582,0.94136965551102,0.01020523422110121,1,0.08,2018,0.003660334283904054,ZAF,0.36435949744556795,0.5061774154721231,0.5061774154721231,0.6323147313963857,0.2311734331506296,0.13651183545298473,0.0023144832895477738,8.461720428890514e-4,4.996789514672289e-4
0.10376476803561673,0.0014987989903893321,0.0013863283243961632,0.029882635353133083,37.02862155693583,0.8140138781326822,0.13702311590313912,1.375405873138584,0.1880957855062143,0.04156517884688052,0.2,0.17391304347826086,2.5347963863649037,4.564729581342078,0,1,0.10875093597213106,0.00614755822107504,2.5347963863649037,4.564729581342078,0.9961191088098114,0.01020523422110121,1,0.08,2018,0.0037357739321755494,ZAF,0.23986619857419603,0.3983010197273155,0.3983010197273155,0.5752388043273335,0.27922821119929014,0.1455329844733764,0.002148962129981884,0.0010431334725263168,5.436783296673486e-4
0.12264464086387307,0.001171968390699476,0.0012315677840728312,0.033855290873907505,25.44184833415784,0.7107291927817277,0.17435290627181532,1.3393328473426174,0.21820184987548435,0.01324115582986054,0.2,0.17391304347826086,3.3548576938345036,5.007953835074653,0,1,0.3457498867612954,0.00669121436026376,3.3548576938345036,5.007953835074653,0.9267502233953602,0.01020523422110121,1,0.08,2018,0.004062659752839298,ZAF,0.2416482399264461,0.42840708409658557,0.42840708409658557,0.6280663609424052,0.2283686738879872,0.1435649651696075,0.0025516199267129496,9.277842202140085e-4,5.832556059123401e-4
0.1249572294857353,6.682369594927877e-4,0.0011744120469316841,0.031038531870581212,26.906822146149352,0.7431980958860367,0.1918776576407254,1.2403983979239002,0.2621056283501116,0.01256736982999043,0.2,0.17391304347826086,2.6231749098347725,3.280106070704673,0,1,0.09233311834632336,0.00708055835994002,2.6231749098347725,3.2801060707046727,0.9998328924294811,0.01020523422110121,1,0.08,2018,0.004283899145341416,ZAF,0.2848782324012032,0.4723108625712128,0.4723108625712128,0.5842322867319741,0.2419645109903795,0.1738032022776464,0.002502792193811965,0.0010365515618346404,7.445553896948106e-4
0.11564004765590653,7.313879798166454e-4,0.0013057569132419304,0.037680543339811266,31.334555099485442,0.6905978145194239,0.1755691308528185,1.4910496467565804,0.2877194644495771,0.03956468912607109,0.2,0.17391304347826086,3.384079632835814,6.1458686769499495,0,1,0.28895194629958565,0.00623422625703911,3.384079632835814,6.1458686769499495,0.9740203008516758,0.01020523422110121,1,0.08,2018,0.0037744838789985145,ZAF,0.33748938779674936,0.4979246986706783,0.4979246986706783,0.625704163536313,0.24670631010859928,0.12758952635508766,0.0023617102782900637,9.311889903521163e-4,4.815846103563345e-4
0.11808864022372291,9.142743914853782e-4,0.0013518895923392848,0.032282483489252625,31.012872041901574,0.7127632944076322,0.17299442132934928,1.3808357293137945,0.29402693968147886,0.00139608071689573,0.2,0.17391304347826086,2.755924006991098,5.961674861502862,0,1,0.19652129460114032,0.00632416501396591,2.755924006991098,5.961674861502862,0.979663439612236,0.01020523422110121,1,0.08,2018,0.003850222411608479,ZAF,0.3056282546194758,0.5042321739025801,0.5042321739025801,0.6150267254107756,0.2686731817731346,0.11630009281608975,0.002367989681914742,0.0010344515058610816,4.47781223832655e-4
0.13200577286537737,0.0012443906387779862,0.0014358751026913525,0.02405354247428477,21.668367999838665,0.7004296221234835,0.16443020924925805,1.253638439689338,0.28787291308827795,0.00799357503837906,0.2,0.17391304347826086,2.729260957179232,3.5059408983682294,0,1,0.23052089107648552,0.00679205917601959,2.729260957179232,3.5059408983682294,0.9121936658301448,0.01020523422110121,1,0.08,2018,0.004136545671954803,ZAF,0.3060717223477582,0.49807814730937916,0.49807814730937916,0.5949311779016764,0.23842401862781454,0.1666448034705092,0.0024609599890601523,9.862518423449575e-4,6.893338405496935e-4
0.12170095407404007,5.560592792462558e-4,0.0019416088262805716,0.03879865095485002,23.719713946338743,0.7410737922461703,0.14353171871043743,1.1351260659308933,0.25925347803932036,0.00199754529834951,0.2,0.17391304347826086,2.4586429466145945,3.8768847898980767,0,1,0.3128122926571415,0.00737057251906161,2.4586429466145945,3.8768847898980767,0.872751758869369,0.01020523422110121,1,0.08,2018,0.0044758517127507875,ZAF,0.27145625755877106,0.4694587122604216,0.4694587122604216,0.6121062551329106,0.24566257775105704,0.1422311671160322,0.0027396968304221085,0.0010995492693858422,6.366056129428362e-4
0.09835012537427247,5.457920806948096e-4,0.0014015927300089972,0.038684214167296886,36.843963659135625,0.6962755244807339,0.144659701641649,1.4188133131985894,0.16500319075247125,0.02776598374586322,0.2,0.17391304347826086,3.123897630668804,4.885489740864853,0,1,0.3402514123252255,0.00648561224655117,3.123897630668804,4.885489740864853,0.9283472087285292,0.01020523422110121,1,0.08,2018,0.003962185174950143,ZAF,0.20297440871943567,0.37520842497357243,0.37520842497357243,0.5989026970214527,0.24988064653965986,0.1512166564388874,0.002372963387376057,9.90073393226397e-4,5.991483943476887e-4
