Time,N,N_NonHIV,N_HIV,N_ART,PrHIV,PrART,IncR_apx,MorR_apx,CNR_apx,CumInc,CumMor,CumACF,IncR,IncR_NonHIV,IncR_PLHIV,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key,Scenario
2022.0,,,,,,,0.005388052968087491,0.0008376736617659358,0.003418651582162296,187931479.07745987,25106561.499472216,0.0,0.005396206081225585,0.0041241779125223985,0.01417093381887171,0.0008328981650415921,0.0044751000626445485,0.003305138416718226,0.5678792390762089,0.7843022179692407,0.0071089404254674055,0.0029507895108156273,0.0015751614684648713,0.0009704601279011435,0,Baseline
2023.0,60196102.49153985,52574623.60530785,1531229.5795317683,6090249.306700228,0.12661083642920473,0.7990902287615209,0.005018464864047027,0.000737008683392703,0.002836407269486782,188246506.70116076,25153966.976290427,0.0,0.005013936337035331,0.003880512906680036,0.012746343836182028,0.00073385692431669,0.0038223945308709342,0.0028230749773155155,0.5601531461535325,0.778049445290515,0.006449109748831002,0.0027777444604926943,0.0013169488236741173,0.000800632948609645,0,Baseline
2024.0,60875258.98889314,53092858.73609546,1434089.2863954057,6348310.966402281,0.12784176005259554,0.8157266087824426,0.00467756854432527,0.0006780298415864079,0.002617722564059657,188542937.49616742,25197143.219314937,0.0,0.0046739503607566525,0.003651072392035227,0.011584914511527667,0.0006772581120885651,0.0035410329895118695,0.0026152720620028543,0.5516697455286694,0.7737347700445683,0.005963731511164326,0.002591013477496811,0.001225499400022075,0.000734348472495205,0,Baseline
2025.0,61540430.415684246,53606273.23058581,1349193.9747333834,6584963.210365046,0.12892592936880604,0.8299511916316231,0.004378460126325327,0.0006321459776543828,0.0024425492959078334,188822815.54829264,25237624.600975618,0.0,0.004375416555358136,0.0034468852737317033,0.010596949693502819,0.0006316493111650998,0.0033047235513810804,0.0024407429137683696,0.5428436867716333,0.7700311270810888,0.005564201461770876,0.002421382971084938,0.0011443400549954739,0.0006848237372038473,0,Baseline
2026.0,62192749.84794003,54116191.32568428,1273966.9386604237,6802591.583595317,0.12986334487545184,0.8422636404911963,0.004114044547077757,0.0005920617272900261,0.0022869442498894724,189088039.06422144,25275854.222387798,0.0,0.0041113823740835794,0.003264500595366895,0.009746238870145443,0.0005916575006329062,0.003094652010067644,0.0022855920765278786,0.5337924269742593,0.7666309904069831,0.0052126122895371895,0.002270948285276339,0.001072251619489244,0.0006408291437598499,0,Baseline
2027.0,62832356.86809768,54622895.7807046,1206526.9141830222,7002934.173210045,0.1306565835915876,0.8530321416547261,0.0038793870195383343,0.000556506210911993,0.0021493075540663857,189340222.1972741,25312088.719730742,0.0,0.0038770984594640725,0.003101316841675666,0.00900922603230882,0.0005561626496190414,0.002908396950844202,0.0021480311856134173,0.5246011971087052,0.7635657970855416,0.004901013384267844,0.0021375792959776605,0.0010083331945897642,0.0006019845045105712,0,Baseline
2028.0,63459420.52492465,55126412.970111474,1145461.134303643,7187546.420509523,0.1313123801932646,0.8625392900739636,0.0036704517254725405,0.0005247963565650143,0.0020272936518974938,189580769.61496538,25346539.59275555,0.0,0.003668489434767728,0.0029551544609683613,0.008365720136911031,0.000524514697180946,0.002743266530190163,0.002026072147953071,0.5153540038086712,0.7608423799634225,0.004624247973368996,0.0020190748965407722,0.0009515186085673368,0.0005676174058800723,0,Baseline
2029.0,64074442.08485915,55626796.64381872,1089698.540286249,7357946.900754178,0.13184110803263027,0.8710056491016698,0.0034838598210469793,0.0004965398360060152,0.0019185199042072924,189810907.39940655,25379391.61770081,0.0,0.0034821648369569237,0.002824031173128882,0.007800341804768489,0.0004962445712584489,0.0025963193482657966,0.0019175425576855997,0.5061219303699278,0.7584768809677448,0.004377891922109546,0.0019134198334547522,0.0009009717083677806,0.0005369332816115592,0,Baseline
2030.0,64677913.19501501,56124043.64572558,1038395.288852446,7515474.260436984,0.13225333234697978,0.8786051993347612,0.0033165452475591092,0.0004714302605602417,0.0018212967735585415,190031704.96418247,25410816.35665124,0.0,0.003315079674299295,0.002706042490456468,0.007300644047545206,0.0004711707012980291,0.0024649200744507422,0.0018204960600127211,0.4969473255609711,0.7564789769715697,0.004157707848655344,0.001818853542288767,0.0008557998924750257,0.0005095040793531447,0,Baseline
2031.0,65270218.442668274,56618327.841233425,990848.7560884012,7661041.845346444,0.13255495090819175,0.8854760419735223,0.0031657768484458513,0.0004490301019076813,0.0017340911595204443,190244086.51456738,25440971.558182456,0.0,0.0031644989019796355,0.002599400676810157,0.006856340263694769,0.00044884278225676194,0.0023470030501589003,0.0017334070381992723,0.48784821015414315,0.7548261813919698,0.003959933882264474,0.0017338229359624775,0.0008152130408926042,0.0004849324210467407,0,Baseline
