Time,N,N_NonHIV,N_HIV,N_ART,PrHIV,PrART,IncR_apx,MorR_apx,CNR_apx,CumInc,CumMor,CumACF,IncR,IncR_NonHIV,IncR_PLHIV,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key,Scenario
2022.0,,,,,,,0.006017820557844139,0.000956305756972296,0.0038808481013979674,204221581.02311763,27633308.460655693,0.0,0.006027974055702208,0.00465151099584274,0.015538485886953463,0.0009502772265590849,0.004958082514371959,0.0037446456602433916,0.6002945482706978,0.7982142845044671,0.008283233379635407,0.0036236440175800144,0.001866887293349674,0.0010241929090097266,0,Baseline
2023.0,60253942.19662869,52635909.96323934,1526222.4571944925,6091809.776194851,0.12643209648472736,0.7996566028553729,0.005616615205186726,0.0008380179253153679,0.003187417247133419,204574151.67663604,27687349.2642527,0.0,0.005611538517719414,0.004384046121975066,0.013999993351325625,0.0008340805367863044,0.004197692485350009,0.003170352833527131,0.5929125778917091,0.7920412028142816,0.00751584789755495,0.003423763230398382,0.0015449800012937074,0.0008365255181522328,0,Baseline
2024.0,60933753.84345102,53155454.13952674,1429688.3178747469,6348611.386049538,0.12765174001765975,0.8161952647371706,0.0052456273725805195,0.0007717743066841913,0.00294458680629933,204906561.86025423,27736505.050082296,0.0,0.005241729539235026,0.004132228277327197,0.012751210825963219,0.000770913128860612,0.003895060462058559,0.002941786711567632,0.584676964223652,0.7880110424601946,0.006963043019351746,0.0032019913629870293,0.001439926530762766,0.0007677391573643695,0,Baseline
2025.0,61599565.200338215,53669998.69558127,1345371.252593651,6584195.252163293,0.12872763758912711,0.8303348295538522,0.00492062484953411,0.0007211104555453179,0.002753582637341025,205221065.00164858,27782678.028202042,0.0,0.004917360344942332,0.003908667865888829,0.011688293348621353,0.0007205820770000556,0.0036431514448983285,0.0027515296908035905,0.5760638999384364,0.7846201232449476,0.006510553507800953,0.0029986698513276323,0.0013474478586713598,0.0007175695168387246,0,Baseline
2026.0,62252509.63941861,54180959.355301775,1270647.6906649931,6800902.593451846,0.12965823114391992,0.842576996247503,0.004633280035361072,0.0006768178436237989,0.002583173441151154,205519733.40542102,27826376.550505996,0.0,0.004630404606933267,0.003709025904711948,0.010772339861979839,0.0006763739167830189,0.003418355232444858,0.0025817499102205885,0.5672003626045983,0.7815199425443896,0.006111728568280451,0.0028178907173458953,0.0012650252594554575,0.0006727755924026685,0,Baseline
2027.0,62892729.68389143,54688645.59448343,1203639.0976062915,7000444.991801716,0.13044566725984072,0.8532878156185325,0.004378122769158055,0.000637458592804513,0.002432284770043526,205804314.50766563,27867879.808024894,0.0,0.00437565639676227,0.0035303754194852305,0.009978151293135935,0.0006370790614922536,0.003218651238574625,0.002430921300205729,0.5581755260542386,0.77873858582765,0.005757793014196525,0.002657496583524113,0.001191847850383814,0.0006331913570235719,0,Baseline
2028.0,63520394.20279062,55193091.58853938,1142941.9323919006,7184360.681859345,0.13109651976758993,0.8627476404621247,0.0041508556838693225,0.0006023118888770589,0.002298569383112514,206076328.26147848,27907418.67051564,0.0,0.004148747351829853,0.0033703634431212523,0.009284189777905039,0.0006020052350922796,0.00304158573593645,0.00229719065653234,0.5490781422084037,0.7762759057862039,0.0054431853179856115,0.0025149335236424545,0.0011267733957293373,0.0005982025848584713,0,Baseline
2029.0,64136006.809382595,55694359.58420094,1087493.870715083,7354153.354466572,0.13162102920237792,0.8711751579157371,0.003947893979327742,0.000570982299655148,0.002179324081746645,206337104.47849247,27945196.063426666,0.0,0.003946062933682612,0.0032268653513694043,0.008674108462053668,0.0005706601871530439,0.00288401752736111,0.002178185555926903,0.539983605061611,0.7741490689518494,0.0051631013541117024,0.0023878227107083996,0.0010688650626801551,0.0005669505536996695,0,Baseline
2030.0,64740058.61387001,56192451.56057256,1036459.1527839707,7511147.900513475,0.13202964650183668,0.8787427701903855,0.0037659391526093074,0.000543162062305867,0.00207264386066343,206587806.5790557,27981401.756390523,0.0,0.0037643475705283294,0.0030978234479800103,0.008134722427952348,0.0005428627199235985,0.002743189594471366,0.0020718237303201945,0.5309372786385481,0.7723647083701904,0.004912864059467402,0.0022740774185386636,0.0010171423265897886,0.0005389581452856807,0,Baseline
2031.0,65332929.78344898,56687536.28427987,989142.8376973348,7656250.6614717655,0.13232826888102098,0.8855872971204376,0.0036020232273089627,0.0005183575357078654,0.0019770505426849,206829442.6489873,28016212.04347857,0.0,0.003600652099219866,0.0029813009192387347,0.007655002634853982,0.0005181500837196533,0.0026167051869603985,0.0019762950080164025,0.5219582040946602,0.770915698971629,0.004688155773869057,0.002171857861308646,0.0009706778139234962,0.0005139217154172548,0,Baseline
2032.0,65914805.934408695,57179885.454284705,944964.7091708292,7789955.770953152,0.1325183372126747,0.8918175945252089,0.003453769731311872,0.000495982138623223,0.0018910806053859745,207062884.20586103,28049771.27816037,0.0,0.003452582124580112,0.002875726551998469,0.0072258945796450464,0.0004958176026723719,0.002502853103992791,0.001890306986002172,0.513075154693445,0.7697705239092353,0.004485559238585771,0.002079634493704753,0.0009287683487712122,0.000491454685339123,0,Baseline
2033.0,66485552.29311612,57669212.07529103,903491.712457183,7912848.505367907,0.1326053543024855,0.8975207750455816,0.0033193154075843263,0.0004756471605190394,0.0018133473026532114,207288893.88458765,28082193.747577082,0.0,0.003318269927123838,0.0027798595984416703,0.006840262854634504,0.00047550686363278307,0.0024000248618388257,0.0018126448394740638,0.5043318648495239,0.768912768406642,0.004302462469022916,0.0019961672164896757,0.0008908972873483005,0.00047113093811830195,0,Baseline
2034.0,67044735.04238993,58154589.026586786,864409.2659479491,8025736.749855205,0.1326002110409153,0.9027677088304993,0.00319704243321186,0.00045718447339295853,0.0017428117889963998,207508146.19394064,28113578.958185747,0.0,0.003196124838101782,0.0026926104621212126,0.006492318472227939,0.00045701035309260945,0.002306874021590771,0.0017422916558239032,0.4957668147768179,0.768322087469279,0.004136568275018006,0.0019204138633827118,0.0008565905274793313,0.00045266606489182076,0,Baseline
2035.0,67591881.2893253,58635013.06729536,827461.365268517,8129406.85676142,0.13251396545230476,0.9076171107180825,0.0030854220281502204,0.0004405237179136377,0.0016786728351209058,207721235.09182677,28144024.34954071,0.0,0.0030846302995441244,0.002612903360817138,0.006177087883057578,0.0004403646444121954,0.0022221050322797356,0.0016782689561163563,0.48739283394275373,0.7679781554655148,0.0039856487910127445,0.0018514144169777228,0.0008253757075830359,0.0004358833623891006,0,Baseline
2022.0,,,,,,,0.006017839155784322,0.0009563292515985827,0.0038815701206325486,204221581.44646204,27633308.946848687,-38.52016400533697,0.006027988107709528,0.004651518993358359,0.015538541910099303,0.0009502933646896734,0.004958351288232458,0.00374484865462032,0.6002946845417845,0.7982153014207758,0.008283280176242434,0.0036236527949566576,0.0018671305452356859,0.0010244250600072904,0,ACF2_b
2023.0,60253942.19662869,52635910.06003541,1526222.370663413,6091809.765929865,0.12643209487825877,0.7996566116684922,0.005602238675922593,0.0008270907116140527,0.0030407409088938553,204573889.15104395,27687116.57614836,11335.504474865482,0.005602893948369753,0.004377670917648842,0.013975784343618064,0.0008264112045644055,0.004039511728677112,0.0030508850993190345,0.5928387922661175,0.7915194273644903,0.007468388897792005,0.0034206697602011237,0.0015032831978274187,0.0007862789984575788,0,ACF2_b
2024.0,60933754.11098846,53155408.97463224,1429723.7698416228,6348621.366514593,0.12765248506087878,0.8161917805422324,0.005171939519209676,0.0007293718265153788,0.002480778335220296,204903871.15935695,27734730.520941753,51557.28556541491,0.005171443378918853,0.004076291208985457,0.012583444138984759,0.0007284394556014137,0.0032708766680839643,0.002470365122974001,0.5841413766970545,0.7839732436676325,0.006754972327228381,0.0031784530685414923,0.001306138905294314,0.0006096279233225099,0,ACF2_b
2025.0,61599563.434201375,53669660.66684615,1345613.898850325,6584288.868504898,0.12873310012701117,0.8303114252056444,0.004742695291544865,0.0006394321439725369,0.0020007234580965505,205210710.17884818,27777036.781042825,120050.91948938053,0.004740682896165428,0.003762096072124091,0.011308563464558864,0.0006383834338526649,0.002635977945748225,0.001990850968379818,0.5743904955100982,0.7745873498083272,0.006069761322485033,0.002928208642931674,0.0011214117124859783,0.00046446745452287727,0,ACF2_b
2026.0,62252504.750965334,54179922.21069409,1271343.227048335,6801239.313222907,0.12967482308647285,0.8425109658890378,0.004339666022907969,0.0005658110008105192,0.0016863260554314012,205494565.40851438,27814626.330025516,200661.9020846305,0.004334222339171079,0.0034572054621520476,0.010178749507354668,0.0005634694230050589,0.0022108845972564004,0.0016697946007183154,0.5637396794598939,0.7643710870993153,0.005462935146123284,0.0026840043200634283,0.0009835251660925833,0.0003761565839346423,0,ACF2_b
2027.0,62892729.879706874,54686581.8316791,1204931.7437090403,7001216.30431874,0.13047848397936365,0.8531671940772959,0.003986628311059552,0.0005117072937508549,0.0015164122566800411,205757330.07811788,27848572.24305962,279115.09024059563,0.003982000652616213,0.003189906558516348,0.009229620596163616,0.0005109177070237868,0.0020049018720315263,0.0015142239106658154,0.5525111599656822,0.7553511924791205,0.0049702008769281535,0.00246115430620447,0.000893225064708545,0.0003347375914573375,0,ACF2_b
2028.0,63520397.52296448,55189848.85473639,1144818.2616361137,7185730.406591978,0.131147615460315,0.8625758869878115,0.0036872406718835085,0.0004698741087200374,0.0013942412580990739,206001921.54909575,27879850.109109074,351496.4612373314,0.0036834949610411376,0.0029636329956115805,0.008429963206882232,0.00046934686519377436,0.0018440935811232467,0.0013927717026932145,0.5410166612356289,0.7476255949498414,0.004570400000843083,0.002268244084987054,0.000821984885758779,0.0003074800799644239,0,ACF2_b
2029.0,64136012.147030324,55689929.679525495,1089843.8153637894,7356238.6521410365,0.1316901719449344,0.8709645780091756,0.0034312553836988676,0.00043451920814639895,0.0012901263661194646,206231014.84472084,27908951.382614516,418913.7053095122,0.0034282002396359376,0.0027707188435349447,0.007747267289702888,0.00043405130709293276,0.0017065052068212913,0.0012888565888895956,0.5294290436309901,0.7409526040306776,0.004231327706390099,0.00210333236040456,0.0007611368441320783,0.00028430570715720497,0,ACF2_b
2030.0,64740067.140553445,56186872.052094206,1039164.6358136297,7514030.452645606,0.13211594405501442,0.8785056782797147,0.003210631940222126,0.000404371817878848,0.0012010403981468024,206446783.93353283,27936198.23882597,482075.9511821546,0.003208125471726231,0.002605034983197966,0.007159044978048397,0.00040398001821385405,0.0015889570450732477,0.0012000770632394832,0.5178496657093095,0.7352542931365883,0.003940760063528221,0.0019617611691517913,0.0007089593139629068,0.00026452165905366655,0,ACF2_b
2031.0,65332938.43583532,56680855.15037712,992102.0634523139,7659981.222005882,0.13243064666310037,0.8853337363129908,0.0030190037872929038,0.0003785136126313385,0.001124132674868579,206651012.30635226,27961860.322705656,541575.7474271214,0.0030169314368657008,0.0024616746377135656,0.006648003897195274,0.00037823007736764074,0.0014872850655422629,0.0011232881966129525,0.5063391329791083,0.7304977798792334,0.0036899719059316585,0.0018393317742170683,0.0006639208930968768,0.0002474396036367875,0,ACF2_b
2032.0,65914816.38267495,57172157.19540143,948094.6844566895,7794564.502816828,0.1326357208752149,0.8915553421278496,0.0028513389302009095,0.00035604073946769006,0.0010573990043566996,206845171.49800932,27986153.891196854,597899.6346507366,0.002849609681951049,0.002336750271450271,0.006200482960815804,0.0003558091428747044,0.0013990964586437216,0.001056682793587346,0.49495647175439117,0.7265955682398644,0.0034719162865196034,0.0017326961319206273,0.0006247528326736064,0.00023265238724715502,0,ACF2_b
2033.0,66485562.1504851,57660483.15235445,906725.6328832798,7918353.365247371,0.13273677340887552,0.8972558055202288,0.0027037089774059175,0.0003363074372911887,0.0009989693523362905,207030486.54463834,28009249.42081897,651453.6966291398,0.0027022579230723313,0.002227219010991837,0.005805809553105597,0.00033611714948622676,0.0013218749158083463,0.000998360384789394,0.48376579607101977,0.7234866427362202,0.0032811464832164803,0.001639211400915789,0.0005904781455409074,0.00021969743145642355,0,ACF2_b
2034.0,67044744.35884309,58144910.17940309,867692.9988038124,8032141.180636188,0.13274469556935714,0.9025045881407185,0.00257292434572171,0.0003189137519389746,0.0009475463248856293,207207986.22247452,28031288.291421197,702575.5997336733,0.0025717162792408565,0.0021305880704369368,0.005455576600558286,0.000318719491663433,0.0012539680172865219,0.0009470729622596554,0.47281922725147374,0.7210771220016319,0.0031131856006906336,0.001556749228688795,0.0005602960151294574,0.0002083029765302886,0,ACF2_b
2035.0,67591890.06637174,58624433.75050525,830752.0261319107,8136704.289734559,0.13267059564484573,0.9073592335585701,0.002456301828409833,0.00030360621558825,0.0009019886389954788,207378535.31198546,28052395.951229297,751548.5016927188,0.0024552925739281762,0.00204472959228494,0.005142852089247289,0.0003034414190415895,0.001193743815116278,0.0009015879795788621,0.46213910862651386,0.7192992547303223,0.002964298173936464,0.0014835174184642322,0.0005335373472102931,0.00019821582679447112,0,ACF2_b
2022.0,,,,,,,0.006017847334407781,0.0009563436866017389,0.0038829356203526066,204221582.0749365,27633309.550246894,-39.22717299872102,0.00602800896856779,0.0046515312659332385,0.015538622266168485,0.0009503133931951525,0.004957077812774935,0.0037438868484518523,0.6002948465563906,0.7982168512576943,0.00828326887250449,0.0036236897284673457,0.001867137841966007,0.0010250450891710586,0,Dx90_ACF2_b
2023.0,60253942.19662869,52635910.168814436,1526222.2674473024,6091809.760366945,0.12643209307291578,0.7996566223566792,0.005584997737657909,0.0008148323209560063,0.003133777678904235,204573575.3663296,27686859.60105119,12401.824786215955,0.005592553213088902,0.0043699071322271,0.013947779360196363,0.0008179369819093869,0.004246994132531283,0.003207588437941632,0.5927495136873928,0.7908663335666857,0.00741044325277003,0.0034115699394849522,0.0014881268204361506,0.000695963823674853,0,Dx90_ACF2_b
2024.0,60933757.060330465,53155367.71781478,1429759.5013104328,6348629.8412052505,0.12765320436116068,0.816188231476721,0.00508453425940434,0.0006823070035174188,0.002611701985254327,204900673.1228804,27732761.87705636,57561.826225141485,0.005088026200980921,0.0040090889370784635,0.012389914170475653,0.0006812478979035955,0.0034521960944910797,0.0026073085887691836,0.5834971219847553,0.778842114639237,0.0065054354552078406,0.0031315709729089146,0.0012285266878864073,0.00036116468807255355,0,Dx90_ACF2_b
2025.0,61599571.59964977,53669317.55086868,1345874.56151561,6584379.48726548,0.12873878572275943,0.8302860723960696,0.004536275755882337,0.0005518942397372095,0.0020197740646537865,205198529.63308507,27770852.74600976,135092.84457567072,0.0045346405879897285,0.0035894640702988177,0.010877292398744064,0.0005496510244876599,0.0026585543463541112,0.0020079020401007263,0.572405970295677,0.7615543692679324,0.005559126586311075,0.002812120318837174,0.0009445973546450538,0.00013381547509259948,0,Dx90_ACF2_b
2026.0,62252516.08447796,54178832.99008052,1272101.139796915,6801581.954600528,0.12969247834804437,0.8424385593385921,0.004011251900653878,0.0004532535012034891,0.0015979088218134687,205465521.2236348,27802078.864177816,223785.83911880536,0.0040018989571884,0.0031722045714052847,0.009529367452679089,0.0004489401575881198,0.0020662325494062166,0.0015605445707607966,0.559737539798671,0.7418017456181771,0.004748968720921726,0.0024904421739369654,0.0007456406306156718,4.5372691727670015e-05,0,Dx90_ACF2_b
2027.0,62892741.08388446,54684401.11237354,1206323.571288594,7002016.400222329,0.13051331250712836,0.8530368411304309,0.003565242896145909,0.00039043651586836677,0.0013640281827156627,205704369.3884609,27828560.50711081,306312.6488055491,0.003558005105110716,0.002820711307056743,0.008440275631628285,0.00038929549868888625,0.0018023053309147005,0.0013612106729319895,0.5461401750194187,0.7242518904902171,0.004144991737700301,0.0022052420195273733,0.0006460083739464027,3.208272295415136e-05,0,Dx90_ACF2_b
2028.0,63520407.64900482,55186451.508545086,1146796.332782353,7187159.807677375,0.13120123829353758,0.8623947242516815,0.0032045920063135647,0.0003466862478857597,0.0012159992643774758,205919958.25013575,27852020.058223296,379823.9624030677,0.003199010191969037,0.0025379337504474477,0.0075551404762326715,0.000345997345872894,0.0016068648968000903,0.0012136021627226984,0.5321696533353153,0.7090046130400254,0.0036904698399360023,0.001970144882047457,0.0005759782001732132,2.8547256648302433e-05,0,Dx90_ACF2_b
2029.0,64136022.18926702,55685341.23479139,1092269.6461578791,7358411.30831774,0.13176185029900117,0.8707477359467234,0.0029093348803322008,0.0003115874312616203,0.0010953471236297952,206116578.7491115,27873183.516827345,446323.1007523965,0.002904988877102419,0.002308019741600902,0.006823524827156584,0.0003110287178780783,0.001447710208143637,0.0010933988558079126,0.5180888708182456,0.6956448122962088,0.0033231980459228283,0.0017780906735010988,0.0005188481645118999,2.570159525810511e-05,0,Dx90_ACF2_b
2030.0,64740078.96487358,56181162.9101506,1041903.5990355024,7517012.45568746,0.13220428815613314,0.8782668748736517,0.0026648830203396456,0.00028293094074578447,0.0009960671058113191,206297554.5203164,27892479.49378919,507071.52778454125,0.002661479781209252,0.0021191868328935804,0.006210907044007154,0.00028249037211320856,0.001316886219555579,0.0009945926177708925,0.5040498514615575,0.6841494578767852,0.0030218568361362816,0.0016200919752118602,0.0004718888277792068,2.3324488556494586e-05,0,Dx90_ACF2_b
2031.0,65332952.871459946,56674100.895563066,995043.6285654447,7663808.347331427,0.13253422040991822,0.8850836541223607,0.0024602121489086504,0.00025929770074232833,0.0009137511453735816,206465489.20720673,27910242.676510245,563064.1623673674,0.002457520357224,0.0019624436495421964,0.005691745386081265,0.0002589771503967016,0.001208334932243611,0.0009126080792387217,0.49014669752168677,0.6744646294981831,0.0027718876834487713,0.0014887415255818706,0.00043294146605375576,2.1361958020646362e-05,0,Dx90_ACF2_b
2032.0,65914831.667775065,57164427.39511034,951151.6963250956,7799252.576339632,0.13275319152400553,0.8913019711219075,0.0022869783121654587,0.0002395064498784399,0.0008447574557136729,206622436.75106734,27926731.3650551,615086.6537070137,0.002284827087374991,0.001830970724607188,0.005246842622933645,0.00023925402401029792,0.0011173009218633711,0.0008438536543338758,0.47645938198580384,0.6664811502708862,0.0025623119840703958,0.0013783699702491214,0.0004002863454674046,1.972482902683438e-05,0,Dx90_ACF2_b
