Time,IncR_apx,MorR_apx,CNR_apx,CumInc,CumMor,IncR,MorR,DetR,CNR,PrLat,PrRecent,Prev,PrevA,PrevS,PrevC,Key
2014.0,0.0023889573705350615,0.00032990510788556574,0.0010762153293813806,941733319.4624331,126837705.30299823,0.002389779026512038,0.0003299788223536298,0.0016209880197361882,0.001075741598456302,0.325633225615631,0.8707397008012027,0.003970379315926054,0.0021218655625544185,0.0006846507748865535,0.0005502660749559147,0
2015.0,0.0023117477664820847,0.00032149199099497063,0.0010853123562008125,944797450.8965752,127262340.37547532,0.0023124263344381814,0.0003216514696188717,0.0015824214341110168,0.0010829872107473296,0.32434993389986116,0.866609218569857,0.003868718874206047,0.002063953573549245,0.000667336853584577,0.0005375822135684662,0
2016.0,0.002226133739217595,0.0003117797330899261,0.0011173368719039345,947787653.567178,127679714.89848082,0.0022266222801098565,0.0003119000427402352,0.001537342810253011,0.0011138182093897253,0.3226116461452398,0.8618485941860322,0.003749591546250601,0.001997045139940831,0.0006469378034409078,0.0005221649078623611,0
2017.0,0.0021341740433645246,0.0003009811408631351,0.00118901344130045,950691323.7737026,128087820.06636874,0.0021344755994657646,0.00030103278699240745,0.0014850833932562827,0.0011845627392440235,0.32040132839706886,0.8564909202000012,0.003616984079161124,0.0019229373835869335,0.000624044711666808,0.0005042627854194555,0
2018.0,0.002037776311013623,0.0002891816223262177,0.0013143167831215097,953498313.8266206,128484884.72158997,0.002037910469035992,0.0002891656826548421,0.0014279807986138967,0.001310826927484755,0.3177224614338422,0.8505510559867764,0.0034730847972246045,0.0018434272945537723,0.000599213394769007,0.00048474822125011156,0
2019.0,0.0019387099168469415,0.00027657743086506744,0.0014854456980307198,956200858.0017781,128869404.8393437,0.001938744118568096,0.0002766280002499293,0.0013666837095793478,0.0014846328717131813,0.31459244768059913,0.8440488097121206,0.003320281308744161,0.0017602039886486895,0.0005729899591613332,0.00046431395554193144,0
2014.0,0.0031212757545885745,0.00037582074431711675,0.0012339408291635989,1285422525.5134847,148733660.7200206,0.0031226880719741764,0.0003759738002472565,0.0020216118168956067,0.0012338350865066577,0.38359783569193145,0.8844428226642651,0.0046461012060109875,0.002467537695384235,0.0007454841148975214,0.0006644879599568722,1
2015.0,0.00296635755095007,0.0003607942559922076,0.0012240539117724107,1289409559.8331704,149216083.18269682,0.0029673009851486653,0.00036088113501126943,0.0019444435923212002,0.0012229331257596898,0.38079747346044,0.8787752231797198,0.004457940641339372,0.0023611597399158363,0.0007152539008318954,0.0006391094925519496,1
2016.0,0.0027983400193480343,0.00034368432478009336,0.001236420859413645,1293225910.2188394,149682469.82968122,0.002798864712149792,0.0003437688759268435,0.0018545286798562737,0.0012335428886344796,0.37720662753344136,0.8721472391251741,0.004242268965531025,0.002241456823170071,0.0006806367263951054,0.0006097193238352556,1
2017.0,0.002622247410126101,0.00032496275533602987,0.0012889050820713871,1296852314.725306,150129864.68625617,0.002622409373418878,0.0003250456762366545,0.0017552688663467545,0.0012842383337641494,0.3728337506580627,0.8645509663374206,0.004006763525436839,0.0021124716576788366,0.0006428646228465601,0.0005773792433807427,1
2018.0,0.002442621911436169,0.00030513503580596995,0.00139339137245819,1300275638.2474246,150555863.16132247,0.0024424760987130875,0.0003052156818978535,0.0016499359897237948,0.00138892606496936,0.3677172798468742,0.8559702285534785,0.0037588426100799064,0.0019779743254237443,0.0006031127710001002,0.0005430209116920836,1
2019.0,0.0022633915240895673,0.0002847720141083813,0.001536964091597757,1303488392.7651637,150958715.8716328,0.0022629809483685147,0.00028479905015261743,0.0015415034255232235,0.0015367457344704278,0.36191546277341646,0.8463842403680709,0.0035053908323127336,0.0018413229411460264,0.0005624395287891577,0.0005074131468214621,1
2014.0,0.0027499640143774555,0.0003684066341730593,0.0011844684949975839,1056631380.3933504,139705524.80960578,0.0027507255003921087,0.00036853972213447903,0.0016341445456136325,0.0011830018578733372,0.2960419055265452,0.9002312997509689,0.004284731907857612,0.0023793703516757944,0.0006786475477664176,0.0006108928268992267,2
2015.0,0.0026925328101760197,0.00036236072209801966,0.001203753110360235,1060199646.0618237,140184691.4570495,0.002693201159434065,0.0003624919075894879,0.0016100751799162669,0.0012010549665710307,0.2953364291260961,0.8981225191370925,0.004215171452177169,0.002337907074827107,0.0006677175783055924,0.0006019183399267767,2
2016.0,0.0026271414811666442,0.0003552753650127951,0.0012513309690606671,1063725482.08073,140660411.12557316,0.002627708444513392,0.0003554166684045158,0.001580298797973023,0.0012468367841187808,0.29430982190847643,0.8957049157932393,0.004131430390485417,0.0022887645185770632,0.0006545197275807855,0.0005907858714222409,2
2017.0,0.0025548913668901295,0.0003471415498990946,0.001348279369160976,1067196682.6913881,141131032.49534422,0.002555359120085599,0.00034728881399979776,0.001545381060182625,0.001341795324135886,0.292937817496749,0.892993596527487,0.004034953718891396,0.0022328755030350624,0.0006393065400844115,0.0005777963729718661,2
2018.0,0.0024769280617474567,0.0003380030167345438,0.001512798439175057,1070602306.5522559,141594892.59331352,0.002477308449600099,0.00033817361487940167,0.001506076861751392,0.0015060411925709783,0.2912107821589504,0.8900000368087693,0.003927362002290808,0.00217123182152596,0.0006223514791429268,0.0005632536157345556,2
2019.0,0.0023944147604781905,0.00032807986337142297,0.0017372893578560616,1073932766.6201644,142050411.14391872,0.002394686990094471,0.0003281795232816183,0.0014634551965476265,0.001735366588909031,0.28912905854541904,0.8867317824667867,0.0038111089853692316,0.0021048204384487464,0.000603967918722508,0.0005471821202433561,2
2014.0,0.002969811431141783,0.00040366794517873153,0.001331847817683536,1233234777.353332,160139893.82392776,0.002971232121280281,0.00040392247055558985,0.001920858698258607,0.0013311129353678875,0.35112815309063194,0.8891616147933444,0.004618541928416779,0.0024082688256450253,0.0007787288010506883,0.0007012429576491096,3
2015.0,0.0028082237479140925,0.0003859628447176703,0.0013180418036365402,1237028819.31218,160658540.68858853,0.0028091665159754764,0.00038623539469497095,0.001841566536423148,0.0013154726213137008,0.3477065348882453,0.8833695759080047,0.00441385164620684,0.0022946738249515633,0.000744319137552958,0.00067266422748504,3
2016.0,0.002634267191663489,0.00036594409963604084,0.0013266823891914304,1240641111.4928493,161157818.72802132,0.0026347498089133344,0.00036618132537072557,0.0017498351825156163,0.0013224117802399591,0.3433982578976198,0.8766079148124218,0.004181048032760181,0.002167606808719091,0.0007051141745960733,0.0006392711661632176,3
2017.0,0.002453363686446414,0.00034427995102682745,0.001376033785592657,1244053404.478837,161634368.0746649,0.0024534196304906177,0.0003443966892145312,0.0016486813443437629,0.0013709617863178695,0.33822999965842127,0.8688713561442226,0.003929447271232009,0.0020315668480203287,0.0006626002133870441,0.0006021872681174685,3
2018.0,0.002270257166207011,0.00032150836746376723,0.0014785205983494675,1247254075.0446246,162085622.2432564,0.0022699627870188975,0.00032152528783539936,0.001541397886997073,0.0014747882628298316,0.33226046236370205,0.8601438186553556,0.003666334754642909,0.0018906955039881567,0.0006181208932830053,0.0005629318001018192,3
