,beta,rr_sus_slat,rr_sus_rec,p_primary,r_clear,r_sc,adr,rr_inf_asym,rr_inf_cs,r_lat,r_stab,r_react,r_relapse,r_relapse_td,r_relapse_tc,p_cs_pub,p_dx_pub,p_dx_pri,dur_succ,r_act,cas
0,9.644981920003955,0.46702108242615403,0.16423725411346976,0.10019119792345081,0.02595346665474112,0.22419973743679017,0.029397969588018002,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.05567360404356617,Cascade(0.984 -> 2.938(0%) -> 2.744(100%))
1,10.24244699378651,0.35249479259612937,0.15690015143919697,0.10236599347409814,0.036411844262498334,0.22693443445377856,0.01876383461735142,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.057019894929272764,Cascade(1.061 -> 3.001(0%) -> 3.161(100%))
2,11.433786654701366,0.45040171190524025,0.23004238724825507,0.09595588953966634,0.020200030319519408,0.2352260571213468,0.02291354556110787,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.05307035819900768,Cascade(1.136 -> 2.627(0%) -> 2.884(100%))
3,8.222393779712437,0.3744661140736629,0.18837060231016123,0.12260896774769629,0.020396562222285402,0.20988709017590465,0.013087735636431733,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.06987133629172922,Cascade(1.044 -> 2.666(0%) -> 3.548(100%))
4,11.506415035479078,0.4842657107078584,0.2513840862837009,0.09091247764503337,0.03317221637844012,0.2180090830001991,0.00862870832864766,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.05000204898287849,Cascade(1.021 -> 2.957(0%) -> 3.316(100%))
5,10.419911535892872,0.31369530529753337,0.160610153833977,0.1082795646299874,0.02092636079866659,0.22702733124468408,0.0014718405060424218,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.06071385174943178,Cascade(1.043 -> 2.814(0%) -> 3.060(100%))
6,6.522389149551307,0.3552104840284154,0.16239890793230502,0.13723628591167064,0.022094774776360796,0.16169853663675932,0.014871986144044658,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.07953294956121698,Cascade(0.973 -> 2.831(0%) -> 2.899(100%))
7,10.520060589561922,0.2625219107877905,0.2682005934627186,0.09132510747444922,0.033706657458898996,0.1526889942034112,0.01331615317786903,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.05025180525271379,Cascade(1.027 -> 2.934(0%) -> 2.957(100%))
8,8.45979905412533,0.5293452531731908,0.19967265764677214,0.12090976848824546,0.0314298269320731,0.2010611418413436,0.028175576387763673,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.0687698282577428,Cascade(1.038 -> 2.660(0%) -> 3.583(100%))
9,9.183437754621206,0.3307276595304305,0.22410820417612667,0.1108325782544866,0.03266612844222383,0.23448886605442865,0.01380505871995551,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.06232379614005232,Cascade(1.005 -> 2.840(0%) -> 2.879(100%))
10,10.20877782031218,0.5102954655304248,0.23103027740809917,0.09695099327046433,0.030741763125348428,0.21302026519540462,0.018667760552673437,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.053679807268478215,Cascade(1.056 -> 2.920(0%) -> 2.880(100%))
11,7.475730640102003,0.5767206808874731,0.2790398201690283,0.12359285302250529,0.026373165987497848,0.17501779150115374,0.0077649309273070816,1,1,0.5,0.6666666666666666,0.001,0.001,0.008,0.004,0.483,0.65,0.27,0.5,0.07051109375861755,Cascade(1.060 -> 2.889(0%) -> 3.005(100%))
